 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1690577,201910,1201-1800,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,,Air Carrier,EMB ERJ 170/175 ER/LR,,2,Part 121,IFR,Passenger,FMS Or FMC,Parked,,,Y,N,Y,N,Unscheduled Maintenance,Inspection; Testing,,,,,,,,,,,,,,,,,,APU,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Flight Crew,,1690577,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Ground Personnel,,1690587,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural MEL / CDL; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Aircraft In Service At Gate; Pre-flight,General Flight Cancelled / Delayed; General Maintenance Action,Logbook Entry; Aircraft; Procedure,Logbook Entry,"[Report narrative contained no additional information].",,"After log book I noticed the page from the previous day had a write up for APU gen off bus and it was written up as 'INFO ONLY' similar to a Ground reset guide procedure. But the corrective action was not filled out correctly. Approximately 20 prior to departure I called the Chief Pilot and was out in a que on hold. I waited a few minutes and then texted another Chief Pilot and a ground and sim instructor asking if the write up was closed properly. While I was waiting for the answer I called maintenance control. And emailed a copy of the log page to them. I spoke with Maintenance Controller that handled the call with the original write up. Maintenance Controller advised me that per maintenance control the write up was closed out per the QRH. I debated if that was correct and was told it was. I tried to quickly get off the phone to call the Chief Pilot again; but Maintenance Controller had to explain herself again and asked if I wanted to get Maintenance Managers involved and that an email was going to be sent. After hanging up; it was getting close to departure time and there was a conflict between the flight attendant count and gate agent count. After clearing up the count issue I blocked out and notice my text messages had been answered and confirmed what I was thinking that the write up was not closed out correctly. I tried again to call the Chief Pilot and was in que; so I sent them the same email. I then called the Duty Manager explained the situation; and was told I needed to call Maintenance Control. I explained; 'been there done that'. He offered to transfer me to the manager on duty; it went to voice mail; and a message was left. The Duty Manager then transferred me to the Chief Pilot; but disconnected us. I got in contact with the Chief Pilot and he advised me I was correct with my initial concern and it was not closed out properly. And would talk to the higher ups about what to do. And call me back... he called back and advised since I had blocked out to file a report and ZZZ line Maintenance would have to correct the issue when we got to ZZZ.",,"E170 Captain reported that a logbook entry was signed off incorrectly; which resulted in a flight delay.",
1690599,201910,0601-1200,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,EMB ERJ 170/175 ER/LR,,2,Part 121,IFR,Passenger,,Parked,,,N,N,Y,N,Unscheduled Maintenance,Inspection; Testing,,,,,,,,,,,,,,,,,,APU Electrical,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Maintenance,,1690599,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Maintenance,Routine Inspection,General None Reported / Taken,Logbook Entry; Procedure; Aircraft,Logbook Entry,"It was brought to my attention that aircraft XXXXX had 6 take-offs and landings with a possible open write-up; one of which was my flight; ZZZ-ZZZ1.Apparently; aircraft had a APU GEN OFF BUS EICAS message. The Captain at the time ran the QRH procedure; the message cleared and called Maintenance. The Discrepancy write up that was in the maintenance logbook read 'INFO ONLY: APU GEN OFF BUS EICAS MESSAGE DISPLAYED.' And the corrective action read 'INFO ONLY: CLEARED MESSAGE AND RAN QRH PROCEDURE' or something very similar. There seemed to be some confusion between either that Captain and/or the Maintenance personnel on how to proceed with the write up because of the way the Discrepancy and Corrective action blocks reads. The way it was written up is similar to how a Ground Reset Guide item is written up in the logbook.I was unaware of this and when I saw the write up; I didn't catch the mistake in the early morning in MCI. I saw the 'INFO ONLY' portion and figured it was a [Company] procedure in which the fault cleared. I have included a photo of the logbook page of this write up which was sent to me by another Captain.",,,,"E170 Captain reported aircraft flew six flights with an open write up.",
1691077,201910,1801-2400,CLT.Airport,NC,,,0,,,VMC,,,Daylight,,,,Air Carrier,B737-800,,2,Part 121,IFR,Ferry / Re-Positioning,FMS Or FMC,Parked,,,Y,N,Y,N,Unscheduled Maintenance,Inspection; Testing,,,,,,,,,,,,,,,,,,Circuit Breaker / Fuse / Thermocouple,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown,Party1 Flight Crew; Party2 Dispatch; Party2 Maintenance,,1691077,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural MEL / CDL; Deviation / Discrepancy - Procedural Maintenance,,,Person Flight Crew,Pre-flight,General Maintenance Action; General Flight Cancelled / Delayed,Manuals; MEL; Logbook Entry; Human Factors; Aircraft,Logbook Entry,"My First Officer and I arrived at the jet we were to ferry with no real information as to what ailed it. Once local techs arrived; I learned another crew had attempted the ferry earlier in the day. The apparent issue with the jet was a lingering aroma of vomit. My First Officer and I confirmed this but believed the smell wasn't overwhelming. That previous crew; as well; requested the lav vacuum motors be pulled and collared. That presented a problem. There was no MEL reference in the AML regarding these entries. To my knowledge at that moment; I was looking at nearly 3 hours in the jet with no bathroom. I shared this concern with Dispatch. He agreed this was a problem. Shortly after; I received a call from 737 Tech. The gentleman was only there to relay information he received from a previous tech. He referenced an MEL for me that indicated the lavs could be used above 16;000 feet. So we'll have lavs; but why don't I have that reference in the AML? Again; passing along information; he said word is the EA covered the lack of an MEL reference. We ended that call. I checked the FOM and it seemed to indicate that was correct.Now to the EA. It indicated the flight crew requested the lav motors be disabled and an EA be issued for this maintenance ferry flight. The thing is; when I sign the flight plan; I believe I am signing the totality of the documents. And I was not the flight crew who requested the maintenance action or the EA. Soon after; I received a call back from the Technician with whom I had spoken earlier and he asked if I had called [name]; yet. No. I didn't know a [name]. The Technician gave me his number; so I called. He answered. I told him I had been asked by Technician to call; but wasn't sure why.[Name] was apparently the Mechanic On Duty that evening. He wanted to know why I was having problems getting underway. I explained the problem I was having with paperwork. In particular I was still leery of the AML; I was hoping to understand why the previous crew requested Maintenance on the lavs before they left (I had no doubt they must've had a good reason); plus I didn't feel as if I could sign the flight plan because the EA wasn't reflective of my actions; it was reflective of another crews actions. [Name] explained that we ferry airplanes all the time and I needed to understand he knew what he was doing. Further; he offered to get a Fleet Captain on the phone to help explain that to me. I shared with him that wouldn't be necessary. He asked what I needed in order to get going. I suggested he correct the EA; if that was possible; to reflect I wasn't responsible for requesting maintenance on the lavs. I also asked him what benefit that maintenance action offered. Regarding the previous crews maintenance request on the lavs; flight crews; he told me; make mistakes in the AML all the time. That was pretty much it for me. I told him that telling me about mistakes; in his opinion; flight crews made routinely with the AML wasn't a particularly great way to promote good will. He started to say something else. I said good bye and ended the call.During all this time; the local maintenance team was doing their level best to support us. As well; my Dispatcher was nothing short of extremely helpful. So; I give Dispatch a call to ask where we go from here. Unfortunately; the way forward was a three-way with [name]; Dispatch and me. [Name] agreed to change the EA; send it and then the spotting message; Dispatch would unlock the flight plan; we'd get fuel and be underway.Taxiing away; we couldn't get a closeout. That took a call to Loads who was still waiting on maintenance to unlock something or other. A few moments later; we had a closeout. Further along in the taxi; Tower said we needed to call company. We called Operations. They needed info on catering carts. Finally; number one for take-off; Tower called again to let us know company had called to say we couldn't leave. We received taxi instructions down the runway and clear; where I could call dispatch. Dispatch had been receiving calls from Mechanic On Duty first saying we couldn't go; then we could; and now; finally; we needed to return to the maintenance ramp because our paperwork wasn't correct. We taxied back. Local Maintenance came on board; asked for the AML; at which point; over the phone; [name] advised the local maintenance manager that an MEL reference needed to be added to each Logbook Deferral Sheet in the AML - the same MEL reference I had been previously told was covered instead by the EA. Huh. Go figure. You know; it seems that if we really do this all the time; we really ought to know what we're doing. I certainly don't need a bully trying to convince me to do something about which we clearly aren't so good at after all.I remain disgusted by the bullying I received. It is my responsibility to sign federal documents attesting to the legal nature of each flight. Clearly; we have a lot to learn about ferry permits. As well; our FOM needs to more clearly assist flight crews with regards to these unusual situations. Obviously; our Mechanics on Duty - at least this Mechanic - do not have our back. This guy was more concerned with moving metal than he was about moving metal safely and legally. Honestly; should he be in charge of a maintenance ferry I'm assigned to work in the future; I expect I'll walk away from the flight long before we start engines.",,,,"B737 Captain reported that logbook issues and a lack of consensus caused a lengthy flight delay.",
1691136,201910,1201-1800,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,,Air Carrier,A319,,2,Part 121,IFR,Ferry / Re-Positioning,FMS Or FMC,Parked,,,Y,N,Y,N,Unscheduled Maintenance,Inspection,,,,,,,,,,,,,,,,,,Intake Assembly,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown,Party1 Flight Crew; Party2 Dispatch; Party2 Maintenance,,1691136,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural MEL / CDL; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Aircraft In Service At Gate; Pre-flight,General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Company Policy; Logbook Entry; MEL; Manuals; Procedure,Logbook Entry,"Was given a two hour callout to reposition a plane. I asked the scheduler assigning me the assignment if it were a reposition flight or an actual ferry flight to which I was informed it was a reposition flight. I report to the airport as scheduled and on the ride to meet the airplane at the handstand I review the logbook and notice a sign off in it mentioning the plane was safe to operate under a special flight permit. I asked the operations agent driving us to the plane if this was operating as a ferry or repositioning flight and she was under the impression it was to be a repositioning flight. I look on the release for any indication that the plane was to be ferried on a ferry permit and no remark was noted at the time. I call Dispatch to speak with Maintenance Control for clarification. They proceed to tell me it is an actual special flight permit ferry flight for a small dent in the number one engine cowling. I ask where the ferry permit was as it was not in the maintenance logbook and am told they could email it to me. I asked for a printed copy to be sent to the plane as is required per the FOM as well as to leave in the logbook to be abundantly clear the plane was operating on a ferry permit. I called Dispatch to inform them that we were indeed operating a ferry flight and requested they add a remark in the release for it. I was told multiple times by both Dispatch and Maintenance that they could just email me the ferry permit so I could review it. It was surprising to me how I was handed a signed off maintenance log and told the plane was a normal repositioning flight. If I had not looked at previous write ups I would not have noticed the sign off indicating the plane was to operate under a ferry permit. I easily could have just taken the plane with no ferry permit and flown up to ZZZ1 in violation of our FOM and FARs. We received the paper copy of the permit as well as the required printout. I called the Chief Pilot to ensure they were aware of this ferry flight as the FOM required the Chief Pilot or one of the designees to be informed before a line crew could fly it. Seeing how disorganized and misinformed everything was I wanted to ensure they were aware of the flight; which they were. After a thorough review to ensure there were no operating limitations we flew to ZZZ1 with no further issues.I think there needs to be better policies in place requiring Maintenance; Dispatch; CSS; and Station operations to communicate more effectively. I feel as a reserve I have been assigned a significant number of repositioning flights that are always very disorganized and misinformed. If I had just done the minimum required logbook check I would not have noticed the sign off mentioning the special flight permit. If I had not noticed that we would have simply preflight the airplane and departed illegally and very possibly unsafely should there have been operating limitations. Luckily today we had no operating limitations but that may not always be the case.",,,,"Captain reported that a ferry flight  was missing the Ferry Permit.",
1691207,201909,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,A320,,,Part 121,,,,Parked,,,N,Y,N,N,Scheduled Maintenance,Testing; Installation; Inspection,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,,,,1691207,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Person Air Traffic Control; Person Maintenance,Aircraft In Service At Gate,General Maintenance Action,Procedure; Logbook Entry,Logbook Entry,"While working IDG oil level and DPI check Task Card; I was able to sign off a warning to add second mechanic to verify my work securing latches of fan cowling; as well as the original item.",,,,"Technician reported electronic logbook allowed him to sign off an entry that required two technicians for completion.",
1691387,201910,,,,000,0,0,,,VMC,,,Daylight,,,,Air Carrier,MD-11,,2,Part 121,IFR,Cargo / Freight / Delivery,FMS Or FMC,Parked,,,N,N,Y,N,Unscheduled Maintenance,Inspection; Installation,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 120; Flight Crew Total 20000; Flight Crew Type 300,,Communication Breakdown; Confusion,Party1 Maintenance; Party2 Flight Crew,,1691387,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Person Flight Crew,Aircraft In Service At Gate; Pre-flight,General Maintenance Action; General Flight Cancelled / Delayed,Procedure; Manuals; Logbook Entry; Aircraft,Logbook Entry,"Arrived at the aircraft; reviewed the logbook and performed preflight duties routinely. Only thing of note was two new tires on the aircraft. Approximately 30 [minutes] after takeoff I looked at the log book again and noted a discrepancy. The page for our current flight was normal as far as I could tell; to include AWR. The previous page detailed the two tire changes. One entry showed the following discrepancy. Discrepancy: MLG Tire 9; worn beyond limits. Corrective Action: R&R Tire 10. The tire described as worn was not the one documented as replaced. Not sure what I can say; I just missed this error.",,,,"Captain reported confusion regarding a main tire and wheel assembly replacement and the logbook entries that resulted in a flight delay and maintenance action.",
1691637,201910,1801-2400,,,000,0,0,,,VMC,,,Daylight,,,,Air Carrier,MD-11,,2,Part 121,IFR,Cargo / Freight / Delivery,,Cruise,None,,N,N,Y,N,Unscheduled Maintenance,Installation; Inspection,,,,,,,,,,,,,,,,,,Main Gear Tire,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 60; Flight Crew Total 5000; Flight Crew Type 1000,,,,,1691637,,,,,,,,,,,,Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,General Maintenance Action,Logbook Entry; Procedure; Aircraft,Logbook Entry,"Arrived at the aircraft and performed preflight duties routinely. Captain noted there were two new tires on the aircraft - Captain also showed me all four applicable logbook signatures and pages. Approximately 30 after takeoff; the Captain looked at the log book again and noted a discrepancy. The page for our current flight; was normal; to include Airworthiness Release. The previous page detailed the two tire changes. One entry showed the following discrepancy. Discrepancy: Main Landing Gear Tire 9; worn beyond limits. Corrective Action: Remove and Replace Tire 10. The tire described as worn was not the one documented as replaced. We missed this discrepancy in the entries for previous flight.",,,,"Pilot reported a missing logbook entry was discovered after takeoff.",
1691785,201910,1801-2400,MLE.Airport,NE,,,0,,,VMC,,,Night,,,,Corporate,Eurocopter AS 350/355/EC130 - Astar/Twinstar/Ecureuil,,1,Part 91,,,,Other Post Flight,,,N,N,Y,N,Unscheduled Maintenance,Inspection; Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,,Captain; Pilot Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,,,,1691785,,,,,,,,,,,,Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,,General Maintenance Action,Procedure; Logbook Entry; Aircraft,Logbook Entry,"I received a call from the Regional Aviation Director and the Regional Maintenance Director. They informed me of an incident in which I was involved concerning maintenance that had been performed; without my knowledge; on an aircraft that I had flown and was not properly documented in the maintenance log. [A few days prior] I arrived at our base maintenance hangar; MLE. I performed preflight checks on aircraft to include checking the maintenance log. The maintenance log was properly filled out; to include two write-ups dated [same day]; both were signed off per Company standards. I proceeded to pull the aircraft out of the hangar and returned to our base helipad. I departed at XA:38 and landed at XA:48 without incident. No other flights were conducted during the remainder of my shift; which ended at XJ:00 [the next day]. I understand that the aircraft was taken out of service [the next day]; after information that improper maintenance had been conducted on aircraft. Proper maintenance was then performed and the aircraft was returned to service the same day.",,,,"EC-130 Pilot reported undocumented maintenance was performed on the aircraft he flew.",
1695075,201910,0601-1200,,,,,0,,,,,,Daylight,,,,Personal,Small Aircraft,,1,Part 91,None,Personal,,Parked,,,N,Y,Y,Y,Scheduled Maintenance,Inspection,,,,,,,,,,,,,,,,,,Aircraft Logbook(s),,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Repair Facility,,Contracted Service,,Maintenance Powerplant; Maintenance Airframe; Maintenance Inspection Authority,Maintenance Inspector 5; Maintenance Technician 25,,,,,1695075,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,N,Person Other Person,Pre-flight,General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Logbook Entry; Human Factors,Logbook Entry,"Acting as an A&P with Inspection Authorization; I signed off an annual inspection for a Client. The aircraft was [later] involved in a hand propping occurrence.As a result; the FAA requested to see the aircraft logbooks. Upon review; they noticed that the form and field approval paperwork for the installation of the engine was not in the Logbooks.The engine has been on that aircraft for 30 plus years; and I have been familiar with said aircraft all of those years; so I assumed that the paperwork had been done; and the installation was legal.",,,,"Mechanic reported signing off an annual for an aircraft that was missing paperwork for an engine change.",
1699081,201911,0001-0600,ZZZ.Airport,US,,,0,,,VMC,,Poor Lighting,Night,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked,,,Y,Y,Y,Y,Scheduled Maintenance,Testing; Installation; Inspection,,,,,,,,,,,,,,,,,,Main Gear Tire,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Technician,Maintenance Powerplant; Maintenance Airframe,,,Time Pressure; Workload; Distraction; Fatigue,,,1699081,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural MEL / CDL,,N,Person Maintenance,Aircraft In Service At Gate,General Flight Cancelled / Delayed; General Maintenance Action,Procedure; Logbook Entry; Aircraft,Logbook Entry,"I was assigned along with one other coworker to complete a periodic service check (11 hours) along with a battery change (3 hours) and an MEL for Fuel Flow indication (2 hours) at roughly XA:30. The flight was scheduled to depart at XB:30. My coworker and I decided to split up and tackle the tasks as follows; he would do the tasks inside the airplane and I would tackle the tasks outside the plane. I began to complete my inspection of the airplane with a walk of the exterior; which did not indicate any immediate damage. I proceeded to do a check of the accumulators which indicated that they were all low and needed to be serviced; after servicing the accumulators I proceeded to check hydraulic fluids which were also low and needed servicing; followed by wiping of the struts and checking tire pressures. I completed wiping of the nose strut and checking of the nose tire pressure and condition inspection and proceeded to the left main gear which is when I noticed that the Number 2 main tire had several lacerations which rendered it unserviceable and would require change. Because of the workload and lack of manpower for that night (sick call out of 2 employees); I was aware that we were short staffed and didn't readily have extra bodies to aide me; I immediately proceeded to tackling the tire which I knew would be very time consuming by myself. After spending a lot of time changing the tire; I proceeded to completing several other tasks and encountered more issues with the airplane (APU discrepancy of hours) which upon talking to Maintenance Control needed more troubleshooting. All while being aware that I was running out of time to complete the check because of the early departure of the airplane. I hastily completed wiping of the remaining struts and checking of tire pressures.The aircraft Number was incorrectly entered. The issue occurred on Aircraft X.Again; I apologize for this lapse in attention to detail.The event occurred due to my fatigue level; tight time constraints; coupled with several discrepancies discovered on the airplane that required more time to complete which caused me to become distracted and be rushed to completing the tasks at hand to the best of my ability.I take full responsibility for my actions an realize it was my job to relay to my supervisor the lack of time; and the requirement for additional aid. I also realize that even though I was rushed for time and under a lot of pressure to complete the task that I still needed to do each job to the best of my ability and not just rush through it. I believe that I could have had better communication with my lead to get certain issues discovered deferred; freeing up time to focus on the tasks I could complete.",,,,"Technician reported fatigue and workload resulted in an erroneous logbook entry.",
1748237,202006,1201-1800,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,Tower ZZZ,,SA-227 AC Metro III,,2,Part 91,IFR,Passenger,,Landing,Vectors,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Electrical Power,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Pilot Flying; Single Pilot,Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 40; Flight Crew Total 5650; Flight Crew Type 740,,Confusion,,,1748237,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,,Person Flight Crew,In-flight,General Evacuated; General Flight Cancelled / Delayed; General Maintenance Action,Logbook Entry; Aircraft; Manuals; Procedure,Logbook Entry,"Upon landing touchdown I applied [brakes] to slow the aircraft then shortly thereafter I realized that I didn't have brakes or nose wheel steering. The aircraft was heading off the right side of Runway 4 and nothing I did could change the aircraft direction or slow the aircraft. I elected to emergency shutoff both engines feathering the props and preparing for runway departure.  I pulled the elevator aft to put more pressure on the aft gear and coasted to a stop just outside the runway safety zone in the mowed grass. There were no injuries to passengers; nor damage to the aircraft or airfield. I was met by Airfield Safety who help me get a tug for the airplane and he took my information for all reports.  The airplane was towed to the FBO and remained there until I returned on date.  I returned to the FBO with my normal maintenance personnel and we determined that the cause of my issues was electrical.  The aircraft was made safe for a flight to ZZZ1 where further inspections could be preformed. The mistake I made was not getting a ferry flight permit before flying the airplane to ZZZ1.",,,,"Pilot reported not obtaining a Ferry Permit after loss of electrical power caused a runway excursion.",
