 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
2288155,202509,,ZZZ.Airport,US,,,,1500,,VMC,,,,,,Tower ZZZ,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Final Approach,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower ZZZ,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,,,Final Approach,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,,,,2288155,,,,,,,,,,,,ATC Issue All Types; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue; Inflight Event / Encounter CFTT / CFIT,,,Automation Aircraft RA; Automation Aircraft Terrain Warning; Automation Air Traffic Control; Person Air Traffic Control; Person Flight Crew,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Executed Go Around / Missed Approach; Flight Crew FLC complied w / Automation / Advisory,Airport; Human Factors; Procedure,Procedure,"On the RNAV ZZZZZ visual XXL we had pairing traffic to the parallel Runway.  At approx. 1500ft AFE (Above Field Elevation) we received a TCAS RA that commanded a descent.  I followed the RA down to 1000ft where tower issued us a low altitude alert and I elected to Go Around.  We were re-sequenced for another visual approach to XXL.  This time we were given a heading to intercept the localizer so we flew the ILS for course guidance on our visual approach.  We received an RA at about 1500ft which again commanded a descent.  I followed the RA again down to 1000ft where we received a 'GLIDESLOPE' aural and tower again issued a low altitude alert.  I called another Go-around and was resequenced again for a third visual to XXL.  At this point we were indicating 5;000lbs of fuel onboard.  I advised my FO that if we went below 4600lbs we would be declaring Minimum Fuel as we would be committed to landing ZZZ.  ZZZ1 was a 600lb fuel burn from ZZZ.  The third visual approach was completed to a landing without any issues due to better staggering of the pairing traffic.",,,,"B737 Captain received multiple TCAS RA alerts followed by low altitude alerts due to parallel approaches.",
2288721,202509,1201-1800,HND.Airport,NV,,34,,8700,,VMC,,,Daylight,,,TRACON L30,Personal,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,1,Part 91,IFR,Personal,,Descent,Airway T361; STAR BOEGY TWO ARRIV,Class E HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 20; Flight Crew Total 213.6; Flight Crew Type 63.7,,Situational Awareness; Training / Qualification; Communication Breakdown,Party1 Flight Crew; Party2 ATC,,2288721,,,,,,,,,,,,Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Air Traffic Control Issued New Clearance; Flight Crew Returned To Clearance,Procedure; Human Factors; Airspace Structure,Human Factors,"Center cleared me to HND via BOEGY TWO ARRIVAL at 10;000 feet. Which I understood to mean that I was to fly at 10;000 feet then fly the arrival. so after the BOEGY GPS fix I started the decent as depicted on the arrival chart to 7;000 feet at PUTTT. as soon as I had descended 1;300 feet (8;700) Las Vegas Approach received a altitude alert because I was below their MVA; even though I was tracking T361 which has a MEA of 7;000. He then told me to climb 300 feet to 9;000 which was his MVA. I was in no danger in this situation; and I did not put anyone else in danger.I understand now after a phone call with a CFII that ATC expected me to stay 10;000 feet until told otherwise. But at the time I believed that ATC expected me to descend according to the arrival because that is what they cleared me to do. I think that in future ATC should say something along the lines of 'Expect BOEGY TWO ARRIVAL' which would prevent this misunderstanding.",,,,"General aviation pilot reported descending below a published altitude on a STAR resulting in flying below the vectoring altitude and receiving an altitude alert from ATC in mountainous terrain. The pilot climbed to the Minimum Vectoring Altitude (MVA) and continued the flight.",
2288813,202509,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,,,,Tower ZZZ,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower ZZZ,Air Carrier,Airbus Industrie Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 ATC,,2288813,,,,,,,,,,,,ATC Issue All Types; Conflict Ground Conflict; Critical,,,Person Flight Crew,Taxi,Flight Crew Took Evasive Action; Flight Crew Requested ATC Assistance / Clarification,Procedure; Human Factors,Procedure,"Switched to Ground frequency XXX.XX.  Aircraft in front of us told to turn left on Taxiway 1 heading to Rwy XXR.  We were told to taxi to XYL via right on 1 then 2; 3; 4; 5. We began pulling out from our spot following the painted lead in line to 1.  During the turn; the FO called out to hold position because Aircraft Y on our right was pulling out onto 1.  I couldn't see that aircraft at first because he was behind us.  With no guidance from Ground Control on order of movement; we were in great potential of a conflict.  The FO did his job clearing the right side of the aircraft and verbalizing it to me so we could prevent possible conflict. After allowing Aircraft Y to pass; we queried Ground if they wanted us to continue and follow that traffic; which Ground replied yes; but sounded unsure of why we were asking.  No further issues.",,,,"Air carrier Captain reported while taxiing they had to unexpectedly stop when the First Officer observed another taxiing aircraft converging with them.",
2288924,202509,1801-2400,ZZZ.ARTCC,US,,,,19000,,IMC,Cloudy; Icing,,,,,Center ZZZ,Air Taxi,Regional Jet 700 ER/LR (CRJ700),,2,Part 121,IFR,Passenger,FMS Or FMC; GPS; Localizer/Glideslope/ILS XYL,Descent; Cruise,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Pneumatic Ducting,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Troubleshooting; Situational Awareness; Time Pressure,,,2288924,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Weather / Turbulence,,,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed in Emergency Condition; Flight Crew Diverted; Flight Crew FLC complied w / Automation / Advisory,Aircraft; Weather,Aircraft,"Flight ABCD ZZZ1 to ZZZ. Flight was operated normally with a slightly late departure from ZZZ1. Flight was in cruise flight on the ZZZZZX arrival into ZZZ around ZZZ [VOR] at FL190 and we encountered icing conditions; we then turned on the wing and cowl anti ice. During this time; we were in and out of icing conditions. We then received a master warning message for L Bleed Duct; so I reached up and turned off the wings and cowl anti ice because we had no ice indication; and we began to run the immediate action checklist for L Bleed Duct followed by the QRH. We then got a descend via the ZZZZZX with ATC; so we descended immediately to get away from known icing conditions and also because of the potential of depressurization issue associated with a BLEED DUCT. After completing the QRH checklist we told the flight attendant to prepare the cabin early. Then we started the next decent portion of the arrival and used flight spoilers. At this time the plane yawed/banked to the left and we then received IB Flight Spoilers and IB Spoilerons caution msg. Again; radios were transferred to the FO (First Officer) and I ran the QRH for both caution messages. The QRH deemed our reference speed to be higher and set and other tasks were completed. We then received clearance to descend from 8000- 5000 had a similar roll and yaw moment. Then we looked at FLT Control synoptic page the left inboard spoiler was yellow; and the right inboard spoiler was white. With that information I instructed the Flight Attendant to go look at the wings and see if they could see if the spoilers were in an upright position or not flat on the wing. They notified me that they thought they were partially out so at that time the FO and I consulted to request priority handling and we disused turning the Autopilot off to feel if we would have another moment. When we got switched to final approach frequency; we requested priority handling and notified ATC of a precautionary landing in ZZZ. I then advised the FA (Flight Attendant) of the precautionary landing and then made a passenger announcement to let them know the situation. We touched down in ZZZ on a normal landing at a higher speed; then normal because of the higher reference speed and got off the runway and went to the gate and everything else was normal.",,,,"Air carrier Captain reported a L bleed duct warning while in icing conditions and spoiler control problems during the descent.",
2289162,202509,,ORD.Airport,IL,,,,10000,,VMC,,,,,,TRACON C90,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Descent,,Class B ORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRACON C90,Air Carrier,B747 Undifferentiated or Other Model,,,Part 121,IFR,,,Descent,,Class B ORD,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,,,,2289162,,,,,,,,,,,,Inflight Event / Encounter Wake Vortex Encounter,,,Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Took Evasive Action,Procedure; Environment - Non Weather Related,Ambiguous,"At approximately 10;000 feet during descent; the airplane experienced wake turbulence and rolled about 25 degrees to the left. I immediately disengaged the autopilot and corrected the flight path. ATC was notified; and we were informed that we were following a B747. ATC instructed a speed reduction and vectored us away from the other aircraft; which was approximately 5 miles ahead. We immediately check on the cabin crew and passengers; and all were confirmed safe. There were no significant changes in pitch or airspeed.","Reporter stated everything he remembers from the encounter is in his original report.",,,"B737 Captain reported encountering wake turbulence descending into ORD five miles in trail of a B747.",
2289386,202509,1201-1800,ZZZ.Airport,US,,,,,,,,,,,,Tower ZZZ,Air Carrier,A320,,2,Part 121,IFR,Ferry / Re-Positioning,FMS Or FMC; GPS,Initial Climb; Takeoff / Launch,,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Air Conditioning Distribution System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Other / Unknown,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,Confusion; Situational Awareness,,,2289386,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Departure Airport; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,"Ferry flight out of ZZZ with #2 PAK on MEL. Only flight crew aboard. Normal takeoff roll. On liftoff strong chemical / fine mist in the cockpit. No ECAM. Oxygen masks donned immediately. AC control was transferred and we missed the initial heading due to confusion. Coordinated with ATC for a return to ZZZ. We didn't get higher than 8000 feet. Once stabilized we shut off PAK 1 which triggered an ECAM which we then followed. RAM AIR on. Uneventful return and landing and runway XX L.",,,,"A320 pilot reported just after takeoff and during initial climb the flight deck began to fill with a strong chemical smell and mist.",
2290139,202509,1201-1800,ZZZ.TRACON,US,,,,12000,,VMC,,,Dawn,,,TRACON ZZZ,Air Taxi,Gulfstream IV / G350 / G450,,2,Part 135,IFR,Ferry / Re-Positioning,,Initial Approach,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Taxi,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 ATC,,2290139,Aircraft X,Flight Deck,Air Taxi,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP),,,Situational Awareness; Communication Breakdown,Party1 Flight Crew; Party2 ATC,,2290137,ATC Issue All Types; Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Returned To Clearance; Flight Crew Took Evasive Action; Flight Crew FLC complied w / Automation / Advisory,Human Factors; Procedure,Human Factors,"Conditions at all time during this approach for ZZZ were VMC with the airport insight.  After being vectored on approach to ZZZ. we were given 12;000 feet as a decent.  Both pilots heard 12;000 feet and it was read back as 12;000 feet. We were a little concerned about it being 12;000 feet because the crossing is at 13;000 feet. However; with the vectoring that we had received; we assumed that he was vectoring us past ZZZ [VOR]. As we started the descent below 13;000 feet ATC contacted us and said low altitude; alert climb immediately and maintain 13;000 feet which we immediately complied with. I happen to glance down at the radar altimeter and it was an excess of 2400 feet. We continue to approach in having a normal landing.",,"We were flying into ZZZ on the approach and descending ATC issued a clearance descent down to 12;000 feet. I heard it. The nonflying pilot read back 12;000 feet. We put that in the altitude selector and started a descent down to 12;000 feet we both thought that was a little low me being  the flying pilot I started a slow descent about 400 feet into the descent. ATC told us to climb and maintain 13000 ft which we did. We were in VFR conditions at this time. We continued to land uneventful.",,"Air taxi flight crew reported receiving a low altitude alert from ATC during initial approach. Flight crew climbed and continued approach.",
2290177,202509,0601-1200,ZZZ.ARTCC,US,,,,17000,,,,,,,,Center ZZZ,Air Carrier,EMB ERJ 145 ER/LR,,2,Part 121,IFR,Passenger,,Cruise,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Air Conditioning and Pressurization Pack,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Troubleshooting,,,2290177,,,,,,,,,,,,Aircraft Equipment Problem Critical; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Air Traffic Control Issued New Clearance; Flight Crew Returned To Departure Airport; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed in Emergency Condition; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,"We departed ZZZ XXC on the ZZZZZ [departure]. Everything was normal as we reached our cruise altitude of 17;000ft. We leveled off and completed the cruise checklist; shortly after we began seeing white smoke coming from the air vents in flightdeck.We completed the QRC procedure for smoke but decided not to don oxygen because the smoke light was not causing issues breathing or seeing. And I felt the difficulty communicating would outweigh the benefit at that point.During this time we requested priority handling and told ATC we needed to return to ZZZ. I ran the QRH and the FO took controls and radio. We completed the associated QRH Procedure and descended to 10;000ft. Once we had done so the smoke dissipated. I communicated with the FA; passengers and dispatch; while the FO flew us in on the ZZZZZ1 arrival for XXR.FA stated the she could smell smoke but it seemed to be contained to the flightdeck and passengers were not affected.When we landed we pulled off the runway and were inspected by the airport fire vehicles; they then followed us to our gate where we deplaned normally.Maintenance later stated it was Pack 1 that had caused the smoke",,,,"Air carrier Captain reported smoke coming from the air vents in the flight deck during cruise. Flight returned to departure airport and maintenance determined smoke was caused by a pack.",
2290569,202509,0601-1200,LGA.Airport,NY,,,,1700,,,,,,,,TRACON N90,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,FMS Or FMC; GPS; Localizer/Glideslope/ILS RNAV Y13,Final Approach,,Class B LGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,Confusion; Situational Awareness,,,2290569,,,,,,,,,,,,ATC Issue All Types; Inflight Event / Encounter CFTT / CFIT,,,Automation Air Traffic Control; Person Air Traffic Control,In-flight,General None Reported / Taken,Procedure; Software and Automation; ATC Equipment / Nav Facility / Buildings; Environment - Non Weather Related,Ambiguous,"It was my leg flying into LGA on the RNAV (GPS) Y Rwy 13 approach. Autopilot was engaged and Approach mode active. Weather was clear and we were visual with the runway and airport. Correct altimeter 29.99 set. Fully configured and on speed. We were inside the FAF having checked and verified BROHR at 1;700 ft and about to make our final turn to line up on the runway when the Tower controller called and advised Low Altitude alert. He also called out the altimeter setting 29.99 which we both confirmed was set. I immediately clicked off the autopilot and both myself and the FO scanned instruments; MCDU (Multipurpose Control Display Unit) and outside aircraft to see if we were in fact below altitude. We both confirmed that the aircraft was on profile and everything appeared normal. Visually looking at the runway and PAPI's I also confirmed that I was on glideslope. The remainder of approach and landing were uneventful and normal. Both pilots discussed if anything could have been off and we couldn't determine any reason for the low altitude alert.I believe this was the first time for each of us seeing this particular approach into LGA as it didn't look familiar to me. We discussed this in the brief but also pointed out that the approach looked straight forward and nothing unusual stood out. We honestly don't think we were ever low on altitude but I would be very curious to find out the reason for the low altitude alert and if there was anything I did wrong.",,,,"Air carrier pilot reported a low altitude alert from ATC while inside the final approach fix.",
2291065,202509,1801-2400,ZZZZ.ARTCC,FO,,,,34000,,VMC,,,,,,Center ZZZZ,Air Carrier,B767 Undifferentiated or Other Model,,3,Part 121,,Passenger,,Cruise,,Class A ZZZZ,,,,,,,,,,,,,,,,,,,,,,,,Hydraulic System,,X,Malfunctioning; Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,,,,2291065,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; First Officer,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 180; Flight Crew Total 20000; Flight Crew Type 15000,,,,,2291076,Aircraft Equipment Problem Critical,,,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition; Flight Crew FLC complied w / Automation / Advisory; Flight Crew Diverted,Aircraft,Aircraft,"During cruise flight at FL340 we received a 'C Hyd Qty' EICAS and a center hydraulic system 'QTY' caution light on the overhead hydraulic panel. The Status Page showed the center system with approximately 0.48RFWe accomplished the HYD QTY - C (L; R) checklist up to the 'deferred items'. These steps included turning off the number 1 and 2 center system electric hydraulic pumps and center air demand hydraulic pump.We alerted the Purser of our issue and had her notify our relief pilot (on break) to come back to the cockpit. We then called Dispatch and had him patch us into both Maintenance Control and the chief pilot. We discussed with Maintenance Control the issue and our options. Maintenance Control verified that we had done the steps previously indicated in the narrative and indicated that we could continue on to ZZZZ1 with the aircraft in its current state. The chief pilot and I discussed the situation and that we now also had a 'C HYD SYS PRESS' EICAS as a result of turning off the three center system hydraulic pumps per the HYD QTY C checklist. The chief pilot and I discussed divert options to ZZZZ (the closest approved alternate) and returning to ZZZ. He agreed with our opinion that continuing to ZZZZ1 (just over five hours flight time away) wasn't the best course of action. After a brief discussion with myself; my two copilots; the Dispatcher; Maintenance Control; and chief pilot that a return to ZZZ was the best course of action in the current aircraft state and that priority handling wasn't warranted.We did not request priority handling at this time.ZZZZ controllers were notified and they cleared us at FL340 back towards the ZZZZZ fix on the ZZZZZ1 arrival in ZZZ.I called the purser and told her the situation and game plan. 2+30 flight time; do not prep for evacuation at this time; possibly get towed to the gate after landing.The hydraulic quantity decreased from 0.48 to 0.46 over the next two and one half hours.Approximately 15nm southeast of ZZZ on vectors to Runway XXR approach told us to slow to 210KIAS. At approximately 225 KIAS we turned the center hydraulic pumps per the deferred items on the HYD C QTY checklist and extended the flaps to 1°. These actions caused the center hydraulic quantity to drop to approximately 0.25 but increased back to approximately 0.39 over the next minute or two.On approximately a 8-10nm final we selected flaps 15° and 20° and the quantity once again dropped to approximately 0.25 and stayed at this level for the short time we were at these flap settings. At this time our eyes were mostly outside the cockpit to acquire a visual with the runway and the proceeding landing aircraft. Just prior to glide slope intercept we put the landing gear down and selected flaps 25° and 30°. The flaps stopped at flaps 25° and the center hydraulic pressure momentarily dropped to 0.0 and we received a CTR HYD Pressure EICAS; but slowly increased to 0.25. I put the flap lever back into the 25° detent to match the flaps position and requested priority handling; gave our souls on board and intentions... continue the approach; when Tower asked if we wanted crash and fire rescue I said 'yes'. We had briefed flying a flaps 25 approach and landing and selecting Reserve Brake and Steering as a contingency.We were stable by 1000' agl and the landing and rollout were uneventful. We cleared Runway XXR at the third left high speed exit (1).We told Tower that we would like to stop on Taxiway 2 and asses our situation. After a brief discussion and review of our current hydraulic system. (Now showing. An increase to 0.25 in the center system) we asked if the fire crews to look our aircraft over for leaks etc. and asked to be towed to the gate. The crew said it appeared like hydraulic fluid was leaking from one of our spoiler panel areas.A tug towed us to the gate uneventfully.Once at the gate we debriefed and I called the chief pilot to discuss the events. The Operations rep met came to the cockpit to ask ifl needed anything. I said I didn't need anything but I was grateful for his attention and efforts to meet us at the airplane.",,"Just prior to coast out we received a center hydraulic quantity EICAS. We did the appropriate checklist; contacted Dispatch; Maintenance and the chief pilot. We all agreed to divert back to ZZZ. On downwind/base we extended flaps and gear where we got a center hydraulic failure. We requested priority handling and landed safely in ZZZ and where towed to the gate.",,"B767-400 flight crew reported hydraulic system malfunction/failure inflight. Returned to departure airport and landed uneventfully.",
2291282,202509,1201-1800,ZZZ.Airport,US,120,3,,9500,,VMC,10,,Daylight,25000,,TRACON ZZZ,Personal,Cessna Stationair/Turbo Stationair 6,,1,Part 91,None,Personal,,Climb,,,,,,,,,,,,,,,,,,,,,,,,,,Engine Exhaust System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Single Pilot; Pilot Flying,Flight Crew Commercial; Flight Crew Multiengine,Flight Crew Last 90 Days 159; Flight Crew Total 900; Flight Crew Type 77,,Physiological - Other,,,2291282,,,,,,,,,,,,Aircraft Equipment Problem Critical; Flight Deck / Cabin / Aircraft Event Illness / Injury; Ground Excursion Runway; Inflight Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,In-flight,General Physical Injury / Incapacitation; General Evacuated,Aircraft,Aircraft,"I departed for my sixth jumper load of the day after flying for 2.5 hours. During that day; I was refueling the aircraft every 1.2 hours or every other jumper load which made this load the one right before I fueled again. My first indication of impairment was a feeling of shortness of breath at approximately 8000 feet MSL. I dismissed this feeling as I have been getting over an illness and it was similar to the feeling I had flying Cessna Caravan at 14;500 feet MSL for the same operation just the week prior.At 9;500 feet MSL; I was about to make my two minute prior to 'Jumpers Away' call when I started feeling clammy; nauseous; and was rapidly losing my vision. Upon this feeling I immediately called for a bailout to the four fun jumpers in the back. My last memory before falling unconscious was the door opening and myself making a radio call to ZZZ Approach about the situation. I do not remember the jumpers leaving the aircraft or how they did it as I entered a dive. I started to regain partial consciousness at around 8000 feet MSL. Using sources which all indicated an initial -2600 feet per minute dive; I was unconscious for around 35 seconds. I most likely hit my jaw on the yoke as I felt a soreness later on. After regaining partial consciousness I was unable to see where I was. My vision was incredibly tunneled with a yellow tinted central vision. I can only remember glimpses of the descent using my altimeter for ground clearance and my iPad for heading and direction as they were immediately in front of me and the only things I could see. I have no recollection of the landing especially in regard to where I touched down. The dropzone is positioned at the approach end of Runway XX which has zero view of Runway XY which I landed on. After veering off the runway and at a complete stop; I was able to figure out where I was. I pulled the mixture and then crawled through the open jumper/cargo door on the airplane. Due to the vagueness of the emergency; the jumpers on the ground were under the impression one of the departed jumpers was having a medical emergency. A few minutes passed before I was found sitting on the ground by the airplane with the battery master still on. The airplane was configured with the flaps up; throttle at idle; propeller control set for climb (2500 rpm); mixture cutoff; cabin heater half open; and cowl flaps fully open. This indicated that I was unsuccessful in re-configuring the aircraft for the descent. A fellow jumper who is a student pilot came by to turn off all the electrical components of the airplane. After about 10 minutes I was able to walk and talk which even included speaking to ZZZ Approach on the phone as they wanted to know the outcome of my emergency. Carbon Monoxide Poisoning.",,,,"Pilot reported experiencing debilitating symptoms due to carbon monoxide poisoning in flight. Pilot temporarily lost then regained consciousness and landed the aircraft.",
2291424,202510,0601-1200,LIT.Airport,AR,,,0,,,,,,,,,Tower LIT,Fractional,Medium Transport; Low Wing; 2 Turbojet Eng,,2,Part 91,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Fractional,Pilot Not Flying; First Officer,Flight Crew Air Transport Pilot (ATP),,,Confusion,,,2291424,,,,,,,,,,,,Ground Event / Encounter Other / Unknown; No Specific Anomaly Occurred Unwanted Situation,,,Person Flight Crew,Taxi,,Airport,Airport,"When taxiing to Runway 4L from the FBO; we were directed to back-taxi down Runway 36 because of construction on Taxiway Alpha. After crossing the displaced threshold for Runway 36 we turned left to proceed to runway for 4L. There are not any lead-off markings for the end of Runway 18 for either direction. Plus; the transitional tax away between 36 and 4L is narrow. This creates unclear markings for pilots to follow when taking this path and could result in a wrong turn.Suggestions: Apply lead-off lines from Runway 18 to Taxiway Alpha and the bridge taxiway that goes to Runway 4L. Widen the taxiway between the departure end of Runway 36 and the departure end of Runway 4L to allow for sufficient space for aircraft to transition from one runway to the other when back-taxiing to depart on the opposite runway. Expand the verbiage in the hot spot description to identify that the transition taxiway between the departure end of Runway 36 and the departure end of 4L is not marked or labeled. Repaint all runway markings [and] taxi lane markings in the hot spot area.",,,,"Fractional First Officer reported there are no lead-off markings for the end of Runway 18; the taxiway between Runway 36 and 4L is narrow; and the verbiage and poor runway and taxi lane markings make the hot spot area unclear at LIT.",
