 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1286243,201508,,,,,,,,,,Turbulence,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,Galley Furnishing,,X,Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Galley,Air Carrier,Flight Attendant (On Duty),,,Service,Situational Awareness,,,1286243,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Illness / Injury; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Attendant,In-flight,General Physical Injury / Incapacitation,Weather; Equipment / Tooling; Aircraft,Equipment / Tooling,"I had the large cart set up for service in the aft galley when I received a call from the First Officer (FO) saying we were getting moderate turbulence. I hung up the phone to start breaking down the cart. Once all items were off the top of the cart I turned the cart to place it back into its secured position and that's when I realized the cart did NOT have any brake pedals on that side. I felt a rough jolt of turbulence and the large cart rushed towards me; pushed me to the floor and up against the other carts and pinned my left forearm between the large cart and the corner of the fixed small cart. I only had my right arm and feet to push the cart off my left arm and away from me. Once my left arm was free and I was able to get up I secured all service items and then called to the forward galley to report my injury to Flight Attendant (FA)-A. FA-A came to the aft galley and we switched positions so that the main cabin could have service and I then took over FA-C and called the Captain to inform him of the accident.  I don't feel that catering should have ever placed that cart onto any plane without proper brakes on both sides. This incident and my injuries would not have happened.",,,,"Flight Attendant reported sustaining an injury when a large cart rolled in turbulence because it did not have any brake pedals on one side.",
1287823,201508,1201-1800,ZZZ.Airport,US,,,0,,,,,,Daylight,,,,Air Carrier,Airbus Industrie Undifferentiated or Other Model,,2,Part 121,,Cargo / Freight / Delivery,,Parked,,,Y,N,Y,,Unscheduled Maintenance,,,,,,,,,,,,,,,,,,,Data Transmission and Automatic Calling,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,Human-Machine Interface; Communication Breakdown,Party1 Maintenance; Party2 Other; Party2 Maintenance,,1287823,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural MEL / CDL; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Maintenance,Routine Inspection,General Maintenance Action,MEL; Procedure; Aircraft; Equipment / Tooling; Human Factors,Equipment / Tooling,"August 2015; I was called onto an aircraft due to a 'Sys 2 Reg' fault. Deferred item through Lead and Maintenance Operations Control (MOC). Aircraft blocked out and I connected the MEL through IPAD/Digital communications under 'deferred Aircraft Maintenance Technician (remove from work)'.Upon arriving to work four days later; I was informed of the inadvertent fact [clearing] of the MEL. I explained the events that took place four days earlier to my Manager and senior Manager and came to the conclusion that there was an IPAD digital communication malfunction. I believe we can prevent this event from happening again by fixing the IPAD/Digital communications [software] issues. IPAD facted [cleared] MEL.",,,,"An Aircraft Maintenance Technician recommended his Air Carrier fix the malfunctions with their IPAD/Digital communication software program that cleared a 'System-2 Regulator' fault discrepancy instead of deferring the Logbook item.",
1288624,201508,0001-0600,ZDC.ARTCC,VA,,,,36000,,,,,Night,,,Center ZDC,Military,Military,,2,Part 91,IFR,Tactical,,Cruise,,Class A ZDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility ZDC.ARTCC,,Government,Enroute,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 4.1,,Confusion; Situational Awareness,,,1288624,,,,,,,,,,,,ATC Issue All Types; Aircraft Equipment Problem Less Severe; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,,,,Equipment / Tooling; Human Factors; Procedure; Aircraft,Equipment / Tooling,"I was working TYI sector during a high volume; weather event session. No D-side. Yorktown sector called me on the land line to coordinate a hand off for Aircraft X. They stated that the aircraft was verified level at FL360 and the pilot said all equipment was operational. It turns out that the flight was a co-related primary target in Class A airspace. This disqualifies the aircraft to operate in RVSM airspace. I did not verify with the pilot when they checked in assuming that the previous controller had taken the correct protocols. Not to mention they had an aircraft 1;000 feet above that I had just fed them.  Apparently this aircraft transitted through 4 or 5 ZDC sectors before it made it to TYI. I was told after the fact by a manager that the aircraft was not eligible for RVSM airspace. The aircraft transited through TYI as if it was RVSM capable. There were no conflicts while I was on position.  A better understanding of why an aircraft is not capable of RVSM is necessary. I was always under assumption that if the aircraft states they are capable; of RVSM than they are.  Clearly this is not the case.",,,,"ZDC Controller reported of an aircraft that transited in RVSM airspace; but was not qualified to be in that airspace. Controller reported that there was a loss of separation due to the aircraft not being RVSM equipped. Controller thought someone upstream should have verified if the aircraft was RVSM qualified.",
1290870,201508,,,,,,,,,,,,Night,,,,,Regional Jet 200 ER/LR (CRJ200),,,,,,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Dispatcher,Dispatch Dispatcher,,,Workload; Communication Breakdown,Party1 Dispatch; Party2 Flight Crew,,1290870,Company,,Air Carrier,Dispatcher,Dispatch Dispatcher,,,Communication Breakdown,Party1 Dispatch; Party2 Flight Crew,,1290872,Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Dispatch,In-flight; Routine Inspection,General Flight Cancelled / Delayed,Company Policy; Equipment / Tooling,Equipment / Tooling,"Today; all dispatchers' dispatch monitors and plots went out of service. The following abilities were lost: flight planning; fuel calculations; ACARS; flight following abilities; emergency/diversion planning (only communication was via company radio IF any aircraft HAPPENED to be on the frequency). The incident span was close to 20-25 minutes and during it; I had one flight in air. My flight landed without any issues or disruptions but if any irregularities in operation were to occur; I would not have any way of knowing. During this incident; some of the dispatchers were told by management and a dispatch coordinator to continue operation with such limited abilities. In such circumstances dispatchers` operational control under FAR 121.533 should not be undermined.Primary reason I am reporting in this issue is to prevent the recurrence of it; or any other system failure that may degrade the amount safety I can provide my flights and I would like to see some sort of fail-safe protocol in placed and would like to prevent dispatchers taking undesired action under the pressure of peer or management.",,"While trying to flight plan my last flight of the night Dispatch Monitor started to have issues. It was glitching but slightly working. I was then advised that I needed to pull up the ACARS messaging manually because we were not receiving messages. While trying to pull that up Dispatch monitor totally went down and I wasn't able to open the program at all. I then manually closed it out to try and re-open it but it would not. It was then that everyone announced that they lost control of that as well as Plot; our primary means of flight following. I could see plot but because at the time I was coding delays I didn't have it set to my desk. Without access to Dispatch Monitor and being unable to determine my flights via plot; there was no way of following my flights. I had no way of receiving ACARS messages because I have never been trained how to message using the manual system. I was a Lead Station Agent before and was aware of a book with entries in it so I tried using that to find them but was unable.At that point I told Mr. X that we had lost operational control. His was response included him stating 'that if we were to delay the flights we would run into issues with crews timing out'; 'that it would become an even bigger problem and that it would be fixed in just a few minutes'. I then decided that because of that we needed to stop pushing aircraft in the hub; I didn't know if the problem would get worse and didn't want any of my planes; or really all planes to push; until we could get a handle on the situation. So I called and told Hub ops that we had lost operational control and to stop pushing airplanes for the time. I told them that we would call back shortly when we had it back. A few minutes later while I was trying to coordinate with other dispatchers as to what our plan was going to be and the dispatch coordinators were calling IT and on the phone with Mr. Y they told me that 'WE' were pushing airplanes. Immediately following I told Mr. X that I no longer had Operational Control. We then decided that we would start grabbing airplanes from the [weather] Tracker to see when planes took off and to follow them after that. Simultaneously we began to get our programs back and the issue was solved.The event occurred due to an IT system failure coupled with inadequate training on secondary dispatch programs. I am outraged by the actions of company coordinators and Management during this entire situation. There was a gross misunderstanding of the definition of Operational Control and the Operational Authority granted in [the operations manual]. The Director of Operations; Manager of Dispatch and  Coordinators have the authority 'to cancel; delay; consolidate; or reroute a flight or flights to accommodate operational considerations; and Authority to impose a more conservative operational safety-oriented course of action on a flight or group of flights; if in his judgment it is necessary to ensure a safe and reasonable operation'. In this case the exact opposite occurred; the Coordinator acting in accordance with the Director of Operations decided to tell the hub to begin pushing airplanes. That is blatantly against FAR 121.533 as well as company [operations manual]. I believe that after having spoken to Management regarding [the operations manual] related to Coordinators' messaging flight crews via ACARS without notifying the dispatcher in charge of the flight; as well as wrongful handling of this event tonight. They need to be advised of the actual definition of Operational Control and Authority as defined in the FARs and [the operations manual]. In my experience thus far there is a clear problem related to this issue.",,"CRJ200 dispatchers described a computer outage that resulted in the loss of operational control of the airborne aircraft they were flight following. Management did not want to delay any flights that were ready to pushback at the hub; even though the dispatchers could not communicate with or monitor the flights they were responsible for.",
1291641,201508,1201-1800,LAX.Airport,CA,,,0,,,VMC,,,Daylight,,,Ground LAX,Air Carrier,B737-700,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Nosewheel Steering,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 227,,,,,1291641,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Other / Unknown,,,Person Flight Crew,Taxi,Flight Crew Became Reoriented; General Maintenance Action,Equipment / Tooling; Human Factors,Equipment / Tooling,"After pushback; we waved off Ground Crew. We saw the communication bag; tow bar; tug; two personnel and nose gear pin streamer. After completing flow items and the Before Taxi Checklist; we called for taxi. I then realized we had no nose wheel steering control. The tiller would move to the right but there was no left authority control input.We notified ATC and held our position. We contacted Ops and requested that Maintenance assist us. Maintenance personnel arrived and using their headset informed us the nose gear steering pin was still installed. After removal; we continued taxi for departure with no further incident. It turned out that the Ground personnel had removed the pin and streamer; however; the head of the pin broke off during removal. This left the shaft of the pin still inserted in the receptacle. The Ground personnel held in his hand just the 'T' of the pin with the streamer attached. That is what we saw and what the Ground personnel assumed to be a proper removal of the pin. The pin had failed/broken at the head of the pin. We learned of this failure by contacting Maintenance via radio after our departure. No further issues occurred and we continued to destination.",,,,"B737 Captain discovered that the nosewheel steering was inoperative after pushback and called Maintenance. Maintenance found that the nosewheel steering lockout pin had sheared off at the head. The push back crew removed only the head and the streamer; but not the shaft.",
1300443,201510,,,,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,,,,,,Other General Ramp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Ramp,,,,,,,1300443,,,,,,,,,,,,No Specific Anomaly Occurred All Types,,,Person Ground Personnel,Aircraft In Service At Gate,General None Reported / Taken,Equipment / Tooling,Equipment / Tooling,"The air hoses on the new TLD air units are too short and pose a potential safety issue when being used around our wide body fleet. The unit is large and bulky and has to be place directly in front of the aircraft's engine in order for the hose to be able to reach and supply conditioned air to the aircraft. In addition the ramp agent has to bring the unit up with a tug which requires them to drive up to the aircraft fuselage; disconnect the unit and then drive their TUG between the engine and the fuselage and under the aircraft's wing in order to remove the tug from under the aircraft. When it's time to remove the unit the agent has to reverse the tug the same way he just exited; hook up to the unit and then back the unit out. This causes a potential safety issue not only to the aircraft but also to the agent.",,,,"Air carrier Ramp Agent reported a potentially dangerous situation resulting from short air hoses on their ground air conditioning units.",
1303107,201510,,ZZZ.ARTCC,US,,,,,,,,,,,,Center ZZZ,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Dispatcher,Dispatch Dispatcher,,,,,,1303107,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport; Flight Crew Inflight Shutdown; Flight Crew Landed in Emergency Condition,Equipment / Tooling; Aircraft,Equipment / Tooling,"Dispatcher had stepped away while OJT (On Job Training) dispatcher was on the desk. Flight notified the Dispatcher of a low oil pressure on the #1 engine. There was an attempt to patch twice and the call went to the Chief Dispatcher and the transfer failed; the second time the crew reports there was just hold music. Dispatch attempted to call and was unable to connect. Finally patch was established; when the Dispatcher returned. The engine had not been shut down and the Dispatcher and Captain agreed on return to field. The flight was near ETOPS entry. There was no oil pressure showing without the EICAS alert. Coordination of the Chief and OPS manager; MX was handled. Dispatch was waiting to hear when the engine was shut down and had the QRH out and was under the assumption that the engine would be secure shortly. The Return to field (US command) and release was completed. Sabre placed the aircraft on the ground and the dispatcher was unable to pull position reports and the ACARs were now coming into the system from the next leg from the unreleased portion of DV. It took time figure out why the system was not providing correct information.  The crew began dumping fuel from the center tank to reduce landing weight. Dispatch requested position reports to provide landing data. No position reports were sent or accepted by the ACARS requests. A time and burn calculation was done to estimate landing weights and a position report entered into Sabre to reflect the dumped fuel and new estimated gross weight. Landing data was sent and noted that this was estimated due to the lack of current fuel and position report.Once on the ground the crew reported the communication issues. They also reported that the engine was shutdown at 40NM from the field.",,,,"Air Carrier Dispatcher reported difficulty communicating with a flight that was experiencing an engine problem and was returning to departure airport.",
1306508,201510,0001-0600,OEJD.ARTCC,FO,,,,37000,,,,,Night,,,Center OEJD,Air Carrier,B777 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Crew Rest Area,Air Carrier,Check Pilot; Captain,Flight Crew Air Transport Pilot (ATP),,,Situational Awareness,,,1306508,Aircraft X,Crew Rest Area,Air Carrier,First Officer,Flight Crew Air Transport Pilot (ATP),,,,,,1306509,Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue,,,Person Dispatch; Person Flight Crew,In-flight,General None Reported / Taken,Company Policy; Equipment / Tooling; Human Factors; Procedure,Equipment / Tooling,"As per our Operation Specifications 'Planned Redispatch or Rerelease En Route;' this flight was unable to obtain the Required Updated Fuel in Time from the Recleared Point IMRAD to continue on to the final destination. The aircraft crossed waypoint 'IMRAD' at XA48 at FL370 with 23;500kg of fuel on board. Required fuel was finally provided at XB04 for 20;578kg. Then another required fuel of 18;685kg came later through ACARS at XB07. Opsec Section 4 states the following: A new operational analysis must be conducted within 2 hours prior to the flight's arrival at the planned redispatch or rerelease point. In preparing the new operational analysis; the dispatcher or person designated to exercise operational control (other than the pilot in command) must: (a) Conduct an updated fuel analysis based on the current route of flight; wind conditions; and aircraft weight on the route from the planned redispatch or rerelease point to the intended destination airport and ay required alternate airports; and........ According to the dispatcher; the system was offline and was unable to compute a new Flight Plan from the recleared point. In summary the Recleared Flight Release was not issued until after crossing the Recleared Point. Not sure if this was legal; since the information should have been obtained before crossing the Recleared Point. The D.O. was in the Dispatch Center and instructed us to continue beyond the Recleared point until the system came back online. We therefore proceeded and obtained the official numbers 16 minutes past the recleared point. We then continued to our destination with no further incident. Dispatch did not have a backup system.  Dispatch should obtain a backup system to avoid any further similar incident.",,"I was in the bunk bed for crew rest at the time of this event. The following narrative is what I was informed when I reported back in flight deck.At approximately 2:45 prior to estimated rerelease (RR) point; Ops Control sent a message via ACARS to the aircraft requesting estimated time; fuel on board; and altitude for the planned rerelease point. Information was provided as requested to Ops Control by the IRO's on the flight deck as the PIC and FO were crew resting in the bunks.At around 1:40 prior to the rerelease point; the crew queried Ops Control via ACARS about the destination and alternate weather; any notam changes; and the recalculated fuel required at the RR point. Ops Control replied stating that the flight planning software was currently down; and that the required fuel was unable to be calculated and that the crew should stand by until further notified by Ops Control. Weather for the destination and alternate airports was sent at this time; and no new notams were in effect.Around 30 minutes prior to the RR point; Ops Control was contacted by the crew via satphone and asked again about fuel required. The crew was told to call back in 10 minutes if no fuel number was sent by Ops Control via ACARS. The crew contacted the PIC out of rest to come to the flight deck at about this time.Ops Control was called again about 10 minutes later via satphone; the crew discussed the still inoperative flight planning system with Ops and the need to make a decision whether a diversion was to be planned; or if any other option was available such as a hold prior to the RR waypoint. Ops Control asked how much 'extra' fuel we had onboard as shown on the flight plan at the last waypoint crossed; which was around 1800 kilos. The crew was told that the DO was in the Ops Control area and was telling the Ops controller that we could proceed beyond the RR point to the next waypoint due to the fact of having this 'extra' fuel available. The crew questioned the legality of continuing beyond the RR point without actually having the required fuel calculation to continue; and was told that the DO was authorizing this.The crew was told to continue past the RR waypoint and six other waypoints several times towards the destination airport before finally receiving the recalculated fuel required for the rerelease 16 minutes after passing the RR point.",,"B777 flight crew reported being unable to receive a rereleased fuel required at their planned redispatch point due to the fact that the flight planning software was currently down. The crew was told to continue toward their destination and the required fuel was finally sent 16 minutes past the redispatch point.",
1308342,201511,1201-1800,DFW.Airport,TX,,,,10000,,Mixed,Rain,,Daylight,,,TRACON D10,Personal,Light Transport,,2,Part 91,IFR,Personal,,Initial Climb,Vectors; SID DALL2,Class B DFW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Captain,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 62; Flight Crew Total 5429; Flight Crew Type 1678,,Troubleshooting; Distraction; Situational Awareness; Workload; Confusion,,,1308342,Aircraft X,Flight Deck,Personal,Pilot Not Flying; First Officer,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 62; Flight Crew Total 18840; Flight Crew Type 1691,,Situational Awareness; Distraction; Confusion; Workload; Troubleshooting,,,1308355,ATC Issue All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance,,,Person Flight Crew; Person Air Traffic Control,In-flight,Air Traffic Control Issued New Clearance; Flight Crew Returned To Clearance,Company Policy; Equipment / Tooling; Procedure; Human Factors,Equipment / Tooling,"We were departing DFW through a PDC (pre departure clearance) request. The PDC showed our filed flight plan SID (DALL2) and routing. We entered the DALL2 SID into our FMS. We then taxied to the assigned runway 35L. Upon departure we were directed to go to a fix which was not on the DALL2 departure. We informed departure control that we did not have the fix on the DALL2 SID. The controller then gave us a heading; which we complied with; and handed us off to another controller. We confirmed to the second controller that we were on the DALL2 SID. The second departure controller directed us to fly several vectors; all of which we complied with; and he then cleared us to SWB; our expected waypoint. The balance of the flight continued normally.We subsequently learned that the PDC also showed the MRSSH1 SID. I believe that having two SIDs on the PDC is a source of confusion and a safety issue. We have never had two SIDs on a PDC clearance previously.",,"Upon receiving our Pre Departure Clearance (PDC) it contained our filed flight plan and SID. It also contained another SID. This caused some confusion upon departure.I think the PDC format is unclear and confusing.",,"Flight crew reported about confusion when departing the airport. Their PDC had two SIDs and the crew was flying one and controllers were issuing headings. The pilots are concerned that the PDC format is unclear.",
1308633,201511,1801-2400,ZZZZ.Airport,FO,,,,,,,,,Night,,,Center ZZZ,Air Carrier,B777-200,,2,Part 121,IFR,Passenger,,Cruise,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Pilot Not Flying; First Officer,Flight Crew Air Transport Pilot (ATP),,,,,,1308633,,,,,,,,,,,,Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Attendant,In-flight,Flight Crew Overcame Equipment Problem,Equipment / Tooling,Equipment / Tooling,"A customer had a medium size aux battery plugged into a power port at their seat and from the battery to a phone that was being charged/powered; when the battery suddenly got very hot and started to smoke. It was unplugged from the power port and disconnected from the phone and a Flight Attendant transferred the battery to a steel coffee carafe per the inflight procedure. According to the Purser; it was initially too hot to handle and smelled strongly of being burnt. Customer said she bought the battery in China because it was such a cheap price. I inspected the device after it was cooled down and did not see any external damage to it; although there was still; after a couple of hours; an odor to it and it was slightly warm to the touch. Battery says Smart AC 120; and 'WABAN' on the face of it.Ban customers from having any LIPO batteries that are not installed in a device. Ban them entirely from checked baggage (Good luck with that).",,,,"B777 First Officer reported a passenger's auxiliary lithium polymer battery began smoking in flight and was hot to the touch.",
1310958,201511,0601-1200,LGA.Airport,NY,,,0,,,,,,Daylight,,,,Air Carrier,Commercial Fixed Wing,,,Part 121,,,,Parked,,,,,,,Scheduled Maintenance,Work Cards,,,,,,,,,,,,,,,,,,Oxygen System/General,,,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,,,,1310958,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,Routine Inspection,General Maintenance Action,Equipment / Tooling,Equipment / Tooling,"While servicing crew oxygen bottles found red oily watery substance dripping from Haskell oxygen booster servicing device.  In further investigation I noticed a clear bowl mounted to the Haskell booster also had collected red fluid. I shut down operation of oxygen servicing and reported this to my manager.I suspect oil is coming from the hangar shop air compressor used to pump the Haskell device.[Suggest] an oil-less compressor dedicated for the oxygen room only with an air/oil separator filter.",,,,"Technician reported that while servicing crew oxygen bottles he found oil dripping from the servicing device.",
1311967,201511,0001-0600,ZZZ.Airport,US,,,0,,,VMC,,,Night,,,,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,FMS/FMC,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 150; Flight Crew Type 21000,,Workload,,,1311967,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance,,,Person Flight Crew,Pre-flight,General Release Refused / Aircraft Not Accepted,Equipment / Tooling; Aircraft; Company Policy,Equipment / Tooling,"Deadhead to pick up flight. Upon arrival; am informed that the last Crew assigned the aircraft refused to fly it. I told Ops 'I'd take a look' to see if it was dispatchable. Upon inspection of the logbook; I noticed that the FMS was non-operable and to put some icing on the cake; the pressurization system had failed also and was being run in manual mode. I then refused the aircraft also. Now; in all honesty; if I had to fly around Texas on a bright sunny day such that it was; this aircraft would have been workable (Notice I didn't say 'Fine'). But to go to a busy airport in the country with an aircraft that can't do LNAV or VNAV and doing it single Pilot-like because if you haven't run a pressure controller in manual; you'd quickly realize that your basically single-Piloted because it takes that much attention from the FO running that system alone. So; I utilized my judgement built on years of flying and opted not to take it.",,,,"Captain refused aircraft due to multiple maintenance issues.",
1312509,201511,1201-1800,RNO.Airport,NV,,,,6000,,IMC,,,Daylight,,,Tower RNO,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,FMS Or FMC,Takeoff / Launch,SID ZEFFR FOUR,Class C RNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 190; Flight Crew Type 190,,Situational Awareness; Distraction; Human-Machine Interface; Workload,,,1312509,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; First Officer,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 208; Flight Crew Type 208,,Confusion; Distraction; Situational Awareness,,,1312481,Aircraft Equipment Problem Less Severe; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance,,,Person Flight Crew; Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Air Traffic Control Issued New Clearance; Flight Crew Overcame Equipment Problem; Flight Crew Became Reoriented; Flight Crew Returned To Clearance,Airport; Airspace Structure; Weather; Procedure; Equipment / Tooling,Equipment / Tooling,"We departed in a B737.The weather was gusty winds with IMC off the end of the runway. At 400 feet AGL; we engaged LNAV and confirmed LNAV to a fix. Passing approximately 6000 feet; I was distracted by my duties during a very high workload environment. I was contacting Departure Control; setting the thrust levers to climb thrust; retracting flaps; setting gear handle to Off; and placing autobrake switch to off.I then looked at my HSI and noticed we were off course to the right approaching one dot deflection. I then looked over at the FO's (First Officer) PF's (Pilot Flying) attitude indicator and saw the aircraft was in a 30 degree right bank turn. The F/O (PF) was following his flight director which was commanding a 30 degree right bank turn. I immediately directed the F/O (PF) to turn left; explaining we were off course. He complied and banked left disregarding the flight director commands. As we were trying to figure out why the flight director was giving us erroneous commands; NorCal Departure told us we were right of course and to turn to a heading of 110 degrees. Once we selected HDG SEL the flight director gave us correct commands.",,"We immediately went into the weather and were experiencing light to moderate turbulence (takeoff winds were 210/25G35). I was following my command bars and at approximately 6000 feet (approximately 1500 feet AGL) I realized I was in a right 30 degree bank turn going away from the course. At that moment; the Captain said we need to come back to the left. I immediately turned left to get back on the course (disregarding my flight director). Departure Control then asked if we were turning right and gave us a heading of 110 degrees. The Captain selected Heading Select and the command bars then showed a left turn. We got back on course and continued the flight. The command bars may have been trying to turn around back to ZEFFR or to the initial fix on the ZEFFR Departure. We reviewed all our procedures and cannot figure out what caused the command bars to turn right.Not sure if the cause was a B737 and the discontinuity of the SID Departure. Even though it was only a matter of seconds before I recognized there was a problem; then a few more seconds to decide what instrument was giving me the erroneous information; I could have done it quicker with the departure path in mind. In retrospect I will; in the future; bring the general heading of the path more to my crosscheck to back up the command bars. When flying the B737; into weather; into turbulence on takeoff into high terrain; be extra confident on approximate headings and departure track.",,"After a straight out departure in IMC from an airport surrounded by high terrain; the flight crew engaged the FMS and the aircraft made a right turn which was not immediately recognized as an error. The pilot monitoring and departure control advised of the incorrect heading. The flight crew was unable to identify why the FMS turned the aircraft to the right.",
