 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1388975,201608,0001-0600,ZZZ.Airport,US,,,0,,,,,,Night,,,,Air Carrier,B737-800,,,Part 121,,,,Parked,,,,,,,Scheduled Maintenance,Inspection; Repair; Work Cards,,,,,,,,,,,,,,,,,,Elevator Tab,Boeing,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Inspector,Maintenance Airframe; Maintenance Powerplant,,,Troubleshooting,,,1388975,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,Routine Inspection,General Maintenance Action,Aircraft; Human Factors; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"I performed [a taskcard] in a Quality Control inspector capacity and missed an extra washer installed on the left-hand horizontal inboard elevator tab control rod on the inboard bushing side causing to only have two threads showing on the bolt behind the nut instead of three threads. All other hardware are the correct ones and effective for the said aircraft. There was no binding or damage found. The elevator tab had free range of motion. [Discovered by] scheduled routine inspection and also due to hardware issues from newly painted airplanes from vendor that had wrong or missing hardware installed.While accomplishing the taskcard and doing the inspection; the extra washer was missed because the area of inspection was covered by grease and it looked like it was part of the bushing. I figured that all hardware installed was secured and tight and that two threads showing was sufficient enough as per industry standards. The mechanic removed the extra washer and reinstalled everything back together thus getting the three threads showing required that was issued for the discrepancies found on other newly painted airplanes from the vendor.",,,,"Aircraft Inspector reported while accomplishing a routine inspection he missed an extra washer that was installed on an elevator tab control rod.",
1397957,201610,0601-1200,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,A319,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,Inspection,,,,,,,,,,,,,,,,,,Pax Seat,,X,Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,General Seating Area,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,,,,1397957,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,,General Maintenance Action,Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"Today at XA:15 local time; I was assigned a right start on an aircraft. At approximately XA:45 the flight crew notified me that the seat backs on row 13 had tray tables that fold down and open into emergency row 14. After inquiring with tech services we agreed it did not seem safe for those tables to be installed and operable.My immediate supervisors then contacted and investigated with engineering. Engineering confirmed that it was okay for those tables to be present and operable.I have a safety concern that during an emergency these tables could open inadvertently and block emergency egress. I found the same configuration on other aircraft in this fleet. Is this installation safe and legal? Flight attendant reported to flight crew when she noticed tray tables mounted on backs of row 13. These tables could be opened and block emergency exit row 14 and impede egress.I suggest these tables be permanently secured/deactivated in the stowed position; or removed entirely to avoid inadvertent opening during an emergency. This action would also avoid delays while determining if this installation is correct.",,,,"A Technician on an Airbus A319 reported that tray tables are mounted on the backs of seats in an emergency exit row.",
1411943,201612,0601-1200,ZZZ.Airport,US,,,0,,,,Icing,,,,,,Air Carrier,Dash 8 Series Undifferentiated or Other Model,,,Part 121,,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown,Party1 Flight Crew; Party2 Ground Personnel,,1411943,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Pre-flight,General None Reported / Taken,Company Policy; Incorrect / Not Installed / Unavailable Part; Procedure,Incorrect / Not Installed / Unavailable Part,"Shortly after turning off the gate we were notified by ATC that the current weather had dropped to 1/4sm visibility; freezing fog; and -1 Celsius. Not knowing how long the aircraft had sat after being brought out of the Maintenance hangar (cold soaked wing); it still being before sunrise; and the abundance of clear ice on cars in the employee parking lot; I requested Type 1 fluid from the station. I was told that a marshaler would guide me the rest of the way to the deice pad. I said I would standby on frequency until the truck was ready to spray. The #1 engine was shut down APU off. The truck approached and began to spray but nothing was said on the radio. The truck moved out of my view behind the aircraft for a short time and then returned ahead and to my left. The marshaler began to signal me to shut down the #2 engine. I called up the truck on [Operations frequency] to tell the deice crew I needed to start #1 before shutting down #2 . There was no response. Eventually personnel in ops returned my radio call. I asked if I had communications with the truck driver and I was told the deice truck radios don't work. I had to relay communications via [Operations frequency] to ops. Ops calls the truck driver on a walkie talkie. The truck driver calls up to the boom operator wearing a headset. THIS IS HOW THE [A BAD] INCIDENT HAPPENED. Also; the marshaler constantly had to turn around so she could hear the walkie talkie over our engine noise. At other airports the commands to alternate engines is given via direct communications with the deice truck. The marshaler only needs to be there to get me into and out of the deice pad. The truck driver wouldn't answer my radio calls.The following is a direct cut and paste from the NTSB synopsis of the ZZZ1 Airport event. Im trying to show we are still using the same outdated and unsafe procedures at our company headquarters.'The deice truck was not equipped for radio communication; therefore; the team's movement and position could not be coordinated with the other ground personnel or flight crew.''The ramp agent working the radio could not see the airplane from the radio location...'Continued the relaying of necessary messages via a chain of aircraft radio to ops to walkie talkie to boom operators headset.Every year I have to take a written test on deice procedures; and every year the preamble of that document notes that all stations have been properly trained on the deice procedures and radio phraseology in reference to the DASH 8. This is not the case at the SBY station. Please fix the radios and train the staff before the snow storms start.",,,,"The Captain of a Bombardier Dash 8 reported that when the aircraft was being dei-ced; he did not have any communication with the de-ice truck.",
1412902,201612,1801-2400,ZZZ.Airport,US,,,0,,,,,,,,,,,Super King Air 300,,1,,,,,Parked,,,,,,,Scheduled Maintenance,Inspection; Testing,,,,,,,,,,,,,,,,,,Nozzle,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,,Inspector,Maintenance Inspection Authority,,,Situational Awareness,,,1412902,Company,,,Inspector,Maintenance Inspection Authority,,,Situational Awareness,,,1412903,Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,Routine Inspection,General Maintenance Action; General Flight Cancelled / Delayed,Incorrect / Not Installed / Unavailable Part; Human Factors,Incorrect / Not Installed / Unavailable Part,"We had complied with a 400 Hour Fuel Nozzle Flow Check/Inspection on a PT6A-60A by removing original set and installing an inspected nozzle set. After reviewing the work order for the project; found that the Lead Mechanic for the project had ordered the incorrect part number nozzle set. The aircraft was immediately grounded and removed from service; nozzle sets removed; and engine hot sections bore scoped for any damage. As the inspector of the job; I had failed to notice that the nozzle set installed by the mechanics was not effective to the engine model.",,"I was made aware of incorrect fuel nozzles being installed on both engines of an aircraft during routine maintenance. The aircraft had been returned to service and had flown without incident. The parts department was advised from their vendor that the core nozzles were incorrect for the nozzles sent as exchange. This was verified; maintenance control was advised and the aircraft was grounded. Recommend verifying parts applicability with Illustrated Parts Catalog (IPC) before ordering parts and require personnel ordering parts to reference IPC section and page in notes of parts request.",,"Two maintenance inspectors reported that incorrect fuel nozzles were installed on a Beechcraft BE-300 engines.",
1413823,201612,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B737-900,,,Part 121,,,,Parked,,,,,,,Unscheduled Maintenance,Repair; Installation,,,,,,,,,,,,,,,,,,DC Generation,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Other / Unknown,,,,Communication Breakdown,Party1 Maintenance; Party2 Maintenance,,1413823,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Person Maintenance,,General Maintenance Action,Incorrect / Not Installed / Unavailable Part; Manuals,Incorrect / Not Installed / Unavailable Part,"Aircraft X arrived with log 'elec light on'. IPC 24-31-21-01J showed battery charger to be P/N 8-930-03. [Computerized catalogue] parts search returned [a maintenance bulletin part number]. Which we were out of stock at ZZZ. During [Maintenance Control] consultation it was discussed and agreed to use [a different bulletin part] because it was the same part but from [a different] parts pool which we had in stock at ZZZ and these two [bulletin] #s had been harmonized therefore I could install this without any additional paperwork. I installed the battery charger per AMM 24-31-21-400-802-002. The subsequent operational check failed. I double checked the part numbers and discovered the original part off was P/N 8-930-03 and Boeing spec # S282T003-3; and the part installed was P/N 4-254-02 and Boeing spec # S282T002-6. I went back the work center to inform management that the part that was installed was not correct. Again during consultation with [Maintenance Control] it was determined that even though the parts had been 'Harmonized' they were in fact; not the same and therefore could not be used on this aircraft. I created [a] log page to document the battery charger installed was the wrong part. The correct part was later installed by the next shift. However this morning on my return to work I have discovered that the above mentioned parts are still harmonized. This could lead to another tech installing the wrong part. After discussing this situation with other techs it is apparent this is not an isolated problem.Harmonization of parts should be slowed down or stopped until mistakes like this do not happen. [Maintenance] needs the ability to change harmonized status once these mistakes are discovered. It is unacceptable that 24 hours later the status of these parts has not changed.",,,,"Maintenance Technician reported many part numbers are incorrect due to the 'harmonizing' of part numbers for a B737-900 Illustrated Parts Catalogue. An installed battery charger that was supposed to be compatible failed the test due to this problem.",
1416730,201701,0001-0600,ZZZ.Airport,US,,,0,,,,,,,,,,,Citation V/Ultra/Encore (C560),,,,,,,Parked,,,,,,,Scheduled Maintenance,Inspection,,,,,,,,,,,,,,,,,,Nose Gear,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,,Technician,,,,Training / Qualification,,,1416730,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,Routine Inspection,General Maintenance Action,Aircraft; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"During routine inspection noted nose strut leaking hydraulic fluid. Once Nose Landing Gear [NLG] Oleo [strut] was removed for a rebuild we noticed that the repack kit only contained two set screws of a different size. The upper bearing that was installed had four set screws. Upon researching the Component Maintenance Manual Illustrated Parts Catalogue for the correct part number installed NLG we found that the bearing installed was not the correct part number. Take enough time to do proper part number research.",,,,"Maintenance reported that the Nose Landing strut on a Cessna 560 was leaking hydraulic fluid.",
1418582,201701,1801-2400,ZZZ.Airport,US,,,0,,,,,,Night,,,Tower ZZZ,Air Carrier,B757-200,,2,Part 121,IFR,Ferry / Re-Positioning,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,Situational Awareness,,,1418582,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,N,Person Flight Attendant; Person Flight Crew; Person Maintenance,In-flight,Aircraft Aircraft Damaged; Flight Crew Overcame Equipment Problem; General Maintenance Action,Aircraft; Company Policy; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"Maintenance ferry flight to ZZZ with ALL flight attendant's and three mechanics on board. On landing (which was smooth) in ZZZ; upon rollout; my Captain and I heard a loud bang (very loud) upon roll out (with the smell of smoke). We cleared the runway and after the landing check list was completed; I picked up the intercom and asked 'What was that noise'? I was informed that it was a service cart that broke loose from the back and traveled down the aisle and hit the cockpit door. I asked if everyone was ok and the answer was yes. After parking and shut down check lists were complete; the Captain and I found the cockpit door was jammed. The mechanics on board used tools to open the door. With my assistance (kicking) we were able to get the door open. Door hinge was broken from bulkhead at bottom. Uneventful from there.  Approach was stable; Auto brakes 2; smooth landing and normal rollout.",,,,"Boeing 757 First Officer performing a ferry flight with Flight Attendants and Maintenance personnel on board reported hearing a loud sound and then smelled smoke while on the landing roll out. The noise was caused by a service cart coming loose rolling down the aisle and damaging the flight deck door.",
1441407,201703,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Dawn,,,,Air Carrier,MD-11,,2,Part 121,IFR,Cargo / Freight / Delivery,,Parked,,,,,,,,Installation,,,,,,,,,,,,,,,,,,FMS/FMC,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,Troubleshooting; Workload; Distraction; Human-Machine Interface,,,1441407,Gate / Ramp / Line,,Air Carrier,Technician,Maintenance Avionics; Maintenance Powerplant; Maintenance Airframe,,,Situational Awareness; Confusion,,,1442603,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Weight And Balance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem,Procedure; Human Factors; Incorrect / Not Installed / Unavailable Part; Company Policy,Incorrect / Not Installed / Unavailable Part,"Release stated that maintenance had installed new FMS load for MD11. We did not notice that aircraft was loaded with wrong FMS load until 3 hours into flight; only that the database was current. Manually loaded points for arrival and approach in SBKP; uneventful.We missed that this aircraft was erroneously loaded with the 757 database for its FMS. Pilot handbook says to check current dates but says nothing about checking the specific load too (load is even 'X'ed out in the example diagram). Only in a small section in the FOM (Flight Operations Manual) does it mention to do this; and with over 20+ years together on this aircraft; we had never heard of this event ever happening; much less experienced it.1. Load the correct database for the specific aircraft.2. Continuing complaint that we should not have to look multiple places for standard procedures; too easy for something to be missed! The FULL and correct procedure should be in the pilot handbook.",,"If I recall correctly I was assigned to do a few nav data updates. A few [aircraft type removed] and an MD11 were assigned to me. I accidentally loaded the wrong software into the MD11. I did not see any indications or problems with the FMCs and I confirmed the newer dates of the upload were correct. Everything looked normal to me and I was not aware I had made a mistake.",,"MD-11 First Officer and Maintenance Technician reported the FMC was loaded with the wrong type of aircraft data. This mistake was not noticed until the aircraft was already in flight.",
1441559,201704,1201-1800,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Oxygen System/Crew,,X,Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Air Transport Pilot (ATP),,,Confusion,,,1441559,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Pre-flight,General None Reported / Taken,Aircraft; Incorrect / Not Installed / Unavailable Part; Procedure,Incorrect / Not Installed / Unavailable Part,"The O2 masks on the 737-800s I was on this week have a data plate that says approved to 40;000 ft. The 737 is approved to 41;000 ft. Is there something about the mask data plate that is incorrect?",,,,"B737-800 Captain reported an oxygen mask on his aircraft was placarded certified to 40;000 ft while the aircraft is certified to 41;000 ft.",
1443231,201703,0001-0600,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,MD-11,,2,Part 121,IFR,,,Parked,,,,,,,Scheduled Maintenance,Installation,,,,,,,,,,,,,,,,,,Reverser Actuator,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,,,,1443231,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,Routine Inspection,General Maintenance Action,Manuals; Aircraft; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"I was tasked to remove and replace the upper actuator on the left hand thrust reverser; on the Number 2 engine. The rod end was written up for being broken. Looking for the part number; I looked through the IPC and was having difficulty looking for an available part. The IPC points you to the GE CMM and notates GE Spec 1477M56P03 for applicable alt part numbers. When looking in the CMM for the CF680C IPC (78-32-11-10 Item 16A); it shows part number 3275538-3; that also cross references to our IPC for the MD-11 (78-32-15-01 Item 40). In the CMM; it shows 2 part numbers in the comments as ALT PN 3272602-3 and 3272602-4. Another contributing factor to the confusion; when ordering either part number in the company system; both part numbers; 3272602-3 and 3272602-4; show up as the same CPN (Company Part Number). As I was comfortable; I was installing the correct part on to the aircraft; I continued with the install.I was notified four days later of the possible incorrect part install by a company QA auditor by email. I then did the research and provided him with screen shots and documentation showing all that I have explained. Also; I was contacted by email and by phone and I was explained that starting at the buildup process; Form 8130; and company serviceable tag were possibly incorrect; and that the part may have been incorrectly tagged from the vendor.Possible corrections could be to clear up the confusion between the manuals if the part number applicability is incorrect; and correct the CPN confusion that makes it seem that the part is interchangeable; especially if the parts are not compatible between 2 different aircraft types.",,,,"Maintenance Technician reported that after replacing a reverser actuator using an alternate part number; he was informed that the part may have had an incorrect parts tag.",
1453271,201702,1201-1800,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B757-200,,,Part 121,,,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Wheel Assemblies,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Lead Technician,Maintenance Airframe; Maintenance Powerplant,,,Time Pressure,,,1453271,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Illness / Injury,,,Person Maintenance,Other during maintenance,General Physical Injury / Incapacitation,Equipment / Tooling; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"While removing and replacing the #2 Main Wheel Assembly (MWA); [two maintenance technicians] were notified that there was no nitrogen available on the field. It was later discovered that a NOTAM was put out on this situation but no one was notified. While searching for nitrogen; the Ground Handler found some across the field. When he brought it to the airplane; [the maintenance technicians] found that the adapter was not set up for our tooling. While attempting to remove the adapter that was excessively tight; the wrench slipped off the nut and impacted [one of the technician's] finger causing a laceration. He then applied First Aid; finished the MWA replacement. Went back into the airplane to change the bandage at which point he was directed to go to the doctor to get further care which resulted in 3 stitches; a tetanus shot; and anti-biotic. He then remained in ZZZ while [the other technician] continued the trips until the aircraft returned. [The injured technician] then finished the mission and returned home.",,,,"A Maintenance Supervisor reported that during a tire change on a Boeing 757; a Technician lacerated his finger when attempting to change a fitting on a nitrogen cart.",
1470177,201708,1201-1800,ZZZ.Airport,US,,,0,,,,,,Daylight,,,,Air Carrier,B737-700,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Cowling,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 461; Flight Crew Type 5000,,Situational Awareness,,,1470177,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 375,,Situational Awareness,,,1470198,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew; Person Maintenance,Aircraft In Service At Gate,Flight Crew Returned To Gate; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"Reassigned to operate flight to ZZZ1. Walkaround was normal. After pushback the number 2 engine auto shutdown due to an impending hot start. No limits were exceeded and the QRH was followed. Maintenance was contacted and we were towed back to the gate. Maintenance met the aircraft and pointed out that an additional vortex generator had been improperly installed on the number 2 engine cowling. We were then notified that this grounded the aircraft. We deplaned the passengers and turned the aircraft over to Maintenance.",,"Return to gate event; aborted start; maintenance called to gate reference previous start anomaly. In the process of inspecting the number two engine exterior; the Maintenance Technician noted improper installation of forward nacelle section (installation had occurred two days prior). the forward section of a number one engine nacelle had been installed onto the number two engine. Aircraft was removed from service.Classic case of expectation bias. Aircraft had been in service for two days with this installation but it took a heads up Line Mechanic to note the discrepancy.",,"B737 flight crew reported that after an engine auto shutdown Maintenance took the aircraft out of service due to a engine nacelle misconfiguration.",
1473485,201708,,,,,,,,,,,,,,,,,A321,,2,Part 121,IFR,Passenger,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,First Aid Equipment; with Medical Kit & Defibrillator,,X,Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Safety Related Duties,Time Pressure; Workload,,,1473485,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Illness / Injury,,,Person Flight Attendant,In-flight,Flight Crew Overcame Equipment Problem,Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"During inflight medical emergency; tourniquet discovered missing from sealed IMK (Inflight Medical Kit). Additionally; no red biohazard bag packed in sealed Grab-n-Go bag.Medical professional requested blood glucose monitor; informed not part of basic IMK contents. Third request this year for similar device during medical emergencies. I recall this being a request during my previous time as analyst. Request this device be added to kit since it offers medical health care provided a greater understanding of ill passenger's condition. Nurse Practitioner was very surprised to learn that [the company] doesn't carry such an inexpensive device in our medical kits.Related to same event; delay incurred in rendering necessary care for ill passenger due to basic information regarding passenger not being relayed by POC (Physician on Call) during initial notification of illness (see suggestions below).It's still unclear if flight deck crew failed to provide initial info in a timely manner; transmission was not received by dispatcher; or POC's response was simply untimely. Regardless; this lapse delayed necessary and sound medical care to an ill passenger. [Medical emergency info] was provided to flight deck crew during initial notification (45 minutes after takeoff). Passenger stabilized and didn't require additional care until 1.5 hours prior to landing. It was during that time frame that nurse requested to start IV in order to hydrate and establish a line should additional drugs be required due to heart condition. Requested authorization from flight deck (through POC) and was told (by FO) that dispatcher/POC was delaying approval since they requested information previously sent immediately after take-off (age; sex; basic health condition; etc.) After a 20-25 minute delay; I called the flight deck informing this passenger could wait no longer; thus requesting 'captain's authority' to override the POC and give the Nurse Practitioner approval to start I.V. for ill the passenger. Captain approved my request. However; the delay (and haphazard line of communication) was unnecessary and bordered irresponsible on [the company's] behalf.",,,,"Air carrier flight attendant reported that items were missing from the aircraft's medical kit. In addition; it was noted that some commonly used medical testing devices were not included in the air carrier's medical kit inventory.",
1478923,201709,0601-1200,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,FMS Or FMC,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Oxygen System/Crew,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Total 7171,,,,,1478923,,,,,,,,,,,,Aircraft Equipment Problem Less Severe,,,Person Flight Crew,Pre-flight,,Human Factors; Aircraft; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"This was a normal operation and everything was proceeding well during the preflight. The Oxygen mask was preflighted according to section 3 of our Flight Manual the way I had been taught. Our FM states: 'Oxygen Panel: Check that mask is properly stowed and Normal/100% switch is in the 100% position.'Years ago my Instructor said that meant the doors are properly closed and the red mask handle is readily available to place the mask on your face. There was no need to open the doors. Everything checked out according to the FM specifications. Upon our crew rest break the O2 mask was removed and it was discovered that the mask did not match the same type as the Captain's mask. Upon further inspection the O2 mask was not the right type of mask for the O2 mask box that was installed. I knew this was not acceptable because of a previous O2 mask failure experience. When placed in the box the way it was; the mask appeared to be normal until it was removed.The mask appeared to work normally and the discrepancy was reported.",,,,"B737 First Officer reported that the crew oxygen mask was not the right type.",
1482661,201709,0001-0600,ZZZ.Airport,US,,,0,,,,,,Night,,,,Air Carrier,Q400,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer,Flight Crew Air Transport Pilot (ATP),,,,,,1482661,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Air Transport Pilot (ATP),,,,,,1482663,Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Ground Personnel,Aircraft In Service At Gate,Flight Crew Became Reoriented,Human Factors; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"After establishing communication with the Tug Driver I released the brakes and was cleared to start engine 2. Roughly 4 seconds after beginning the engine start sequence; the Tug Driver requested we abort the engine start. I conducted the engine start abort memory items and then called for the checklist. After completing the checklist I asked what the reason for the abort was. The Tug driver mentioned that the wrong 'plate' was attached to the tug and was too small for the Q400. The tug driver didn't want us to have an engine spinning as they tried to correct the issue. I thanked the tug driver for making the right call and keeping our operation safe.I've noticed a large pressure across our system; at all levels of the operation; to turn planes as quick as possible to have no delays; and if we do have a delay then to start pointing fingers at whomever is to fault. After such a challenging season with our performance; I understand the push to get our operation back on track; but I think that pressure is being applied in the wrong places and safety is starting to be sacrificed for the zero delay metric. This tug driver noticed something was wrong and spoke up; potentially saving us from another safety event; but the plate being used should be verified before we get to that point. We can focus on hitting zero delay or we can focus on doing things right; usually one parameter will bow to the other. My recommendation would be to make safety the uncompromising priority again.",,"During the pushback process; the captain began the engine start sequence on the number two engine after being cleared by the pushback team. Immediately after commencing the start sequence; the captain was told by the tug driver to stop the start. The engine start was aborted. The ground crew said they called for the start to be stopped because the wrong plate was attached to the tug for the Q400 and the crew would have to disconnect the tug. The crew ran the Engine Start Abort checklist successfully; completed engine start; and pushed back from the gate once the rampers had correctly configured the tug.Ensure the correct plate is on the tug prior to commencing capture of an airplane.",,"Q400 flight crew reported that the ground crew asked them to abort engine start due to an incorrect tow bar attached.",
