 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1534092,201804,0001-0600,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,,Part 121,,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Circuit Breaker / Fuse / Thermocouple,,X,Improperly Operated; Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Powerplant; Maintenance Airframe,,,Training / Qualification,,,1534092,,,,,,,,,,,,Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,Routine Inspection,General Maintenance Action,Procedure; Aircraft; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"Found three Circuit Breakers (CB) with blue collars installed that do not properly deactivate them. One of the CB's was pushed in. I used a zip tie to deactivate the CB's. The collars listed in the Manual do not keep the high demand CB's on 123VU panel of airbus from being pushed in.[Cause] Incorrect parts listed in Engineering Order (EO) when the task was accomplished and lack of awareness that the collars don't work as intended.[Suggestion;] Stop use of the EO until proper collars can be located.",,,,"A Maintenance Technician reported that improper circuit breakers collars were being used to deactivate systems.",
1537568,201804,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B767-300 and 300 ER,,2,Part 121,IFR,Passenger,FMS Or FMC,Parked,,,,Y,Y,,,Inspection; Work Cards,,,,,,,,,,,,,,,,,,Chip Detector,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,Time Pressure; Troubleshooting; Workload,,,1537568,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,Routine Inspection,General Maintenance Action,Aircraft; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"Aircraft X as a through flight. Total ground time was 1 hour. It had an inbound write up with Radio Distance Magnetic Indicator (RDMI) issues and Cabin outflow valves issues. Simultaneously two technicians were tasked to help me with assigned work. Number 2 engine call out chip detectors. As I worked the write up; the technicians were starting Lockout Tag out (LOTO) for Number 2.Job Card Open and subsystem deactivation. After I finished RMDI; I went downstairs to assist the technicians. LOTO of Leading Edge and LOTO of reverser; Magnetic Chip Detector (MCD) Removal *(note singular MCD annotated). Previously Quality Control was contacted informing them we would need an inspector for MCDs. Inspection acknowledged task; but informed us; 'due to [the] Maintenance Manual' He would need to 'VERIFY REPLACEMENT OF O-RINGS' on the MCDs. He would expect to see new O-rings installed on all MCDs.Job Card: ENGINE MAGNETIC CHIP DETECTORS - INSPECT *(Note MULTIPLE MCD's annotated). This Job Card states; 'If the packing has damage; discard the packing; lubricate new packing and install on MCD probe. But Maintenance Manual supersedes this. We had trouble finding the correct O-rings. I had our dedicated parts desk guy locate and order the O-rings (4) for Scavenge Pump from IPC Fig 79-21-04-05. He ordered item 76; which was Part Number (P/N) AS3209-009. 5th MCD Checked engine oil tank; P/N found in Engine IPC 71-00-01-422 Item 723. 6th MCD Checked gearbox P/N found in Engine IPC 72-61-00-023 item 316 MCD's check accomplished; Replaced all O rings; Require Inspection Item signed off. Job Card [for] close and subsystem activation accomplished.Next night same callout different 767-300. My Lead kept old paperwork used to order P/N's for MCD O-rings. Two new technicians; told by Lead to research P/N since Quality Control will want to 'verify they were changed.' Lead still had Engine IPC paperwork from yesterday. After Tech's researched part numbers; the Lead asked them to compare numbers. They duplicated the 5th and 6th O-rings as correct P/N's; but the (4) Scavenge Pump O-rings conflicted with the ones ordered; installed on the day before. Lead contacted Supervisor; Operation Manager and had small discussion. Aircraft X; actually came in and left [the] second day.Operations Manager called Engine Desk; after some research; engineer determined O-ring made of same material; but was more likely to be a tenth of a thousand smaller than the correct size. Noted Number 2 engine serviced but no oil added previous trips. He alerted the station plane is inbound and change to correct O-rings; inspect; and check for leaks.Suggestions: Follow up meeting with Operations Manager at shift briefing. Planers may see paperwork with only one MCD call out and think easy task; but not see the big picture; 767-300 engine work requires extensive LOTO of Leading Edge and Thrust Reversers; and Manpower. Maintenance Manual MCD check says inspect O-rings for damage; if no damage reinstall; Required Inspection Item says otherwise! Six MCD serviced; Time-consuming Task; Labor intensive; should not be done on a through flight; but maybe overnight maintenance. Operations Manager said he would inform other Supervisors to allot three Technicians for MCD checks on 767's.",,,,"B767 Maintenance Technician reported that an incorrect O-ring was installed on the engine's oil Magnetic Chip Detector.",
1546505,201805,1801-2400,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,Work Cards,,,,,,,,,,,,,,,,,,APU,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,Situational Awareness; Training / Qualification,,,1546505,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Person Maintenance,Routine Inspection,General Maintenance Action,Equipment / Tooling; Human Factors; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"I serviced the APU with Turbo Oil 2197. The event occurred at the gate. I was the only AMT involved.The vast majority of oil servicing bowsers are equipped with oil 2197.My suggestion is to use one type of oil in all engine systems and APU's.",,,,"A Maintenance Technician reported that the Auxiliary Power Unit was serviced with Turbo Oil 2197.",
1546537,201805,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,9000,,Tower ZZZ,Personal,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,,Test Flight / Demonstration,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 3; Flight Crew Total 1670; Flight Crew Type 883,,Other / Unknown,,,1546537,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Excursion Taxiway,,,Person Flight Crew,Taxi,Aircraft Aircraft Damaged; General Maintenance Action,Aircraft; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"I was doing the test flight following owner assisted annual inspection. I orbited the airport at 3500 feet for about 10 minutes in each direction. All indications were normal; and I descended to do 5 touch-and-go landings on XXL. The full stop final landing was long and I braked fairly firmly to make the left turn off to [the] taxiway; then the left turn onto parallel taxiway. Very shortly after; the left pedal separated from the control post. I pulled power and reflexively tried to brake. With only the right brake available; the aircraft turned right off the taxiway onto the grass adjacent and came to a stop with the nose rolling slightly up a shallow embankment on the adjacent parking pad. The nose was elevated enough that the tail tie down bolt was in the grass. In the process; the frangible lens of a taxi light was broken. No damage to the plane was apparent in a quick check. An airport operations person came and coordinated a mechanic and I pushing the aircraft back onto the taxiway. We snugged the pedal into place and I taxied the plane carefully back to my parking spot a few rows away.In finishing the annual; I had removed the bolt that connects pilot's left rudder pedal to the control shaft; so as to more easily reposition the metal cover plate that surrounds the pedals. In retrospect; I must not have completely reseated the pedal tube onto the control shaft; and the bolt passed above; rather than through; that shaft. With the bolt tightened; the fit was firm enough that a test pull upward felt secure. Of course; I have learned to verify bolt positioning and will likely never allow anything similar in the future. The pedal was attached and the bolt properly placed. Checking the plane over more thoroughly afterwards; we discovered that the tail cone had been slightly bent up and was contacting the rudder. That has been fixed and logged.",,,,"Cessna 182 pilot reported the rudder pedal separated from the rudder control post during taxi.",
1546772,201805,,ZZZ.Airport,US,,,0,,,,,,,,,,,A319,,,,,,,Parked,,,,,,,Unscheduled Maintenance,Repair,,,,,,,,,,,,,,,,,,Pneumatic System - Indicating and Warning,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,,,,,,,1546772,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,Routine Inspection,General Maintenance Action,Incorrect / Not Installed / Unavailable Part; Aircraft,Incorrect / Not Installed / Unavailable Part,"Found incorrect part installed in aircraft. Most likely because of multiple part numbers assigned to the same [base] number. When a part is ordered by part number and assigned the associated [base] number is used. (Whichever) part happens to be in stock will be issued. So if you want a 785-XXX-X and you may receive a 785-XXX-XX because they may have the same [base] number.[An A319] came in with BMC (Bleed Air Monitoring Computer) 1 fault. Found P/N (part number) 785-XXX-XX installed in position 1; and 785-XXX-X installed in position 2. IPC (Illustrated Parts Catalog) does not show the -XX effective for that aircraft; however; both have the same [base] numbers.Each part number needs to have its own [base] number assigned in order to keep someone from accidentally installing the incorrect part.",,,,"A319 Maintenance Technician reported that an incorrect part was installed causing a bleed air monitoring computer fault.",
1554374,201806,0601-1200,ALB.Airport,NY,,,0,,,VMC,,,,,,Tower ALB,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,,Flight Crew Last 90 Days 190; Flight Crew Total 14400; Flight Crew Type 7000,,,,,1554374,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,,Flight Crew Total 2591; Flight Crew Type 2591,,,,,1554380,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Other / Unknown; Ground Event / Encounter Other / Unknown,,,Person Flight Attendant,Aircraft In Service At Gate,General None Reported / Taken,Airport; Equipment / Tooling; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"After gate arrival; the lead Flight Attendant called my attention to an unsafe condition at the jet bridge. Passengers were deplaning despite a more than one foot gap between the aircraft and the jet bridge. A small; narrow metal ramp had been placed across the gap for the passengers. I stopped the passengers [from] deplaning and discussed the situation with the gate agents and ramp supervisor on scene. They explained that the guide lines had not been properly painted on the ramp for the B737; the jet bridge could not be aligned to the aircraft; and this gap happened on every arrival at that gate. I considered this information and allowed deplaning to continue. Then the flight attendants and I noticed that the small bridge had begun rocking as each passenger stepped on it; and the situation was getting worse. The jet bridge had dropped down and its leveler was not detecting and correcting the situation. I once again stopped deplaning; went up to the gate; got agents to come down to adjust the jet bridge; and also asked at least one to remain there to monitor for the rest of deplaning.",,"[Report narrative contained no additional information.]",,"B737 flight crew reported the lead in line for the B737 is not correct causing the jet-bridge not to align properly with the aircraft door.",
1557346,201807,,,,,,,,,,,,,,,,,Commercial Fixed Wing,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cockpit Furnishing,,X,Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,,First Officer,,,,Situational Awareness,,,1557346,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Other / Unknown,,,Person Flight Crew,Routine Inspection,General None Reported / Taken,Aircraft; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"I admit this is a couple of weeks late as I have just not had time to submit this and for that I apologize. In fact; I have been rummaging through my flights attempting to recall which aircraft had this but I can't remember. In any case a couple of weeks ago I had an aircraft that had the new EFB (Electronic Flight Bag) hard mount that it fixed to the side window. This in my opinion should STOP immediately. There is no doubt in my mind that this was not well thought out or thought through. On the aircraft that I had to fly with it the mount no matter what position that I put my EFB was in the way of my ability to manipulate the yoke/controls. It was more than frustrating!!! My arm and wrist were constantly in the way. The only way I was able to manipulate the EFB where it was not inhibiting my ability to manipulate the controls was to have it tilted down on the bottom all the way towards the side of the aircraft which then created another issue.I was then unable to see the charts displayed on the EFB. VERY POOR DESIGN!!! I am absolutely shocked the FAA has approved this design. Make no mistake I am so happy to have the EFB; but where this is mounted is not a good idea. Making matters worse; I am an FO (First Officer) here; which means I do ALL the work; as the Captains here don't do a damn thing. They utilize the side map clip all the time with all of the preflight items we are required to do and now I do not have that either. Now this I can adapt to but the ability to freely manipulate the yoke/controls that is an entirely different issue. You are welcome to call me and discuss if you like as it is difficult for me to describe the issue.",,,,"First Officer reported that a new Electronic Flight Bag hard mount is installed onto the side window causing interference with the control column.",
1569339,201808,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,CTAF ZZZ,Corporate,Embraer Phenom 100,,1,Part 91,IFR,Passenger,,Landing,Visual Approach,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Normal Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Single Pilot,Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 62; Flight Crew Total 2459; Flight Crew Type 822,,Communication Breakdown; Troubleshooting,Party1 Flight Crew; Party2 Maintenance,,1569339,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Ground Excursion Runway,,,Person Flight Crew,Taxi,General Maintenance Action,Aircraft; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"Upon landing; the aircraft departed the runway to the right. I was seated in the right seat. I was not the pilot flying; however; upon landing rollout I noticed the aircraft beginning to track toward the right side of the runway. I stated 'Left Rudder' and applied left rudder. The aircraft continued to track toward the right and the right main tire left the runway. No damage occurred.Upon exiting the aircraft; I noticed long tire marks from the point of touchdown to the spot where the aircraft stopped. This is unusual for our aircraft and any other Phenom 100 to my knowledge. I recalled the Brake Control Unit was updated at the last inspection just 2 weeks prior. We notified the manufacturer and they sent out a maintenance team to check the airplane.After the aircraft was checked out by maintenance; I performed a taxi check and noticed the tires were still leaving marks on the runway. I questioned Embraer about this and they stated the aircraft was performing as designed and it is a 'certified product'. I explained to them that this seemed unusual. After all checks were complete; I decided to land at ZZZ on their 12;000ft runway to check out the landing performance. Upon landing at ZZZ I noticed the brand new tire with 1 landing on it had chunking and chevron marks on the tire. I once again thought this was unusual. I decided to bring the aircraft to the service center to have them study and repair the brakes. Embraer stands by the newest brake controller; but I have my issues. So; I had Embraer put the previous model brake controller on the aircraft.While Embraer doesn't seem to have any issues with their controller; nor do they want to provide me any information about the landing from the CVDR (Cockpit Voice and Data Recorder) downloads; I do not trust the latest brake controller -7 and I believe it was a contributing factor to the aircraft departing the runway. Since that time; we put brake controller -6 on the airplane and the airplane no longer leaves marks on the runway and the tires seem to be recovering from the original wear marks.","The Reporter stated that the E50P aircraft has one brake controller that is part of the anti-skid system. The Reporter stated that; per procedure; the pilot applying the brakes must stay on the brakes and not release them allowing the auto-brake system to slow the aircraft. The Reporter stated that after a software update; (from -6 to -7); the aircraft continued to track to the right each time the brakes were applied. The Reporter also stated that after the owner insisted that the previous brake controller be installed; the aircraft did not have a tracking problem when the brakes were applied. The Reporter stated that this may have been an isolated incident; but can't be sure of that.",,,"Embraer E50P pilot reported that the aircraft tracked to the right upon landing.",
1578963,201809,0601-1200,ZZZ.Airport,US,,,0,,,,,,Dawn,,,,Air Carrier,B737-700,,2,,,,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,,Flight Crew Last 90 Days 417,,,,,1578963,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Person Flight Crew,Aircraft In Service At Gate,General Maintenance Action,Human Factors; Incorrect / Not Installed / Unavailable Part; Procedure,Incorrect / Not Installed / Unavailable Part,"After arriving at the aircraft; I checked the logbook and found that it was signed off with a new Release on (date) for aircraft X. I checked for all three landing gear pins in their storage space. The First Officer went outside and did the walkaround. He found a bolt in the left main landing gear. I notified both the Maintenance Supervisor and Chief Pilot of what was found. The bolt was long enough to prevent the landing gear from retracting.",,,,"A B737 Captain reported that an improper gear pin was used.",
1578973,201809,0601-1200,ZZZ.Airport,US,,,0,,,,,,Dawn,,,,Air Carrier,B737-700,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Gear Pins,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 247; Flight Crew Type 6400,,,,,1578973,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Routine Inspection; Pre-flight,General Maintenance Action,Procedure; Human Factors; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"On my preflight walk around; I found a bolt in the left gear; gear pin slot. Bolt was approximately 1' long; and no aircraft markings noticeable. I re-checked the other gear pin areas to ensure that I hadn't missed another one. Upon returning to the cockpit I informed the Captain who in turn passed my disbelief and findings to Chief Pilot on call.",,,,"B737-700 First Officer reported that a bolt was installed in a gear pin slot for the main landing gear.",
1580165,201809,0601-1200,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B737-700,,2,Part 121,IFR,Passenger,,Parked,,,,,,,Scheduled Maintenance,Installation; Repair,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,Situational Awareness; Time Pressure,,,1580165,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Person Maintenance,Routine Inspection,General Maintenance Action,Incorrect / Not Installed / Unavailable Part; Human Factors; Aircraft,Incorrect / Not Installed / Unavailable Part,"I was sent to aircraft to perform an [inspection] with another mechanic (Name) and found the #4 Main Landing Gear Tire worn beyond limits; along with a low O2 bottle. The plane had an outbound flight soon after we arrived so we had very little time to perform our check. We serviced the Crew O2 bottle and changed the tire and signed the logbook off in reference to the AMM task. I had no idea that the Washer (Item 15 in reference to AMM 32-XX-XX-XXX-XXX) was not installed with the axle nut. No abnormalities were present to show that the washer was missing; the safeties were installed like normal and hub cap installed.",,,,"B737-700 Maintenance Technician reported that after replacing the tire they realized a washer was not installed.",
1580753,201809,,,,,,0,,,,,,,,,,Air Carrier,B737-800,,2,,,,,Parked,,,,,,,Unscheduled Maintenance,Inspection; Repair,,,,,,,,,,,,,,,,,,Powerplant Fuel Control Unit,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Technician,,,,,,,1580753,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance,,,Person Maintenance,Routine Inspection,General Maintenance Action,Aircraft; Human Factors; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"[We] were assigned to Aircraft X to troubleshoot a fuel leak out of #1 Engine. We noticed a fuel leak coming out of Fuel Pressure Relief Valve on the Main Fuel/ Oil Heat Exchanger. We created a non-routine on ELB [electronic log book] to troubleshoot and [someone else] transferred [the] ELB write-up to a paper write-up with work sheet.We removed the Servo Fuel Heater per AMM and removed the Main Fuel/Oil heat exchanger per AMM. We received a new Main Fuel/Oil Heat Exchanger but it was damaged when received; so we turned over to midnight shift.",,,,"B737 Maintenance Technician reported the replacement part was damaged.",
1602981,201812,0001-0600,BDL.Airport,CT,,,0,,,,,,,,,,Air Carrier,A319,,2,Part 121,,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Fuselage Fairings,Airbus,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 160; Flight Crew Total 2214,,,,,1602981,Gate / Ramp / Line,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 146; Flight Crew Type 1026,,,,,1602997,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,Pre-flight,General Maintenance Action,Procedure; Human Factors; Incorrect / Not Installed / Unavailable Part,Incorrect / Not Installed / Unavailable Part,"Captain volunteered to do the pre-flight; since I was the pilot flying. I programmed the box while he was outside. He came back told me he noticed 2 fasteners missing on the left over wing Emergency Exit Slide. He immediately called [Maintenance] and spoke about his concerns. The Maintenance Supervisor came out and inspected the aircraft. [Maintenance] came to the cockpit and stated indeed 2 fasteners were missing on the critical left over wing panel he quoted 'and you have a 3rd fasteners that was GLUDED in place.' [Maintenance] also stated that the Emergency Exit Slide panel had shifted down and quoted 'getting ready to depart the aircraft'.",,"Captain pre-flighted aircraft and noticed two fasteners missing on the left over wing EMERGENCY EXIT SLIDE. I immediately called [Maintenance] and sent [a] Maintenance Supervisor out to inspect the discrepancy. [Maintenance] came to my cockpit and stated that two fasteners were indeed missing and during a tightness check of the other fasteners on this critical panel he found two fasteners GLUED in; yes GLUED! [Maintenance] also stated that the EMERGENCY EXIT SLIDE panel had shifted down and 'getting ready to depart the aircraft'. These issues are not unusual for me to find and that is ALL I will say about that.",,"A319 Flight Crew reported that during pre-flight found over wing emergency slide panel had two missing fasteners as well as some fasteners that were glued in place.",
1609015,201901,,BOS.Airport,MA,,,,21000,,IMC,,,,,,Center ZBW,Air Carrier,A320,,2,Part 121,IFR,Passenger,FMS Or FMC,Descent,STAR JFUND2,Class A ZBW,,,,,,,,,,,,,,,,,,,,,,,,Navigation Database,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 177; Flight Crew Type 915,,,,,1609015,,,,,,,,,,,,Aircraft Equipment Problem Less Severe,,,Person Flight Crew,In-flight,Flight Crew FLC Overrode Automation; Flight Crew Overcame Equipment Problem,Incorrect / Not Installed / Unavailable Part; Aircraft,Incorrect / Not Installed / Unavailable Part,"The previous week I flew the same [JFUND2] arrival into BOS. The aircraft should cross SEETS intersection at or above FL210. Last week it did not level off as it should have. We had to intervene and manually stop the airplane from descending. We did not have an altitude deviation. Fast forward to today and I am now doing the exact same arrival in a different airplane. This time I am watching intently to see if the aircraft levels as it should. NOPE!!!!! Three miles before SEETS the aircraft was diving below FL210. We were correctly all set up with the airplane in NAV and DES and on glide path. Without aggressively grabbing the airplane and leveling off it would have blown through FL210 by at least 1000 feet; if not more. For the second time; I had to grab the airplane and manually stop it from descending to avoid a major altitude deviation. I believe there is a problem somewhere in the database. It correctly shows on the navigation display and matches with the chart; however the airplane descends as if unaware of an altitude restriction.",,,,"A320 Captain reported the aircraft failed to initiate a proper level off  while on the JFUND2 arrival to BOS. Captain stated this is a reoccuring type of event.",
