 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1329350,201602,1801-2400,ZZZ.Airport,US,,,,32000,,VMC,,,Night,,,Center ZZZ,Air Carrier,A320,,2,Part 121,IFR,Passenger,,Cruise,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Indicating and Warning - Hydraulics,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 172; Flight Crew Type 6258,,Confusion,,,1329350,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance,,N,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem,Manuals; Procedure,Manuals,"We were at FL320 and got a HYD B LO PR ECAM with no [Blue Advisory] items but got the chime. Since we were stabilized at cruise altitude and I was already the PF I continued to fly and took the radios as the FO began to search the Quick Reference Handbook (QRH) for the procedure. As I followed him through the index we both soon realized that there was no such procedure listed in the QRH. We then checked the Flight Manual (FM) and found the same - no procedure for the Electronic Centralized Aircraft Monitoring (ECAM) we showed. I then had the FO send a Dispatch CALL ME so we could talk to Maintenance Control (MC). The Airbus controller spoke as I monitored at low volume as to maintain ATC watch. The controller was 'dumbfounded' as to why there was no direct procedure as he had us check the status of the Electric Blue pump (had no fault light indication); HYD page (amber arrow and amber 'BLUE' shown); BLUE system pressure was 2850 PSI; and F/CTL page (amber B indications). He finally decided that it would be prudent for us to run the HYD B ELEC PUMP LO PR (QRH 130.1) as it was the closest procedure - which we accomplished. After fully following 130.1 we signed off with MC and Dispatch as he could not think of any other options to work from. Upon clearing the pages - when the FO arrived at the Status page the first step showed to turn the BLUE ELEC pump back to auto for approach which was NOT part of the 130.1 procedure. We once again contacted MC for clarification and he recommended doing this - just in case the pump 'failure' was erroneous and we re-established Blue system pressure for approach and landing. After leaving him once again; within two minutes (approx) we received a F/CTL ELEC1 FAULT and followed the QRH procedure which called for a reset of ELEC 1. When we turned it off the aircraft began a slight (less than 5 degree) roll to the right and stayed that way throughout the remainder of the flight. We reset Elevator/Aileron Computer (ELAC) 1 after 5 seconds to no avail - as the message remained. I elected not to call MC for a third time as we believed this to be a related failure (which was in fact MC's opinion as well after we called to debrief them after landing). After finishing all procedures and calls I elected to call the Purser to inform her that the aircraft was flying normally but we did have a hydraulic issue. I asked her to review procedures for evacuation with her partners just in case the situation deteriorated and gave her an estimated time until landing (TEST). As we quickly approached the Top of Descent I began to quickly brief the RNAV arrival to transition to a visual approach. In our haste; the FO and I failed to confirm this in the Multipurpose Control Display Units (MCDU); and had the ILS in instead. I didn't catch it until shortly after the final fix and had him quickly enter the FMS visual procedure - we were slightly SW of course and corrected back to the FMS course expeditiously. I then asked the FO to turn the BLUE ELEC pump back on and the aircraft 'jerked' momentarily; which signified to me that in fact there was some pressure provided of course - although the 5 degree right bank continued. I elected NOT to declare an emergency based on the GREEN and YELLOW systems being normal; a 'return' of BLUE system; no fault lights or overheats noted on any HYD pumps or systems; and positive aircraft control. By the way; I had been hand flying (auto thrust still on) since around 12;000 feet as to get a feel for aircraft control relatively early. Again; except for the bank the aircraft flew relatively normally - under the circumstances. I also made sure to configure early as we were expecting slow slat movement as per QRH 130.1. We were soon cleared for the approach; configured the aircraft; stabilized the approach early; and landed normally. Upon reaching the Gate and completing all checklists I then called Maintenance Control via Dispatch to debrief him fully. By the time we landed MC had alreadysent email(s) to various departments documenting the issue(s) and said they would follow up with us if need be. Lastly I would be remiss if I failed to mention the exemplary work displayed by my New Hire FO. All crewmembers and MC displayed true skill and professionalism which ultimately contributed to a safe outcome.",,,,"A320 Captain reported a 'B' Hydraulic System Low Pressure warning appeared on ECAM. There was no procedure in the QRH to resolve the issue. Pressure indicated normal; but the aircraft tended to roll to the right for the remainder of the flight. They reset MCDU 1; to no avail. Turning the hydraulic pump back on the aircraft 'jerked' indicating pressure; but the tendency to roll remained.",
1329417,201602,0601-1200,BUR.Airport,CA,,,0,,,VMC,,,,,,,Air Taxi,Citation Excel (C560XL),,2,Part 135,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Engine Air Starter,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Taxi,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP),,,Situational Awareness; Training / Qualification,,,1329417,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Aircraft In Service At Gate,General None Reported / Taken,Aircraft; Human Factors; Manuals,Manuals,"While starting the right engine; the GPU went offline aborting the start. I followed the QRC for abnormal start and secured the engine. I had the ground crew remove the GPU and started the left engine on battery power. After limitation wait time; I started the right engine using generator assist. The right engine started; but the starter would not disengage. I again followed the abnormal start QRC; but while the engine shut down; the starter would not disengage. I used the right engine fire switch to secure the engine.The Encore+ QRC does not have; nor points to the more expanded abnormal start procedure that exists in the QRH. That procedure would have most likely resolved the stuck starter without having to use the engine fire switch. I did not think of this procedure as I was concerned about major damage or even an engine fire with passengers on-board. I suggest that the full engine start malfunction procedure be incorporated in the QRC; or at the very least; the QRC point to the appropriate section in the QRH should the QRC actions not resolve the abnormal start.",,,,"CE-560EP Captain reported the right engine starter failed to disengage and the procedure to resolve the issue was not in the QRC.",
1329781,201602,,,,,,0,,,,,,,,,,Fractional,Citation Excel (C560XL),,2,Part 125,IFR,,,Other Non-Flight,,,,,,,,,,,,,,,,,,,,,,,,,,Checklists,,X,Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Fractional,Captain,Flight Crew Air Transport Pilot (ATP),,,Training / Qualification,,,1329781,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Pre-flight,General None Reported / Taken,Manuals,Manuals,"The new quick reference emergency/abnormal checklist in the [Citation] Excels have numerous errors in them. There are procedures with steps out of order; incorrect references; and even procedures that are completely missing steps. These new checklists don't help us. In fact; they actually introduce another threat into the cockpit. The responses from those I've discussed this with in management and training is 'we know about the problems. The AFM is correct. Use the AFM instead of the checklist if there is a problem. Cessna doesn't have to fix the errors right away because of their legal disclaimer on the front page.'We train like we fly and we fly like we train. Think back to all of your simulator training. When have you ever referenced the AFM instead of the quick reference checklist when practicing an emergency procedure in the simulator? In my 17 years and three different types here at [Company]; I have never done anything but use the quick reference book. So now what do you think an Excel crew is going to do when there is a major issue in the aircraft that requires use of an emergency checklist? Are they going to think in the heat of the moment to pull out the AFM; or are they going to do what they've been trained to do over their past 10-plus years of training?The checklist in the Excel sim at Flight Safety has been manually corrected to fix the errors. But the ones in our actual aircraft have not. This makes things even worse. Now we are training with a corrected version of the checklist; yet if we have to reference it while actually flying; we could be faced with a checklist that is different than what we encountered in training. This could cause further crew confusion in an emergency.The Excel pilots have not received a single communication about the erroneous checklist from anyone within [Company]. Not from our chief pilot and not from training. My first suggestion is that a safety alert be sent to immediately to all Excel pilots that mandates use of the AFM going forward until the errors are corrected. Second; cease all use of the quick reference checklists [in training] until the errors are corrected. We should be using the AFM while in training; just as we must do in the real world. Third; pressure Cessna to send out corrected checklists immediately; or at least yellow pages with the corrections.",,,,"Citation Excel Captain reported he has found several errors in the quick reference emergency/abnormal checklists and the company has been slow to correct the situation.",
1335039,201602,0601-1200,ZLA.ARTCC,CA,,,,8000,,,,,,,,Center ZLA,Corporate,Medium Transport; Low Wing; 2 Turbojet Eng,,2,Part 91,IFR,Passenger,,Climb,Airway V137,Class E ZLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility ZLA.ARTCC,,Government,Enroute,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 1.0,,Training / Qualification; Confusion; Situational Awareness,,,1335039,,,,,,,,,,,,ATC Issue All Types; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control,In-flight,Air Traffic Control Separated Traffic; Air Traffic Control Issued New Clearance; Air Traffic Control Issued Advisory / Alert,Manuals; Procedure; Airspace Structure,Manuals,"I had an aircraft enroute at 9000 feet. I took radar contact on an aircraft departing southbound. The temporary altitude showed the aircraft climbing to 8000 feet. I noticed the aircraft was going through the temporary altitude at 8300 feet. I called TRACON to turn the aircraft 20 degrees right and I turned my aircraft 20 degrees right. I looked up in our Letter of Agreement (LOA) with TRACON and it said departing aircraft going southbound should be climbing to 8000 feet. I asked the controller in TRACON about it and they showed that they can climb their departures to 9000 feet. My supervisor looked it up and found some paperwork; not in the Enroute Information Display System (ERIDS); but just on a laminated sheet that showed some changes. It said they can climb departures to 9000 feet.We have aircraft going that route of flight all the time at 9000 feet. Suggest more training so everyone is familiar with the procedure or change the departures to 8000 feet.",,,,"The Controller took a handoff on a departure thinking it was climbing to 8000 feet. The departure was climbing to 9000 feet. There is conflicting information between the Controller's procedures manuals.",
1336846,201602,,,,,,0,,,,,,,,,,Air Carrier,Regional Jet 700 ER/LR (CRJ700),,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Oxygen System/Portable,,X,Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Cabin Jumpseat,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,,Communication Breakdown,Party1 Flight Attendant; Party2 Maintenance,,1336846,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Attendant,Pre-flight,,Manuals; Procedure,Manuals,"This aircraft; has a heavy duty seal on the Essex Portable Breathing Equipment (PBE) above the #2 jump seat. The seal is the same as the ones used in the lavatory. This is a safety issue because this type of seal will have to be CUT OFF in order to use the emergency equipment. The time it takes to do that could result in loss of lives in a fire. These seals should be the break-away kind that all flight attendants may access without too much difficulty in an emergency.I have brought this issue to managements' attention in the past. The seals were corrected of the specific aircraft at the time. However; I continue to find these maintenance seals on the Essex PBE's. I am hesitant to call Maintenance and cause delays; although I believe they are warranted. So I've decided to write them up whenever I find them.I believe that maintenance is using these heavy duty seals on the Essex PBE's to prevent moisture from getting to the units. However; they are also preventing US from getting to the units.I recommend that the heavy duty seals be removed from all emergency equipment. They need to be accessible.",,,,"Flight Attendants are finding heavy duty seals on the Portable Breathing Equipment (PBE) that has to be cut off in order to use the equipment.",
1339812,201603,1801-2400,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Regional Jet 700 ER/LR (CRJ700),,,Part 121,,Passenger,,Parked,,,Y,Y,Y,Y,Unscheduled Maintenance,Installation,,,,,,,,,,,,,,,,,,GPWS,,X,Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,,Maintenance Repairman,,,Communication Breakdown; Time Pressure,Party1 Maintenance; Party2 Maintenance,,1339812,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Maintenance,,,Manuals,Manuals,"I and a new trainee were working a deferred maintenance item on the Enhanced Ground Proximity Warning System (EGPWS). I was demonstrating how to troubleshoot the EGPWS while also following the tech data. In doing so; it was evident that the Enhanced Ground Proximity Warning Computer needed to be replaced. I demonstrated how to order the correct part for that particular aircraft; and after doing so we installed the new part. Unfortunately; upon installation of the new part; it became immediately evident that the new part was bad from stock. That new part was the only part number of its kind in stock.So after this moment; I informed the Supervisor on the shift of the predicament; and also; suggested that we rob the same (effective) part from a plane that was not scheduled to fly-- due to it being down for an assortment modifications. The supervisor agreed that I should get the part from the other plane. I created a write up to remove the part from that aircraft for use on the aircraft I was repairing. I went to remove the part; and was headed to the inspection office to complete the paperwork process before performing the installation on the aircraft we were working. As I (and the trainee) were headed back to the office; I got a brief message from a mechanic in the hangar who the supervisor had sent to tell me that 'there indeed was an effective part in stock'-- besides the one I had robbed from the hangered aircraft. I went in and talked to the supervisor; he told me to order the other effective part instead of completing the paperwork for robbing the part from the hangered aircraft. In that moment; my instincts were telling me that the part was not compatible; and I asserted that the part is not compatible; however; he showed me in the part inventory-- under the effectivity link; that the part in stock was indeed effective for the plane; and told me to order that part and install it on the aircraft.Upon seeing; and believing; the part was effective for aircraft I was working; myself and the trainee; ordered the 'said effective' part from stock and installed it on the aircraft; performed the follow-on maintenance after installation; and did not find any faults with the EGPWS. I did the documentation and that was it. I logged into my email this morning (the day after) and found an email about the EGPWS on the aircraft I worked; and from that I am doing this report. The event occurred because I did not have immediate evidence to challenge that the part was not effective; and believed what an authoritative figure showed me--and insisted to be true via the evidence in the parts inventory; also the plane was a few hours away from departure.Challenge supervision when I'm told to do something that I have strong instincts about in terms of performing maintenance; disregard departure time of an aircraft; and research part effectivity further in moments that warrant such action; and finally do not believe everything I see in the parts inventory; make sure that I have more than one method of providing evidence of a part being effective for a certain aircraft.",,,,"On a CRJ-700; an incompatible Ground Proximity Warning System (EGPWS) was installed because the parts manual was not correct as to the compatibility of the EGPWS for this aircraft.",
1344881,201604,1201-1800,SFO.Airport,CA,,,,300,,,,,,,,Tower SFO,Air Carrier,Widebody Transport,,2,Part 121,IFR,Passenger,,Final Approach,,Class B SFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower SFO,Air Carrier,Large Transport,,2,Part 121,IFR,Passenger,,Final Approach,,Class B SFO,,,,,,,,,,,,,,,,,,,,,,,,Facility SFO.TOWER,,Government,Local,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 16.1,,Situational Awareness; Communication Breakdown,Party1 ATC; Party2 ATC,,1344881,,,,,,,,,,,,ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control,,Air Traffic Control Issued Advisory / Alert; Air Traffic Control Provided Assistance,Procedure; Manuals; Airspace Structure; Airport,Manuals,"NorCal was running what seemed to be straight ILS approaches; while advertising Simultaneous Offset Instrument Approaches (SOIA). They ran many pairs that collapsed below 3 miles; where we could see the second arrival and provide Tower visual separation. Then Aircraft Y checked in as Aircraft X was about to cross the threshold at 4.95 miles in trail. I do not believe that NorCal accomplished visual separation; the question was not asked; and I pointed this out to the CIC to say they (NorCal) were running them tight. Not long after this occurred; I called over to advise the Final Controller that we would not be able to provide visual separation the two aircraft joining final who were not 3 miles apart. The NorCal Final Controller then advised me that we were on Closely Spaced Parallel (CSP) approaches. I said that is not what we are advertising. They told me they were running CSP until SOIA. By this time; I had an estimated twenty-five minutes on position and the Local Controller had about twenty-two. Neither one of us were aware they were ever running CSP approaches. There has been a lot of confusion surrounding this and someone is going to end up in a bad situation.Clarify what approaches are being run and run those until we see the next offering and only then put it on the ATIS.",,,,"SFO Controller reported NorCal was utilizing a parallel approach procedure without notifying SFO Tower or advertising the procedure on ATIS as required.",
1348180,201604,,,,,,0,,,,,,,,,,,Citation Excel (C560XL),,2,Part 91,IFR,Passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elevator Trim System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,,Captain,Flight Crew Air Transport Pilot (ATP),,,Troubleshooting,,,1348180,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Routine Inspection,,Manuals,Manuals,"The Elevator trim on the Excel/XLS has a Nose Up; and a Nose Down limit; or 'stop'; just as the aileron and rudder trim have a left and right stop indicator. The range of the elevator trim; indicated by a white arc on the center pedestal; should be clearly marked when rigged properly. This is typically accomplished with grey paint on the plastic trim covering the unused portion of the white arc at the stops. When checking the elevator trim travel on pre-flight inspection; the elevator trim pointer should fully traverse between the nose up and nose down limits; and not go over. If the travel is not proper; there are several possible reasons. The elevator trim could be out of rig; the trim indicator may be out of adjustment or jumped its track; or the elevator trim is not properly rigged. It is also possible that nothing is wrong with the rigging; but the elevator trim indicator was simply not marked after the elevator trim was rigged; or the elevator trim markings have become worn; and it is no longer possible to determine where the nose up and nose down limits are. When picking up an airplane for the first time; if the elevator trim indicator will not traverse the full range of the white arc; or it is not marked properly; it may be impossible to tell which condition you have; only that something is not right. The first time I encountered this situation; I picked up an airplane that had the elevator trim rigged the night before by maintenance. While checking the elevator trim in the Nose Down position; the pointer stopped unusually short of the end of the white arc; and I queried maintenance about it. The maintenance controller confirmed that it was just rigged the night before; but if I was not comfortable with it; they would have it checked again. As it turned out; the elevator trim was NOT rigged properly; and needed to be rigged again. Since then; I have written numerous squawks on aircraft with this condition. I don't delight in doing so; but there doesn't seem to be clear enough guidance on what is proper; and what is not. I have been given many explanations; including that the white arc doesn't really mean anything; the white arc is simply to provide contrast with the pointer (which is also white); and that the elevator trim markings are not an exact science. I have even seen a maintenance corrective action indicating 'no defects noted'; but the nose up and nose down limits on the pedestal were re-marked with grey paint anyway. This begs the question; if there were no defects noted; why was the pedestal re-marked? Most of the time; however; the corrective action has been to check the elevator trim rigging; and re-mark the elevator trim index; usually with grey paint. As mentioned above; one condition that may be encountered; is where the elevator trim will stop short of the Nose Down limit; and go past the Nose Up limit. I have been told by Maintenance Control that this condition usually means that the elevator trim cable has jumped the track on the manual trim wheel; and needs to be reset. The elevator trim cables jumping the track; or getting caught between the grooves on the inside of the elevator trim; causing binding of the elevator trim; is not uncommon; and has been the subject of increased emphasis during preflight inspection in the past. My personal practice is to check the trim prior to every flight; and not just on the first flight of the day; as I have had this situation occur between flights. The CE-560XL/XLS Maintenance Manual provides some guidance on the issue in section 27-90-30; Elevator Trim Travel Checks. The maintenance manual shows a picture of how the elevator trim indicator should be marked; in chapter 27-32-01; Figure 201. Although it appears to be common practice to set the Nose Up and Nose Down limits by blocking out the unused band of the white arc with grey paint; it is my understanding that there is no specific step in the procedural text of the Maintenance manual to do so.In recent conversations with one of our Non-Routine Flight Operations (NRFO) pilots on the issue; he was in agreement that the trim should traverse fully between the Nose up; and Nose Down limits; and not go over. He also warned of a more hazardous condition that may occur. While operating with the autopilot on; when going from Flaps Zero to Flaps 7 or 15; the autopilot will attempt to trim towards the Nose Down position. If there is insufficient trim authority in the nose down position; the autopilot can no longer compensate; and will disengage; resulting in a nose-up pitch upset. The only way of determining on preflight inspection if the elevator trim has full range of authority is to run the trim the full range from its nose up to nose down position. Without a proper marking of the nose up and nose down limits; or 'stops'; it is impossible to determine proper trim range. The NRFO pilot I talked to also informed me that there have been several instances of elevator trim cables rubbing on something under the floorboards beneath the center console; and there has been at least one case of the cable snapping in flight. This has resulted; apparently; in additional inspections; and replacing of rudder trim cables on phase inspections. While replacing the cables is encouraging news; it also highlights the importance of having the trim cables rigged and marked properly; as well as the importance of pre-flight operational checks. The purpose of this [report] is to bring attention to the issue of the elevator trim on the XL/XLS; and to seek standardization for maintenance; as well as guidance for flight crews on what to look for when conducting a pre-flight inspection of the elevator trim. For maintenance; I recommend that if there is no specific step to mark the elevator trim; after rigging; or after a rigging check; that one be added. It seems to be common practice to paint the unused portion of the white arc with grey paint; but the maintenance manual could use further clarification. This would also standardize the practice; and lead to less squawks when implemented fleet-wide. For flight crews; I suggest a Memo informing pilots of the current elevator trim issues in the fleet; how the elevator trim should be marked; and proper pre-flight procedures; to ensure the elevator trim works properly; and traverses throughout the full range of operation.","The Reporter stated the biggest issue with the elevator trim is that sometimes it will trim too far nose down and not enough nose up or vise-versa according to the indication on the pedestal in the cockpit.The Reporter stated that this is only a seven passenger airplane and weight and balance is very sensitive especially when they are flying at a high altitude (ie 43000 feet) and a passenger or flight crew in moving about the aircraft the elevator trim is constantly working. The Reporter also stated when they were on the ILS using the autopilot; when lowering the flaps the elevator trimmed the aircraft nose down to compensate the lowering of the flaps; if the elevator trim was not rigged correctly it would have tripped off the autopilot pitching the aircraft upward. The Reporter stated that when maintenance accomplishes a rigging procedure for the elevator trim system; they may need to repaint the indication stripe on the pedestal in the cockpit. This in not always accomplished because it is not stated in the maintenance manual to do so.The Reporter stated that often when the elevator trim indication is in the take-off position; and when the throttles are pushed forward for take-off they get a 'Take-off' warning indicating that the elevator trim is not set. This indicates that the elevator trim is not set correctly or not rigged correctly of has an issue with the cables and pulleys.The Reporter stated that after talking with his Chief Pilot and other pilots that this is a constant problem with this type of aircraft.",,,"Cessna Model Citation Excel/XLS Captain reported the rigging procedures for the Elevator Trim system were unclear and inconsistent. The 'Nose-up/Nose-down' limits were unclear while accomplishing their preflight checks.",
1348646,201604,1801-2400,PHL.Airport,PA,,,0,,,,,,,,,Tower PHL,Air Carrier,Widebody Transport,,2,Part 121,IFR,Cargo / Freight / Delivery,,Taxi,None,Class B PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility PHL.Tower,,Government,Ground,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 9.0,,Situational Awareness; Communication Breakdown,Party1 ATC; Party2 Ground Personnel,,1348646,,,,,,,,,,,,ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Ground Incursion Taxiway,,,Person Air Traffic Control,,,Procedure; Aircraft; Human Factors; Manuals,Manuals,"Aircraft X was instructed to taxi and was told to remain on the frequency. Aircraft X initiated some form of conversation about what they thought was a better taxi route which impeded upon landline coordination with ground control. Control instructions were restated as well as communications transfer to ramp control. Aircraft X was observed entering the ramp control via a taxiway which was neither coordinated nor authorized by ATC personnel.Two Memorandums are located within the red read and initial binder. They are Quality Assurance/Quality Control Alert Bulletins which repeatedly use the phrase 'POSITIVE CONTROL' in bold lettering. Please explain how aircraft not following ATC instructions could ever be considered positive control? Whether it be by their own initiative or by ramp controller prerogative does not matter. Not following ATC instructions and this facility always justifying it as an acceptable practice is UNSAFE.The current Ramp Letter of Agreement (LOA) is unsafe. IT IS NOT BEING FOLLOWED by most of the workforce to include air traffic controllers; pilots; and ramp operators. If the LOA is not being followed it is a safety issue that is not being addressed.Recommend that feedback is solicited and used as a determining factor in LOA development. Controllers should not be briefed on a new LOA without being afforded the opportunity to provide feedback on proposed changes to operating procedures.Recommend that LOAs are not developed which IMPLY increased landline coordination is feasible. The controller work load should never be increased to improve ramp efficiency. This LOA is driven by efficiency and not safety. Safety should be the priority; and increasing coordination at an already busy position is not safe.If the Local Control position already has to talk to every plane landing; as well as make a recorded landline communication for 50 percent of the departure aircraft; should the LOA imply that they now have time to make a ramp control landline communication for 30 percent of the arrival aircraft?",,,,"PHL Tower Controller states their facility LOA with Ramp Control is unsafe and is not being complied with.",
1348647,201604,1801-2400,PHL.Tower,PA,,,0,,,,,,,,,Tower PHL,Air Carrier,Large Transport,,2,Part 121,IFR,Passenger,,Taxi,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility PHL.Tower,,Government,Ground,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 9.0,,Communication Breakdown; Situational Awareness,Party1 ATC; Party2 Ground Personnel,,1348647,,,,,,,,,,,,ATC Issue All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Incursion Taxiway,,,Person Air Traffic Control,Taxi,,Human Factors; Manuals; Procedure; Airport,Manuals,"Aircraft X was instructed to taxi and was issued communications transfer to ramp control. Aircraft X was observed entering the ramp control via taxiway which was neither coordinated nor authorized by ATC personnel.Two Memorandums are located within the red read and initial binder. They are Quality Assurance Alert Bulletins which repeatedly use the phrase 'POSITIVE CONTROL' in bold lettering.  Please explain how aircraft not following ATC instructions could ever be considered positive control? Whether it be by their own initiative or by ramp controller prerogative does not matter. Not following ATC instructions and this facility always justifying it as an acceptable practice is UNSAFE.The current Ramp LOA (Letter of Agreement) is unsafe. IT IS NOT BEING FOLLOWED by most of the workforce to include air traffic controllers; pilots; and ramp operators. If the LOA is not being followed it is a safety issue that is not being addressed.Recommend that feedback is solicited and used as a determining factor in LOA development. Controllers should not be briefed on a new LOA without being afforded the opportunity to provide feedback on proposed changes to operating procedures.Recommend that LOA's are not developed which IMPLY increased landline coordination is feasible. The Local Control controller work load should never be increased to improve ramp efficiency. This LOA is driven by efficiency and not safety. Safety should be the priority; and increasing coordination at an already busy position is not safe.If the Local Control position already has to talk to every plane landing; as well as make a recorded landline communication for 50% of the departure aircraft; should the LOA imply that they now have time to make a ramp control landline communication for 30% of the arrival aircraft?",,,,"PHL Tower Controller states his facility Letter of Agreement with Ramp Control is not being complied with and is unsafe.",
