 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1580450,201809,0001-0600,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,,,,1580450,,,,,,,,,,,,Deviation / Discrepancy - Procedural Security; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,Y,Person Flight Attendant; Person Gate Agent / CSR,In-flight,General None Reported / Taken,Human Factors; Environment - Non Weather Related,Environment - Non Weather Related,"Prior to boarding; agent advised crew of a passenger who had shown signs of disruptive behavior in waiting area. Agent said 'He is a very big guy; who had outbursts in the waiting area. He was told to sit down and wait quietly. This passenger is traveling with his family; (mother; grandmother and another female) he may have some mental disabilities and we gave him the last row of seats 33D;E;F. He should be fine to fly.' He also stated that he had not interacted with the passenger and was relaying the message from boarding agent.Crew asked to speak with boarding Agent that had interacted with [the passenger]. Boarding Agent stated that while in the airport lobby [passenger] was pacing and projected to his mother 'Mom do I need to take my medication.' Captain advised the agents to contact Medlink regarding medication concerns as well as the stability and suitability for safe travel. Agent returned with a printed medical release stating passenger was on schizophrenia medication from personal doctor and Medlink said he was cleared for travel.C FA (Flight Attendant); takes out flex cuffs and leaves out for flight in aft galley; A FA does the same in forward galley. (prior to taking off).When passenger boarded the A FA was asked by [passenger] where his seat was. A FA escorted passenger toward last row. This was at the end of boarding so the overhead bins near row 33 were full leaving [passenger] to stow his bags at 25ABC. [Passenger] could not understand why his bag needed to be stowed away from his seat and would not take direction from A FA. [Passenger] yelled to his mother seated at 32D to move several times. After explaining multiple time that there wasn't room he finally placed bags in overhead.B FA; Briefs 2 ABPs (Able Bodied Passengers) to assist if needed. (Prior to take off).[There were] multiple outbursts and incidences throughout the flight left Captain mapping closest airports and peeping for threat levels. [Doctor on board] Believed that [passenger] was in a manic state of his Schizophrenia. Doctor offered to sit with [passenger] if needed. [Passenger] had multiple outbursts during the flight including storming up the aisle yelling at a passenger seated around row 22-24. Yelling at people who were waiting to use the bathroom. Yelling for people to put on seatbelts. Stating that he didn't like blondes. Stating he didn't want D FA to come near him. Became more aggravated if his family talked to him *This is just to name a few*.As a crew we defused many potential situations during the flight which could have escalated quickly. I honestly don't think we could have put flex cuffs on [passenger] without being seriously injured. The fact is; we took out Flex-cuff restraints and prepared ABPs before we even left the ground because of Medlink's clearing an unstable passenger to fly.  [Passenger] is currently an unstable passenger who should not fly without an advocate able to defuse potential escalation of his diagnosis and can restrain him if needed.Our crew handled a situation that didn't need to exists. [Passenger] needs more assistance than family traveling with him for future travel.Cockpit interaction as follows:We were brought into the matter prior to boarding when the A FA said we needed to hear what they had just learned about a passenger. There was little to go on at first until we were able to talk directly to the agent that had witnessed the behavior. As soon as I heard that the passenger was on medications I asked the agent to contact Medlink to make an assessment.  The agent returned with a photocopy of a letter from a Doctor authorizing the passenger to travel and a report that Medlink cleared the passenger to travel. None of the crew had seen the passenger yet and we were informed that the passenger was traveling with his family but that he 'didn't like them'. We had a crew brief regarding the situation and came to a consensus that we were ok with the passenger travelingbut that we were going to take precautions. I asked the crew to be vigilant and to think in terms of Threat Levels. I also encouraged them to call us at anytime there was a problem including below 10;000 feet.  Upon boarding the passenger; the A FA got my attention to see him. He was in his 20's to 30's perhaps but well over 6 feet tall and of medium build. Another brief with the crew for selecting ABP's.As can be seen in the previous narrative; there were several incidents that generated calls to the cockpit. While each of them was diffused; the atmosphere for all of us was that of a ticking bomb. It wasn't 'if' but 'when' for the 6 hour flight. While the crew was handling the various events in the back; [First Officer] and I briefed likely Threat scenarios and divert locations. As we approached [destination]; I sent a message to Dispatch advising of passenger situation and the need to have Supervisor meet the plane. Upon radio contact with [destination] I confirmed they had been informed by Dispatch and that a show of force was not a good idea due to passenger's size and seating location in the rear of the jet. No further incidents after landing. Crew debriefed with Supervisor and Agent.The post flight debrief gave us the opportunity to review what we did and what we would do in the future. Crew worked well together but came to the conclusion that we would not put ourselves in that situation again. Had it not been for Medlink clearing passenger to fly; he would have been left at the gate.",,,,"Air carrier Captain reported that a passenger who was approved to fly displayed disruptive behavior before and during the flight.",
1582884,201809,,I19.Airport,OH,,,,,,,,,,,,,,No Aircraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Repair Facility,,,Other / Unknown,,,,,,,1582884,,,,,,,,,,,,No Specific Anomaly Occurred All Types,,,Person Other Person,,General None Reported / Taken,Equipment / Tooling; Environment - Non Weather Related,Environment - Non Weather Related,"Ham Radios are mounted near the obstruction light on the West Second Street water tower in Xenia; Ohio; next to the Greene County Lewis A Jackson Regional Airport. The 2.4 and 5.8 GHz radio antennas are mounted above the light on a mast that passes up past the light. This cannot help but reduce visibility of the light in some directions. The City of Xenia water treatment division approved this installation. I would not like to see this contribute to an accident.","The reporter stated that the water tower is not in the path of the airport; but along side of the airport; and has a light indicating an obstruction. The reporter stated that a contractor for the city installed the 2.4 GHz antenna along side the light on the water tower. The reporter also stated that a couple of antennas were installed using the same post as the light is on. The reporter stated that the antennas are well above the light obstructing the light illumination from the air. The reporter stated that the antenna mast is right up against the light causing it difficult to see from any angle.",,,"An observer reported that Ham Radio Antennas are blocking a water tower obstruction light.",
1584246,201810,1201-1800,ZZZ.Airport,US,,3,,1800,,VMC,10,,Dusk,,,CTAF ZZZ,FBO,Aeronca Champion,,1,Part 91,VFR,Personal,,Descent; Initial Approach,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Cockpit Window,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 45; Flight Crew Total 127; Flight Crew Type 25,,Distraction; Situational Awareness,,,1584246,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Inflight Event / Encounter Other / Unknown,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Overcame Equipment Problem; Flight Crew Landed in Emergency Condition,Environment - Non Weather Related; Aircraft,Environment - Non Weather Related,"Just prior to pattern entry a violent windshield failure occurred. At the time of the failure; I was looking down to stow my iPad in the door pocket; which protected my face from the debris. 90% of the windscreen imploded into me and out the left side of the aircraft; taking my hat and headset off. The resulting pressure through the fuselage blew out the left rear window as well. Compass; sunshades; and all other loose items in aircraft departed out the opening. The debris hit left wing and left horizontal tail leading edges; causing some fabric damage. Was able to retrieve headset; make one radio call; and land otherwise normally. Unsure if bird strike; or another object; or if windshield failed on its own accord. Fortunately/unfortunately; I happened to be looking down at the moment of its failure; so I have no idea whether something hit my aircraft or not. There is no physical evidence of a bird; and no parts of a drone or other object. Colleagues of my father (all in aviation) believe it to have been a strike of some kind; as they haven't seen an unprovoked windscreen failure like this before. No injuries; no witness to the moment of incident other than myself.",,,,"Citabria pilot reported the windshield shattered for unknown reasons.",
1584436,201810,1201-1800,SLC.Airport,UT,,,0,,,,,,Daylight,,,Ground SLC,Air Carrier,Commercial Fixed Wing,,2,Part 121,,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Flap Control (Trailing & Leading Edge),,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Flight Crew,,1584436,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Automation Aircraft Other Automation; Person Flight Crew,Other Takeoff Roll,Flight Crew Rejected Takeoff,Procedure; Human Factors; Environment - Non Weather Related; Manuals,Environment - Non Weather Related,"Day two; leg four of eight in two days. Pushed onto taxiway; started; after start procedures all done; called for taxi; and I didn't call for Flaps five. My normal plan; on almost every other after start is to state; 'clear left; clear right; Flaps X'; but for some reason in this situation I didn't. No excuse; no reason; I just didn't. Taxi commenced; FO (First Officer) made the PA for seating the FAs (Flight Attendants); then my attention was possibly momentarily switched to the [aircraft] that had just landed and turned onto our taxiway in front of us; but just for a second or two. The only other distraction was when Ground called shortly thereafter and told us about a flow time back to ZZZ1. He mentioned we might get off earlier than the estimate which would only amount to a three minute wait at the end of the runway; still not anything big; but somewhere in there where I would've normally called for the 'before takeoff check'; I didn't. When we got down nearer the hold short area; I called back to Ground to ask if they wanted us out of the way for departures; short discussion; said we were fine there for the three minutes wait time. Minor distraction; we were still feeling all done; ready to go and once cleared for takeoff; yes; of course the next noise I hear is the takeoff warning horn for the flaps still being up. The only good thing I did from the after start to the five-knot abort was to abort the takeoff; clear the runway; do the circle of shame back to the takeoff position; set the flaps; and actually perform and complete the before takeoff check. My other normal procedure is to do the configuration check as I am calling for the before takeoff check. So; yes; I didn't get the configuration check either; not because I blew it off; just because I never called for the before takeoff check.In debriefing the incident with the FO; who; by the way was rock solid the whole last two days; mentioned to me that when he heard the horn; he couldn't believe; in his mind; that the flaps were still up; and in hindsight neither could I. BOTH of us thought we were all good; everything was normal; all systems go. Uneventful departure thereafter; a good debrief on how dumb the Captain was; humility check complete. I think this is once again; an example of sequential thought. When my mind was 'slightly' distracted with the flow time; that's when we would normally be accomplishing the takeoff check. Once we were past that point where I would normally do that; there's nothing to remind me to say 'Hey; you're forgetting something' until the horn chimes in. Lesson learned is habit patterns and checklists are good; not so good if I don't perform them; in order; when the flight calls for them. I'm personally going back to my old habit of doing a configuration check whenever I enter the runway. Yes; it might be redundant; but if I miss the primary; maybe my space limited brain will pick it up on the backup.",,,,"An Airline Captain reported that the aircraft was not configured and had to abort takeoff.",
1584590,201810,1201-1800,ZZZ.Airport,US,,,0,,,VMC,,,,,,Ramp ZZZ,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 150; Flight Crew Type 1524,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Ground Personnel,,1584590,,,,,,,,,,,,Conflict Ground Conflict; Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Ground Personnel,Taxi,Flight Crew Took Evasive Action,Airport; Environment - Non Weather Related; Human Factors,Environment - Non Weather Related,"We were pulling into gate XX at ZZZ. Had engines at idle the entire time. The accu-park system was on and giving us proper guidance. With about 40 feet remaining on the sign; I noticed out of the corner of my eye a marshaller standing off to the left giving me the stop sign. We stopped with about 35 feet showing left on the parking system. We were getting conflicting information from the marshaller and the parking system. The marshaller was giving us the shutdown engine sign; which we did while querying ramp/ops if they had any information. After the marshaller plugged in; he said we would have hit a catering truck which was off to the right. The safety zone was clear when we were making the turn in and the FO (First Officer) said we were clear as we were nearing the gate. There was an aircraft at [the adjacent gate] with a catering truck at door 2; which could have moved giving the marshaller concern. I have 2 safety concerns about this evolution. One; if there was a truck in the safety zone; the system should have given us a STOP signal. The second; I barely noticed the marshaller giving us the stop signal; as he was off to the left and I was concentrating on the parking system. If in fact there was a chance of hitting anything; he should have been much more visible about getting our attention or been able to turn off the parking system. After we towed the rest of the way to the gate; I talked with him on the interphone and stated these concerns. He stated the shutoff for the parking was on the other side of the jetbridge; and he understood my concerns.",,,,"B737 Captain reported a ramp employee gave the stop signal while taxiing into the gate using the accu-park because a truck had pulled into the safety zone.",
1585433,201810,1201-1800,AEG.Airport,NM,,,,5837,,VMC,10,,Daylight,9000,,Tower AEG,FBO,Cessna Aircraft Undifferentiated or Other Model,,1,Part 91,None,Training,,Takeoff / Launch,None,Class D AEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower AEG,Military,Helicopter,,1,Part 91,,Training,,Taxi; Landing,None,Class D AEG,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor,Flight Crew Last 90 Days 50; Flight Crew Total 2540; Flight Crew Type 2000,,,,,1585433,,,,,,,,,,,,ATC Issue All Types; Ground Excursion Runway; Inflight Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,In-flight,Flight Crew Executed Go Around / Missed Approach; Flight Crew Regained Aircraft Control,Human Factors; Procedure; Environment - Non Weather Related,Environment - Non Weather Related,"My primary student and I were practicing takeoffs and landings at AEG and Runway 17 was in use. There was also a helicopter doing pattern work; including stop and go's and hovering over the runway. We shared the airspace. My student and I were assigned by Tower to make a right pattern and the  helicopter was assigned doing a left pattern on Runway 17.Everything worked well. We were on final and wanted to do another touch-and-go. We kept the right wind correction inputs because there was a crosswind coming from the east; from 130 degrees. We noticed that the helicopter was waiting on taxiway Bravo; which is to the left of Runway 17. Tower had advised him to do so and wait for us before they would be able to takeoff again. We touched down on the centerline; cleaned up the aircraft and added full power for takeoff. We started our takeoff roll and right opposite of where the helicopter was sitting with his rotor blades turning; our aircraft was; in one violently push; forced to the left of the runway; off the runway pavement; into the adjacent grass area with takeoff speed. At first; we briefly reduced power. My student and I both had right rudder input but the pushing left force was too strong and we taxied over the grass. At first; we reduced power but within 2-3 seconds; we reacted; added full power and I took over the controls; and did a go-around; and was able to get back in the air without hitting anything; and no stall horn coming on; even when our airspeed at first was pretty low. The Tower advised us to make a left pattern; which I acknowledged.After this scary experience; we executed a full stop. I called Tower and asked them if they had noticed anything. NO; nothing. I explained to them briefly what had happened and hopefully made them realize; how unpredictable it is for a small single engine aircraft to do any maneuvers next to a helicopter with running rotor blades. The aircraft has no damage at all and my student and I are fine.",,,,"Cessna instructor pilot reported encountering rotor wash from a helicopter operating nearby that resulted in a loss of control and runway excursion.",
1585593,201810,1801-2400,LAS.Airport,NV,360,10,,24000,,,,,Night,,,TRACON L30,Air Carrier,B737 Next Generation Undifferentiated,,2,Part 121,IFR,Passenger,,Descent,,Class B LAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Any Unknown or Unlisted Aircraft Manufacturer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 130; Flight Crew Type 9400,,,,,1585593,,,,,,,,,,,,Flight Deck / Cabin / Aircraft Event Illness / Injury; Inflight Event / Encounter Wake Vortex Encounter; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,General Physical Injury / Incapacitation,Environment - Non Weather Related,Environment - Non Weather Related,"On our descent into LAS; out [of] FL240 we encountered a short pocket of moderate chop; maybe light turbulence. It didn't last more than a second; maybe two. Before we started down; I asked for ride reports into LAS. ATC replied 'no adverse reports on the descent.' We just left the thunderstorms in the LA area; and even though LAS had high clouds; you could see clear all the way into the airport. The turbulence came out of nowhere; it might have been someone's wake. The C Flight Attendant called; and told us that the B Flight Attendant got injured; she was sitting in the cabin; and she was going to stay there for arrival. The C Flight Attendant was going to take her position (on the jump seat). She didn't require medical attention. Because that injury prevented her from performing her duties; I decided to call the EMT's so they could make sure that she was ok. Truly; the only thing that could've prevented this was having the Flight Attendants sit throughout the whole flight. But there were no reports of turbulence on the descent. The flight through the desert was smooth. They sat through the departure part of the flight; and got up when it got smooth. There was not a single piece of information to have them sitting down.",,,,"B737 NG Captain reported a Flight Attendant was injured during an encounter with turbulence; possibly wake-related; on descent into LAS.",
1586550,201810,0601-1200,ZZZ.TRACON,TX,,,,2000,,,,,,,,TRACON ZZZ,Personal,Light Sport Aircraft,,1,Part 91,VFR,,,Descent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRACON ZZZ,Air Carrier,Embraer Undifferentiated or Other Model,,2,Part 121,IFR,,,Final Approach,Other Instrument Approach,,,,,,,,,,,,,,,,,,,,,,,,,Facility ZZZ.TRACON,,Government,Approach,Air Traffic Control Fully Certified,,,Workload; Situational Awareness; Distraction; Communication Breakdown; Time Pressure,Party1 ATC; Party2 ATC; Party2 Flight Crew,,1586550,,,,,,,,,,,,ATC Issue All Types; Airspace Violation All Types; Conflict Airborne Conflict; Deviation - Speed All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence,,,Person Air Traffic Control,In-flight,Air Traffic Control Separated Traffic; Air Traffic Control Provided Assistance,Procedure; Human Factors; Environment - Non Weather Related,Environment - Non Weather Related,"This is a new type of safety issue for me; but I felt compelled to report it to have more eyes review the information. I had Aircraft X; a VFR; call up for flight following from within my area. The pilot had a strong accent; and that along with what I suspect was the quality of his radio made it very hard for me to understand his transmissions. I also had some distraction from within the TRACON itself; which I will describe in a moment. It probably took me over 10 transmissions to get Aircraft X pilot's intentions; and successfully get him processed for flight following. He had also requested an IFR clearance; but after I informed him his requested altitude of 020 was likely to cause issues with MVA's and the subsequent Center sector; he elected to maintain VFR with flight following. There were multiple SIGMETs from all over Texas; and the weather at ZZZ was IFR; information I gave the pilot. I had Aircraft Y being vectored for an RNAV Runway XX Approach at ZZZ; followed by Aircraft Z; on the same approach from the west via the IAF of ZZZZZ. The following Aircraft Z seemed likely to catch Aircraft Y; so I began speed instructions for both aircraft. I was certain that Aircraft X was likely to encounter weather difficulty; possibly becoming an emergency. I instructed him to remain clear of ZZZ Class Delta; but due to TRACON distractions; I missed the read back. A controller plugged in behind me and started observing; in preparation to relieve my position. I told him I had an issue to work out with these two aircraft on final; and preferred him to wait a moment for me to handle it. He did. It took a considerable amount of work for me to end up sequencing the two aircraft; and I was having some issues getting them on the speed restrictions I was intending. I also had coordination to do with ZZZ1 Approach for a point out on Aircraft Y; and subsequently for the following Aircraft Z as well. [Relieving Controller] began to get pushy about doing the relief briefing; so when I thought I had everything reasonably handled I pushed the button and began the briefing. As I was doing the briefing; which was going to take a while considering the information I felt compelled to give him concerning the VFR aircraft in weather difficulty; and the two RNAV aircraft requiring close attention; I realized the speed I had issued appeared to not be enough to maintain required separation later on final. I stopped the briefing; and reissued new speed restrictions to both aircraft. As I was doing this; [the relieving controller] got impatient with the amount of time it was taking to complete the briefing and started becoming borderline belligerent with me because of it. He insulted my controlling; and cursed many times at me. His comments said things like; 'Are we going to get this briefing done; I've been here for six or seven [Expletive] minutes'; 'You only have four [Expletive] aircraft'; and 'Don't touch my [Expletive] headset'. He made other comments as well; some of which I didn't catch because I was still attempting to listen to; work; and adjust my seemingly imminent loss of separation on final. During this argument with him; I unplugged him; and asked him to leave and find the supervisor. I also missed a key read back and made a mistake; I found later when listening to the tapes. I missed the read back of Aircraft X when I instructed him to remain outside of ZZZ Delta; and I forgot to reissue a speed restriction to Aircraft Y when clearing him for the approach. That speed restriction was something I needed with the following Aircraft Z still faster; and Aircraft Y subsequently turned onto final and slowed down considerably. I am confident that had I not been constantly insulted and distracted in the TRACON; I would have not made this mistake. I saw the separation would not be maintained on final; and cancelled the approach clearance of the Aircraft Z; vectored him across final; and then gave him a hard turn back to get him on the approach. He was in IMC conditions. At no time did I lose separation. I'm not really sure what to expect of this report; and I have informed my ATM of everything that happened. I am certain the issue will be addressed. What does concern me; however; is that management seemed to be more concerned with the verbal abuse of me; and less concerned with the safety situation it caused for me while trying to run my sector. I am not worried about the personal confrontation so much; as the fact that it was causing an unsafe situation on my sector. I really do not have any idea what to suggest for this one. I honestly feel this is well above my position pay grade.",,,,"TRACON Controller reported an unsafe operation along with pressure induced by a relieving controller.",
1588144,201810,1201-1800,ZAB.ARTCC,NM,,,,34000,,VMC,,,Daylight,,,Center ZAB,Air Taxi,Learjet 60,,2,Part 135,IFR,Ferry / Re-Positioning,,Cruise,Direct,Class A ZAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center ZAB,Air Carrier,Widebody; Low Wing; 2 Turbojet Eng,,2,Part 121,IFR,,,Cruise,,Class A ZAB,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Taxi,Captain; Check Pilot,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 80; Flight Crew Total 10100; Flight Crew Type 250,,,,,1588144,,,,,,,,,,,,Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence; Inflight Event / Encounter Wake Vortex Encounter,,,Person Flight Crew; Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Returned To Clearance,Procedure; Environment - Non Weather Related,Environment - Non Weather Related,"We were cleared to FL340 and my copilot was Pilot Flying (PF). We started encountering turbulence and my copilot disconnected the autopilot for a smoother ride (A/P very sensitive to turbulence). Turbulence was occasional moderate. 1000 ft call was made and acknowledged by both crew at FL330. We received from ATC traffic advisory at FL350. We had the traffic on our TCAS (TCAS II). We saw the traffic at 2-3 o'clock and passing behind us on our right wing. The traffic was not a factor. No TA or RA on TCAS. My First Officer (F/O) started reducing pitch and pulling the throttle back to [Max Cruise Thrust] MCR to level off at 340 and I saw a large ascent (updraft). My F/O corrected by pitching down using the electric elevator trim (low speed mode when pitching down); avoiding pulling negatives Gs on the airframe. Using the electric trim was not quick enough and the aircraft kept climbing to 300 to 500 ft above FL340 to the point forward pressure input directly on the yoke and the aircraft finally settled down to FL340. The recovery from the event was smooth with no impact (Gs) on anyone on board. In the meantime ATC called to tell us that we were deviating from assigned altitude. Shortly after; ATC cleared us to FL400 where the ride was much smoother. Updraft or wake turbulence from the crossing traffic at FL350. The encounter happened when the traffic was behind us.",,,,"LR60 Captain reported overshooting cleared altitude in climb to FL340 after encountering wake turbulence from a wide body transport aircraft.",
1589506,201810,0601-1200,ROA.TRACON,VA,,,,4000,,VMC,,,Daylight,,,TRACON ROA,Air Carrier,Medium Transport; Low Wing; 2 Turbojet Eng,,2,Part 121,IFR,Passenger,,Initial Approach,,Class C ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,,,,1589506,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,,,,1589510,Conflict Airborne Conflict; Inflight Event / Encounter CFTT / CFIT,,,Person Flight Crew,In-flight,Flight Crew FLC Overrode Automation,Environment - Non Weather Related; Airspace Structure,Environment - Non Weather Related,"Being vectored to a visual approach Runway 22 into ROA; we had a terrain caution followed by a pull up and responded accordingly.GPWS announced the warning.While remaining at the assigned 4;000 feet from ROA approach; we were on a left base for Runway 22 when we received the terrain warning and associated pull up.I instantly disconnected autopilot and climbed the aircraft 200 feet. Although I was mainly focused on the instruments during that time; I'm confident that the warning was dismissed almost instantly once passed the highest point on the ridge being crossed.My only suggestion would be crews deliberately discuss crossing ridges at the lowest point possible at assigned ATC altitudes or opening up conversation with Roanoke approach to see if we can get higher altitudes and longer vectors. I did read the previous write about the crew going into Roanoke and having the same issue and this event was discussed in the cockpit well before it happened so both the captain and myself were ready to respond to the caution.",,"Cleared visual approach Runway 24 in ROA; on left base outside HIBAN on GPS 24 approach; descending to 3;700 feet; GPWS sounded terrain; pull up. Terrain was selected on MFD and not depicting terrain. Briefed waiting to descend to 3;700 for HIBAN until after crossing ridge just too south of course; initiated descent passing ridge; but GPWS still sounded. Most likely caused by the RA sensing a rapid increase in terrain passing ridge as I initiated the descent. Turbulence may have contributed by causing a momentary descent rate greater than selected.I was able to visually verify we were clear of terrain and initiated an immediate climb. The alert silenced after climbing approximately 100 feet. For this approach in particular; there is no need to leave 4;000 (last ATC assigned altitude) until basically over HIBAN in VMC conditions. There is still plenty of time to lose excess altitude to follow the FPA. I should have just stayed at 4;000 until turned onto the approach more considering I had given myself the distance from HIBAN to make a shallow descent and still configure with plenty of time to have a stable approach.",,"Air Carrier flight crew reported being vectored in area of high terrain which caused GPWS to issue warning.",
