acn,ATCEquipment/NavFacility/Buildings,Aircraft,Airport,AirspaceStructure,ChartOrPublication,CompanyPolicy,Environment-NonWeatherRelated,Equipment/Tooling,HumanFactors,Incorrect/NotInstalled/UnavailablePart,LogbookEntry,MEL,Manuals,None,Procedure,SoftwareandAutomation,Staffing,Weather
2069871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2069879,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
2069919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2069935,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2069940,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2069943,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2069948,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2069949,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2069963,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2069972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2069978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2069997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2070005,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2070021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2070087,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2070111,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2070123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2070156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2070172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070178,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2070294,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2070299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2070474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070516,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2070561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070562,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2070588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070598,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2070655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070729,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2070878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2070893,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2070898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2071044,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2071051,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2071065,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2071085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2071101,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2071135,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2071152,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2071173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071249,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2071271,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2071323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071351,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2071367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2071374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071415,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2071444,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2071483,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2071492,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2071496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071587,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2071598,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2071647,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2071666,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2071676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2071706,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2071723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2071726,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2071744,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2071788,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2071847,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2071861,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2071904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2071976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2071993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2072021,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2072044,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2072065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2072089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2072093,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2072119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2072123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2072126,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2072145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2072157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2072169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2072182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2072194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2072209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2072217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2072232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072243,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2072253,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2072267,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2072277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2072280,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2072289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2072310,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2072385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2072463,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2072464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2072501,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2072598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2072639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2072651,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2072681,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2072686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2072717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2072756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2072841,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2072864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2072869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072892,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2072923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072963,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2072998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2073019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073024,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2073139,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2073144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2073156,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2073167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2073192,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2073214,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2073259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073269,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2073321,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2073425,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2073426,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2073441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073474,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2073511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073520,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2073542,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2073573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073600,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2073631,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2073635,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2073648,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2073650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2073695,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2073697,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2073704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073706,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2073810,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2073815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2073816,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2073825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2073826,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2073829,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073880,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2073898,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2073927,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2073937,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2073938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2074017,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2074028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2074035,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2074064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074184,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2074236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2074261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2074295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2074313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2074348,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2074390,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2074393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2074401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074532,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2074560,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2074562,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2074564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2074590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2074625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074626,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2074630,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074647,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2074653,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2074661,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2074703,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2074715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2074752,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2074759,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2074764,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2074814,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1
2074827,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2074837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2074883,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2074973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2074979,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2075011,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075100,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2075180,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075495,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2075521,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
2075528,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2075544,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2075573,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075575,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075586,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2075594,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
2075596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075605,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
2075611,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2075614,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2075628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075712,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075760,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2075781,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075784,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2075803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075807,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2075821,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075850,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075873,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2075937,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075939,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2075945,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2075947,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2075968,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2076000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2076001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2076056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076061,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2076068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2076069,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2076139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2076149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2076176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2076177,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2076185,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2076194,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2076207,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2076233,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2076275,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2076281,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2076296,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2076330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076359,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2076366,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2076373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2076379,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2076394,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2076395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076426,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2076482,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2076486,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
2076489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076494,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076569,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2076579,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2076584,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2076602,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
2076630,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2076652,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2076812,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2076828,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2076835,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2076842,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2076849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076850,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2076884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2076916,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2076918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076920,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2076928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2076936,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2076938,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2076945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077045,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2077050,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2077087,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2077144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077145,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2077159,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2077163,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2077179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2077341,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2077353,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2077366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2077380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2077387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2078132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079096,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2079123,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2079128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2080747,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
2080752,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2080754,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2080768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080794,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2080876,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2080899,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2080911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2080923,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2080952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2080988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2081062,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2081173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2081180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2081184,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2081197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2081227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2081333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081490,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081502,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2081533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081537,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081572,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2081574,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2081579,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2081614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081688,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2081770,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2081862,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2081872,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2081878,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2081885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081927,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
