acn,ATCEquipment/NavFacility/Buildings,Aircraft,Airport,AirspaceStructure,ChartOrPublication,CompanyPolicy,Environment-NonWeatherRelated,Equipment/Tooling,HumanFactors,Incorrect/NotInstalled/UnavailablePart,LogbookEntry,MEL,Manuals,None,Procedure,SoftwareandAutomation,Staffing,Weather
1993624,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1993626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1993646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1993649,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1993655,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1993743,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1993745,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1993746,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1993850,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1993903,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1993943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1993952,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1993953,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1993967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1993983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994035,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994086,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994118,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1994125,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1994143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994192,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1994203,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1994221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1994386,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994483,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1994492,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994504,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1994540,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994556,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1994649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994650,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994708,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994712,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994756,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1994794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994807,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994822,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1994824,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994827,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1994859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1994888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994899,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994900,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994917,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1994921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1994982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1995026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995035,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1995092,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1995104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1995114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1995115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1995138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1995185,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1995277,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1995284,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1995287,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1995372,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1995406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995443,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1995463,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1995496,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1995506,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1995544,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1995584,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1995587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995645,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1995668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995687,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1995709,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1995739,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1995809,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1995815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1995817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1995996,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1996018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996030,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996070,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1996076,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1996102,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1996105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1996107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996108,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996154,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1996165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1996166,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
1996221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1996278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1996279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996283,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1996295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1996431,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1996443,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1996480,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1996482,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996487,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1996561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1996591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996598,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1996650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1996667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1996673,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996740,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1996747,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996768,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996800,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1996840,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
1996913,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
1996932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1997006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997007,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1997018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997039,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1997048,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1997051,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1997064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1997173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997175,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1997239,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1997240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1997272,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1997273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1997277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1997293,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997297,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997586,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997695,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997702,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1997748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997883,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1997908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1997956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1997985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998026,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1998058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998073,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1998101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1998144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1998216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1998234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1998301,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1998308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998360,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1998394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998398,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1998399,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1998414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998420,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998428,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998466,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1998551,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1998590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998682,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1998704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998705,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1998746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1998751,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1998770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998835,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1998838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998876,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1998909,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998914,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998950,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1998951,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999095,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999132,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1999205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1999226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999231,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999235,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999402,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999417,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999459,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999481,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1999485,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999556,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999642,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999646,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999661,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999695,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999702,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1999708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1999813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999828,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1999842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1999844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999851,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999866,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999892,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1999990,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1999997,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
2000027,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2000045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000082,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000093,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2000123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000133,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2000146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2000242,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000313,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000314,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000318,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000320,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000339,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2000341,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000352,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000383,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000398,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2000403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000456,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000459,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2000500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2000540,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000652,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000682,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2000721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000860,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2000882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2000939,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000942,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000957,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001041,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2001061,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2001065,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2001067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001118,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2001174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2001197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2001224,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001233,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2001253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001268,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001269,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2001276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2001302,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2001525,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2001537,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2001576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001579,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001588,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001600,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2001642,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2001644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001670,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001738,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2001837,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001959,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001969,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2001970,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2002012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2002021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2002031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002035,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002040,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2002046,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2002074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2002081,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2002103,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2002105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002118,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2002120,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2002158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002290,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2002356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
