,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1746530,staffing,I was working mostly student pilots on practice approaches and practice holding.  The weather was building off the departure end of SFB departure end of the 9L & 9R. Aircraft X came from Sector K or Sector D and should have come over at 040 as per the LOA; but came over at 030. I did notice that Aircraft X was not at the correct altitude; I knew it might be an issue; but I didn't feel a sense of urgency to climb the flight to 040 and had other things going on.The majority of my attention was focused on the west side of SFB. Arrivals for ORL were entering my airspace from the north and I was flowing them southwest over the SFB final and to the D sector; which is responsible for working them into ORL.  I identified Aircraft Y climbing off of SFB and turned the aircraft north and away from the precipitation which was building to the east. When I issued the 360 heading; I did not evaluate the proximity to Aircraft X. Frankly; I had been working at a high level for a long period; but was waiting for the traffic to die down. More and more IFR releases were flashing from SFB and I was definitely getting the feeling of reaching the edge of my skill level. I did ask for the sector to be split; but by that time I had already had an error. I was under the impression that the flight schools would not be operating at full capacity because of the Coronavirus epidemic; but they were out in full force.  I should have asked for help sooner.  I should have asked for the sector to be split about 30 minutes sooner. Once the sector was split; traffic was easily manageable. Even in times of normal staffing; I feel there are never enough controllers to split sectors without running long position times.,
1748275,staffing,Aircraft X was doing VFR air work in the vicinity of MOL VOR at FL145.  He was maneuvering in the area of Aircraft Y who was climbing out of FL140 to FL190 direct LDN.  I attempted to reach Aircraft X a few minutes prior to the event occurring with no response.When it became apparent that the traffic was [now] head on; I gave a 30L turn to Aircraft Y.  After giving that turn Aircraft X reported he was responding to an RA and I saw him descend.  Standard separation was quickly attained by the actions of Aircraft X.Workload and frequency congestion was a factor at the time.  I was working 6 sectors.  The sectors should have been split or a D-side would have been helpful.,
1748282,staffing,I was the R-side Controller. There were no other controllers available to assist at the sector due to COVID staffing levels. I was told that my sector was yellow on the board that at one point I was RED.There were many diverts from ZZZ to ZZZ1 (due to weather) that were handed off vertically separated all going to the same fix. Meanwhile there were more than 10 aircraft already going into ZZZ1. There were at least 3 aircraft coming into ZZZ1 from the west and automatic releases were ON at ZZZ1. ZZZ1 Tower was sending ATIS information through on GI (General Information) messages instead of calling; so I did not have current ATIS information. Additionally; I was working the ZZZ departures out the west gate; while creating a sequence for the ZZZ1 arrivals. At one point I told an aircraft they were number 9 in the sequence of the aircraft I had; with more coming.Aircraft Y had departed ZZZ1; cleared ZZZ's airspace and I climbed the aircraft to 170 for overhead traffic inbound to ZZZ1. To pull the aircraft away from the arriving ZZZ1 traffic I put Aircraft Y on a heading of 090. As the aircraft made the turn; they started flashing with the aircraft diverting from ZZZ to ZZZ1; Aircraft X. Aircraft Y was already out of 159 when the flashing started. I had a 3 mile bubble up and tried to turn Aircraft X to a heading of 270. He questioned me because I inadvertently told him the turn was for his climb. Once I clarified it was for traffic; he read it back and turned. It was not enough to keep them 3 miles separated. At that time; I was trying to call the traffic; but the aircraft were calling it instead. In hindsight; I should have given Aircraft Y a heading of 070 to send him more northeast bound and only climbed him to 160. Additionally; I violated ZZZ's airspace. But called with a late point out; putting me further behind the power curve.There was so much going on and so many aircraft; I was unable to see the traffic prior to the conflict alert going off.Shoving the diverting aircraft out into an already congested area was horrific. I could not communicate to anyone in the area to let them know what I needed or what might help due to the fact that I did not have a break in transmissions to convey any concerns. With the help of a D-side we could have called ZZZ to coordinate something different.This was in the last hour and a half of my shift on the last day of rotations.As the aircraft were diverting from ZZZ to ZZZ1; with the volume; they could have been taken out to the west to be sequenced with the aircraft already inbound to ZZZ1. They could also have been taken out of ZZZ to the east to be sequenced with aircraft already inbound from the east. At one point I had to put an aircraft in holding.During 'normal' operations; we are directed (Supervisors and CIC's) to staff a RED sector with a D-side. The fact that everyone in Area 1 has worked RED sectors many; many times since the COVID staffing has been in effect; is ridiculous. When did compromising the safety of the NAS become second priority?The amount and complexity of the traffic warranted having a D-side for a second set of eyes. There was no one available to step in to help. We were staffed with 6 people; during one of the top 5 busiest weeks in Area 1. I know there were 5 sectors open and that people had been on sectors for more than 2 hours throughout the day. 5 sectors and 1 person on break. That's just math as to how often you would be offered a break. I had spoken to our supervisor and our union rep letting them know that the amount of traffic and the staffing were not appropriate and it was unsafe.I expressed my concerns about the lack of staffing with our union rep. He dismissed my concerns.,
1748283,staffing,I'm working LC-X Runway XXR; XXL (closed); XY. Arrivals to Runway XXR only. At some point I was told I would be getting departures and a normal split (meaning I would be departing all south and east bound departures). This seemed like a bad idea as they were light departures for YYL; the departure only that doesn't ever have to be crossed. This next part is not operationally significant but relevant. Because of the fear of COVID-19 I responsibly self distance and work as far from anyone else as I can. I moved to work from the LC-XX position to lessen my distraction for fear of infection and as this was about to get complex I needed to. I was then instructed to depart and arrive Runway XXR at this time there are no longer any departures for YYL the departure only Runway. The space between my Runway XXR arrivals is too small to get but one departure out. I told my departing aircraft to expect a 10 minute delay (ended up being 18 minutes.) I felt pressure to depart in the small gaps to try to save this mistake however it simply couldn't be done without having a plethora of deals. In addition working the position from LC-XX was a different prospective then I'm used to working LC-X from and didn't make this any easier even though moving to LC-XX was my decision.These are strange times no doubt and complexity to operations because of the Coronavirus is just going to be a new thing that reporting is going to get whether its your responsibility to hear such complaints or not. As the airlines attempt to increase operations more positions will have to be opened and it's our mission to put the operation first but we shouldn't open them just because you don't want to have to many people on break.Short answer: Runway YYL should have remained the only departure Runway.,
1748405,staffing,Inbound voice calls coming from aircraft SATCOM systems ring to several dedicated inbound extensions. These lines are divided up among several international desks so that one extension will ring at its assigned desk by default. While these are the default settings; any Dispatcher can modify their phone's settings to make any number of the extensions ring to that phone. These modifications will be restored to the default anytime the phone is logged out.While working the charter desk; I set up my phone to monitor all of the inbound SATCOM lines. Throughout the shift I noticed multiple inbound calls ringing with nobody picking them up. Each time I would pick up the call and transfer it to the appropriate Dispatcher.The reason the calls were going unanswered was that no other dispatchers were monitoring these extensions. Many of the desks that have been closed due to COVID-19 are desks that normally monitor a SATCOM line. I advised the Chief Dispatcher that the SATCOM lines need to be reallocated to the desks that remain open so that they can be continuously monitored. He advised me that this would have to be done by a Person X via coordination with the phone support specialists. The chief advised Person X that this needs to be done. In the meantime we have no official procedure to monitor these phone lines. I continue to monitor the lines during my shift and advise others to do the same.The Chief Dispatcher did advise me that when calls go unanswered; they eventually forward to the Chief desk. While this is a good fallback option; it causes unneeded delay for crews that could be calling with urgent needs.,
1748516,staffing,East of ZZZ received a reroute to ZZZ1 to pick up the ZZZZZ 1 arrival over ZZZZZ1. We questioned the reason and were told due to staffing issues related to COVID. We tried unsuccessfully to get a more direct route. The new route had us landing at ZZZ2 at 4.5 and we felt this not to be a safe reserve given the circumstances. Captain and I agreed the safe choice was to divert to ZZZ3. I flew and he coordinated with Dispatch for the diversion. At no time did I feel unsafe or knowingly violate any FAR or policy.I feel that we worked well as a crew to make a safe choice for our passengers.I feel that if there was knowledge of ZZZ Center having closures there should have been an added amount of fuel.,We departed with a fuel load of 18.8; with an expected landing fuel of 6.3 which included 0:45 reserve; alternate of ZZZ7 0:09; hold of 0:18; and Dispatch added of 0:10.  A line of thunderstorms near ZZZ would need to be navigated.  Actual landing fuel showed 5.8 as we neared ZZZ.  We had begun deviating East of ZZZ when Center issued a new routing from TMU (Traffic Management Unit) of left turn; still landing south. Landing fuel now showed 4.8; I made several requests for a worthwhile shortcut to no avail; and we were told that the delay was due to 'staffing shortages'.  We were still hundreds of miles from destination; incurring a delay that I have never heard of; and am certain that if we are getting delayed this far out there is more to come; Staffing shortages where; ZZZ Center; ZZZ TRACON?  I sure didn't know; but was confident the 4.8 fuel number; although might look okay on paper certainly wouldn't hold up.  I did not want to get lower on fuel only to find out that the 'staffing shortages' had us further delayed and with far fewer options. And it made no sense to get well beyond ZZZ1 airport or ZZZ2 airport just to turn around and land with a similar fuel problem.  With a light fuel load and a delay of unknown definition; I contacted Dispatch via crew phone and advised that I did not like this scenario and would like to stop short for fuel before this develops into a real problem.  We agreed on ZZZ3 airport; amended the release; landed; fueled; and went to ZZZ4 airport.
1748709,staffing,On vector to visual approach Runway XX; ZZZ; Approach provided traffic outbound to south at 3;500 feet. Approach and Tower were combined and appear to underestimate our closure rate on the vector to join final as visual backed by ILS Runway XX. Other traffic (Aircraft Y) was monitored through all stages by PM TCAS display which was active the entire flight. PM and PF visually sighted traffic and paused descent whilst turning inbound for final. After this action first TA then RA triggered with monitor VS and arc guidance to maintain alt; which was action already active. Normal approach and landing once visually clear of traffic.Cause - Poor vector and then visual approach clearance whilst traffic outbound in approach display and conflicting altitude.More ATC resources; combined approach and tower may have been a factor.,
1748889,staffing,I am not sure if ZZZ Departure is short staffed with COVID flight reductions; and controllers are being over worked so stress levels are higher; but I really can't believe the reaction and unprofessional attitude that was demonstrated on ATC's part.  If flight numbers are starting to be increased; Controller staffing needs to be increased back to normal.  I can't see any other reason that would stress a Controller to the point of reacting this way to a very normal situation when radios get busy and a clearance isn't given right.  Taking off from ZZZ; Tower handed us off to Departure.  After switching to Departure frequency; I heard an Air Carrier Y flight check on with Departure.  ATC responded to Air Carrier Y's check in with a clearance for our call sign.  Given the incorrect response to Air Carrier Y; I checked on with Departure as I normally would and remained on my original PDC departure clearance until receiving further instructions.  I did not receive a response.  I then tried to check on two to three more times; but never received a response from ATC.  At that point I requested 'radio check.'  After two 'radio check' attempts I finally received a response from ATC.  It was the most unprofessional reaction I have ever experienced in XX years of flying.  The Controller was basically yelling and said 'Air Carrier X; DO WHATEVER YOU WANT!'  I responded by saying we were 'looking for a clearance.'  At this point we were level at 5;000 feet flying the ZZZZZ Y Departure.  Without a fairly prompt continued climb clearance; it would be very hard to meet further climb restrictions on the departure of ZZZZZ at or above 15;000.  After two attempts asking for a clearance; ATC responded by saying 'Roger.'  After several minutes; the Controller issued us a climb clearance and the flight continued as normal.,
1749883,staffing,I called out fatigue this morning; June XX 2020 at XA58am.  The reason for the fatigue call was the accumulation of the past 4 days of working to or almost to my max [Duty Period] followed by minimum or close to minimum 10 hour rest each day. I started this stretch of reserve days being on Pilot Monitoring reserve.  On June XY; 2020 my reserve duty began at XF30am. After getting called in and working 3 legs; blocked out at XQ16pm. Almost 11 hours out of 13 hours of MAX [Duty Period]  worked.  Show time the next morning was XD15am.  Less than 11 hours of rest.On June XZ; 2020 show time began at XD15am.  Crew scheduling tried to have me accept changes to my schedule that showed less than 10 hour min rest on my overnight.  They initially did not change my show time but instead changed the estimated block in time for the last leg.  The scheduled block in time of XP33pm was changed to XP22pm.  My show time the next day remained the same at XB30am.  I now technically had legal rest requirement.  After working 3 legs with combinations of delays and long sits; I finally blocked in at XP54pm.  Was notified from crew scheduling of wheels up time on last leg and to call crew scheduling after last landing to adjust show time of the next day.  I was within 20 minutes of my MAX [Duty Period] of 13 hours.  Show time for the next day was adjusted to XB54am.  Minimum 10 hour rest. On June XA; 2020 show time began XB54am. After more delays and working 3 legs; I blocked in at XN16pm.  I was within 38 minutes of my MAX [Duty Period]  of 12 hours.  Crew scheduling did not call me to give me a wheels up time.  Show time the next morning was XB15am.  Less than 12 hours of rest.On July XB; 2020 show time began at XB15am.  Was notified from crew scheduling of additional flying being given to me to do this day and being converted to AM reserve the next day.  I was originally supposed to fly 3 legs and block in at XI50pm; but instead was given another leg and was again on [Duty Period]  watch and was given a wheels up time.  After working 4 legs; I blocked in at XM25pm.  I was within 50 minutes of my MAX [Duty Period] .  My AM reserve duty the next morning began at XA48am.  With parking at the gates; the walk to the employee parking; and the drive back home; rest was less than 12 hours.On July XC; 2020 I received a call from crew scheduling at XA48am stating changes to my schedule.  After assessing myself; I knew right away I was too fatigued to accept the flying.  The scheduled flying was going to have me work 10+ hours of 12 hours MAX [Duty Period].I know the company is short on [aircraft's] Captains and with all the additional flying we have been given; I understand Crew Scheduling is having a hard time trying to staff the planes.  This is causing them to utilizing Captains to the max.  Although being legal in respect to [Duty Period]  and rest requirements; working like this is extremely fatiguing.  One way to fix this is to have more Captains on reserve.  Either by beginning Captain upgrades again or having Captains come back from leave or not having incentive lines will help.  Another way to fix this; is to increase pay.  Even with premium pay; many pilots are not motivated to pick up extra flying on their days off; this forces reserve pilots to pick up the slack.  Another way to fix this issue is to have more efficient lines.  Many line pilots have 1 leg days for 30+ hour overnights.,
1750709,staffing,While conducting an arrival on the ZZZZZ arrival into ZZZ; we were given 2;000 feet and direct ZZZZZ for ZZZ ILS XX approach and to expect the visual approach upon reaching ZZZZZ. We had the airport in sight and reported the airport several times to the Controller (he was very busy operating several approach frequencies at the same time which was unknown to us) he finally told everyone to stand by and he would call each aircraft back; as we crossed ZZZZZ while maintaining our last altitude (glide path was pegged at the bottom); we again called him with airport; he finally responded with cleared the visual and contact the Tower.  We started down; by 800 feet AGL; we knew there was no way to stabilize our approach; we called 'miss approach' to tower; then started the missed approach procedure; we reported our miss as an unstable approach; Tower was great in vectoring us around the pattern in his airspace and bringing us for another approach.  Our next approach and landing was uneventful; thanks to the great Tower Controller.  With the COVID-19 virus roaring its ugly head and aviation industry trying to come back to life; there is no easy solution; ATC is short handed; controllers and pilots alike are overworked.,
1751026,staffing,I returned to the area and was asked to open two sectors which were combined at a third sector. By this time the sector was already out of control. Numerous arrivals were holding at various fixes in the sector. Many of these aircraft had incorrect information in their flight plans and in the 4th line of the data block. Hold messages had not been entered for many of the aircraft which had been assigned holding. Because the controller who had been working the sectors was already overwhelmed I did not receive an adequate briefing. As a result I was basically left to figure out what was going on in a very chaotic situation with information that was either incomplete or incorrect. I didn't even know which aircraft had been assigned holding or what fix they had been assigned to hold at. Many of these aircraft had also been left at high altitudes. There were aircraft holding as high as 38;000 ft. over the approach gate. Having these aircraft so high; so close to the gate added more issues as several eventually requested divert which meant I had to vector aircraft around numerous holding patterns in order to descend. There was weather in the sector that was not only causing deviations for en route aircraft; but also causing some of the aircraft in holding patterns to make turns in opposite direction from published to stay clear of weather. The CS (Combine Sector) message was entered by the D-side incorrectly which added to workload as I had to find and steal tracks that were in my airspace but had auto-flashed to an incorrect sector. The workload at the sector also caused delay in moving aircraft to my frequency at the newly opened sectors which impeded my ability to correct situations that were already in progress when I arrived. Because hold messages had not been entered many of the tracks progressed which resulted in automation issues; so workload was further increased as we had to update flight plans and either force them to approach control or make manual handoffs as we exited holding.There was also poor coordination of the exit from holding itself. At numerous times I received conflicting information from the approach control; Supervisor; and TMU (Traffic Management Unit) about when I could move aircraft on; how many aircraft I could move on; what route or altitude approach control required; the runway in use for descend via procedures; etc. The constant changes as well as conflicting information I was receiving added greatly to the complexity at the sector. At one point during the session an aircraft deviated into my airspace without approval and caused a conflict with an aircraft in holding. This situation required my immediate attention to resolve and hindered my ability to bring the sector under control. As I was trying to sort all of this out I missed Aircraft X in conflict with Aircraft Y. When I observed this conflict my attempt to resolve it was inadequate; largely because I was unsure where Aircraft X was assigned holding and which direction they were making turns. Aircraft Y responded to an RA.The sector should not have been allowed to get to the point it was at when I arrived. Part of the reason this happened was no-notice shut off of arrivals before I returned to the area. We need some procedure for holding notification that allows time to transition smoothly; and approach control should be taking some of the aircraft for holding at the published patterns within their airspace rather than refusing any traffic. I was told after the session that the Supervisor had been trying to page me. While I disagree with his statement that the situation would have been better if I had arrived just a few minutes earlier; I did not hear the page; and have noticed that our paging system is difficult or impossible to hear at some areas on the grounds and should be upgraded. I also feel that the airspace/holding patterns in the NE arrival gate are poorly designed. The airspace is too narrow to hold aircraft on parallel arrivals at the same altitude or to make opposite direction turns at the published holding patterns if there is weather or traffic.This tight space combined with frequent no notice shut off of aircraft on discretionary 'descend via' descents limits controller options. I also feel that there is a cultural problem with airspace violation at this Center. As I mentioned there was an aircraft that deviated into my airspace without approval and caused a conflict which took my attention away from other situations I was dealing with. The controller had issued an automated point out but I had not observed it until the aircraft was already entering my airspace and in conflict. This happens frequently and I believe there is a lack of understanding that the transferring control is still required to verbally coordinate if automated hand offs or point outs are not addressed before the aircraft enters the receiving controller's airspace.,
1751531,staffing,This issue involves time on position; lack of management and traffic management knowledge of airspace; and lack of social distancing during the COVID-19 pandemic. We've been using CIC's (Controller-In-Charge) every day. We had 3 CPC's; one partial R-side; one D-side; and one partial D-side. During this low traffic volume time I think we should have 6 CPC's available in order to be able to open 4 sectors (if needed) and still not allow controllers to go over 2 hours on position without being asked for a break.We had three sectors open. So with 40 minute breaks we were already on position for over 2 hours each time. Traffic volume was getting high like it has been between XA:30 and XD:00. Sector 17's number on the TSD were showing around 7 over their MAP number. A D-side was therefore assigned to the sector 17. Our CIC went to talk to TMU to ask what the plan was to bring that number down. They told him they're doing nothing and are expecting us to just split sector 58. The CIC said sector 58 would then have too many planes in it because it was showing 31 planes when it's MAP number is 22. So 9 planes over their limit. TMU told the CIC that this number must be wrong. (We found out later that CIC didn't really know where sector 58 was. CIC thought it was just an ultra high sector just above sector 17 only. It overlies sector 93 also.) The OMIC wasn't familiar with sector 58 [either]. The OMIC instructed our CIC to open 58. Of course when he did sector 58's numbers were way over what was allowed in the sector. This forced the CIC to call down the other D-side trainee from upstairs to help out. Also; TMU now had to scramble to figure out how to mitigate traffic out of sector 58 after realizing what the sector was.One of the D-side trainees was not wearing a mask nor social distancing himself. I was not comfortable with him working D-sides since he would be less than 6 feet from the R-sides and also touching the equipment.The CPC they called back from break had only been on break for 15 minutes and that was after being on position for over 2 hours prior. After an only 15 minute break he was called back to work a sector way too busy for what it was meant for. All of this is unsafe in my opinion. There was no social distancing because sectors were not split in a smart manner. All of us went over 3+ hours on position during that time without being asked for a break. The whole situation was unsafe in many ways and it could've been handled better by TMU and management.Training for TMCs and OMs on the airspace. Staff us better. I'd rather have better staffing and more R-sides to be able to split sectors than utilize D-sides during the pandemic.,
1751639,staffing,WSI showed TRWs and MOD Turbulence near our route. Looked like we needed to deviate almost 200 nm east of course. Called Dispatch on SATCOM twice with no answer. Then sent free text ACARS message with no response. Coordinated with ATC for 150 nm deviation. Thirty minutes later [we] received message from Dispatch that he was called away from desk. I inquired about who was covering his desk and he said his 'compadre' behind him. Also stated that 'if he's busy or away; there is nobody else...last year we would have been thick as ticks...6 or 7 additional desks open...only 2 now due to COVID.'This 30 minute delay is unacceptable! If we had an emergency and needed assistance; we would have gotten no help! We could have already landed somewhere without any coordination with Dispatch.,
1752042,staffing,Taxied onto runway after GA airplane landed; while waiting for them to exit runway our release void time expired. Had to exit runway to call for new release. There were probably at least 5 GA airplanes in the pattern or on CTAF since Tower was closed. We couldn't reach center on radios so called on phone holding short. Gave us a short release time of about 2 minutes; 39 past the hour. After the last GA plane landed I thought we had time to takeoff so we took the runway to line up. They took a long time exiting runway and our release time passed. Takeoff power was never applied; we exited the runway; taxied back to hold short and called Dispatch and then Center for a new release time.,
1752406,staffing,I was operating in the traffic pattern with a student at the end of a local training flight. The Control Tower was closed and we were announcing our position on CTAF. There were 3 or 4 other aircraft operating in the pattern and we made an entry into the left downwind for XXL. While in the downwind; Aircraft Y called a 5 mile straight in final for XXL. As we began our base to follow Aircraft Y; approximately 2.5 miles out; Aircraft Z called a 6 mile final. We were descending from pattern altitude and made a call that we were on base and following Aircraft Y. We made a call as we were intercepting final; however; Aircraft Z continued and began to overtake us from 200 feet above as we were on an approximately 1 mile final and at 600 feet. I lost sight of Aircraft Z and began an evasive descending left turn which I announced on CTAF. At around the same time; Aircraft Z also made an evasive right 360. We reestablished in the downwind and announced that we would follow Aircraft Z. Once we established adequate separation from Aircraft Z; we began a left base and made an announcement on CTAF; at which point; Aircraft A in the left downwind announced and began base turn inside of us. We once again made an evasive maneuver and re-intercepted final after a 360 turn.There are a few reasons the problem arose. Firstly; with no Control Tower and multiple airplanes in a closed pattern; the two straight in approaches caused a significant disruption to the flow of traffic. This was further exaggerated by the difference in performance/final approach speed of our aircraft compared to Aircraft Z. Secondly; the temporary shortening of ZZZ's Tower hours poses a safety risk as the volume of traffic after XA:00 local time would still justify control tower operations. In addition; many of the aircraft that operate out of ZZZ are less familiar with uncontrolled pattern operations and fail to follow prescribed procedures/right of way rules or use good judgment when approaching a busy pattern with multiple aircraft already operating.,
1753735,staffing,The traffic volume was very high for one Controller.  I cleared Aircraft X for the visual approach and he didn't start the descent as fast as I thought he would.  Aircraft Y was headed north and I noticed it when they were too close; but know that they were not going to come together.  I told them about each other and they were not concerned.The traffic volume was extreme; but this is due to COVID.,
1753847,staffing,I was doing an FAA check ride acting as a pilot examiner with the applicant on board for a Commercial Airplane Single Engine Land rating in Aircraft X on Right downwind for [Runway] XXL at ZZZ.  The time was approximately XA:15PM. The Tower closed at XA:00 so the airspace was G.There were approximately 6 planes in the pattern.Aircraft Y reported he was on a VFR PRACTICE LDA approach for [Runway] YYR. Everyone in the traffic pattern was in Right traffic or left traffic for XXL (reciprocal of YYR ).Several planes in the pattern advised Aircraft Y that the runway in use was XX left/right traffic. Aircraft Y still continued inbound on the LDA approach for YYR again aircraft in the pattern advised Aircraft Y right traffic for XXL.As I was turning from base to final for XXL Aircraft Y stated he would be making a climbing left turn at the threshold of YYR. I was now on short final doing a go-around climbing to 200 feet when I heard Aircraft Y now state he  would be doing a straight out departure on YYR which was now flying opposite the traffic pattern.  I looked down the runway and saw Aircraft Y flying head on right towards me. I descended and he flew directly over me approx 300 feet above me.He then made a climbing right turn and in the process came within 100 feet of another aircraft; also in the pattern. The pilot of Aircraft Y stated over the radio what he did was correct and had tapes to prove it.  He then flew Northbound against the traffic pattern leaving the area.,
1754142,staffing,Working short staffed again. Forced to work local center; local east; and city combined. Worked a two hour busy session that is usually split between 3 controllers. Plus the Supervisor was working ground so I did not have line up and wait. There was frequency congestion throughout and pilots repeatedly had to repeat transmissions. Aircraft X requested Runway XXR due to weight and the hot day. Because that runway was busy with arrivals; he had about a 15 minute delay. No request was made to switch arrivals because the 'TMC' was too busy working ground. I was also limited in my coordination's because of the busy traffic. The airport has construction all over which adds to the complexity with back taxiing aircraft and extra coordination on ground. I was extremely fatigued mentally towards the end of my position but there is nothing anyone could do because of our ridiculous staffing.I felt unsafe working those positions combined with that traffic load. Especially not having a supervisor watching what I was doing. This entire week has beat me down and I am beyond frustrated. Now I am having trouble sleeping because of work. But I know I have to go in because I will only make it worse for other controllers if I don't. Management refuses to slow the arrival rate (despite controllers requesting it) even though it is absolutely needed during that time and many others. A couple departures were delayed because I couldn't line up and wait and the TRACON simply continued pushing arrivals like it was any other day. We are expected to work full traffic loads with combined positions and no oversight. This is an emergency situation; I understand that. But why are we not being protected? Why are there people eligible to work OT that aren't assigned it days in advanced? Everything this summer has been forced down our throats and controllers are fed up. The facility safety culture going forward will be difficult because management has shown us what they think of collaboration. I don't know if anyone even reads these reports. I don't get any feedback. But I am keeping a copy in case something catastrophic happens. I want it documented that this was foreseen.,
1754416,staffing,While taking Runway X for departure in ZZZ; we saw a single engine tail wheel GA aircraft climbing on the upwind leg and turning out to the north around midfield after taking off the opposite direction on Runway YY. We were unaware of this departing traffic until seeing them airborne at what I would guess 200 feet AGL. I stopped the aircraft around the runway numbers when I saw the airborne aircraft and we had not initiated our takeoff roll. They were most likely off the ground by the time we taxied onto the runway; but we could not see all the way to the opposite end due to runway slope. The GA aircraft made a CTAF radio call telling us he had self announced his intersection departure off Runway YY. We told them we were unaware they were taking off the opposite direction.The airport was uncontrolled at this time of day due to reduced Control Tower hours of operation. We were monitoring CTAF frequency while holding short of the runway and simultaneously getting our IFR clearance from Center. I remember hearing a call on CTAF but couldn't clearly understand it. This was further hindered by listening to both radios at the same time. I don't recall hearing any previous CTAF calls such as this other aircraft self announcing their taxi. When the other aircraft called us after taking off; my First Officer mentioned he believed to have heard the aircraft announce departure off Runway XX. The aircraft stated he announced an intersection takeoff for Runway YY. Main contributing factors were an airport that has enough traffic volume to require a Control Tower not having their Tower open; nice VFR weather for GA flying; the GA pilot not being clear about their intentions over CTAF or speaking up when we announced our takeoff intentions for the opposite runway; calm winds allowing for takeoff from either direction; and not pausing as a crew before taking the runway to verify we understood the unclear CTAF call and would be clear of conflicting traffic.I would assume the Control Tower is running a reduced schedule due to less air traffic than normal given the current coronavirus climate. It would be better if they were open at this time in the morning when Part 121 flights are scheduled. Self announcing on CTAF is everyone's responsibility at an uncontrolled airport. The GA aircraft could've been clearer about their intentions and made more calls. As a crew; we did our part by announcing our intentions; and that should  caught the attention of the opposite direction traffic. The only remaining factor that could've prevented this potential runway incursion would be for us to use good CRM by each focusing our listening attention on individual comm radios during situations requiring monitoring of both; and ensuring to verify that any unclear radio calls are not coming from any potentially conflicting traffic.,
1754588,staffing,I was working the Local Control East and West position combined; south operation; landing Runway XXR and Runway YYL; departing Runway XXR and Runway YYR.  Aircraft X checked in on final approach to Runway XXR and was cleared to land. I continued with the duties required of me at the time when the conflict alert alarmed. I processed the information as quickly as I could (overlapping tags); then immediately began to issue traffic while realizing the conflicting aircraft had passed east of my traffic.Keep a SUP/CIC in the Tower not combined with any other position to help scan the movement areas and assist as needed. Although; we are working half the traffic that we are accustomed to; complexity is added due to the combining of positions; runway; and taxiway closures; numerous vehicle calls due to airport construction. Due to the global pandemic we are already working short staffed; so I would not recommend taking a needed body off a crew to accommodate leave on another shift.,
1754761,staffing,Was forced to work Local Center; Local East; and City combined this afternoon with busy arrivals and multiple VFR aircraft. Taxiway [X] requires a back taxi for departing aircraft in our south configuration. Multiple aircraft lined up waiting to back taxi. And multiple VFR and IFR aircraft arriving. I had to time up the back taxi; hoping for no confusion; while working three different frequency with near constant congestion. I requested extra spacing to Runway XX and did not get it. I also had multiple arrivals to Runway YYL and VFR traffic on the Tower radar position. I was totally task saturated and counting on everything to go right as there was no way I could scan the multiple situations happening at the same time. Management knows that this type of situation has become common place with our limited staffing. And yet; they refuse to meter in arrivals to provide spacing. Even when directly requested by a Controller. The confusion on frequency is pretty high as I can't respond to many of the aircraft on a timely basis. We are expected to do our best and really it's just a hope that something really ugly doesn't happen. I continue to submit these reports because I want it documented that there were warning signs before an incident happens. We have tried to mitigate some of the complexity by limiting VFR services in the Bravo airspace. But there is still a lot of congestion because they are constantly calling in for requests. These measures are not nearly enough when we still have multiple aircraft that need to back taxi on Runway XX and a constant stream of arrivals. I see it as a safety priority to slow the arrival rate; but it appears airline schedules are more important. I was fortunate to not have a go-around (despite multiple close calls) during this session; but there is very little protection right now for unexpected events. I feel completely beat down this week. The attitude right now in our facility is every man for himself.,
1755317,staffing,Throughout the last several weeks at least; communication with ATC has been difficult on many occasions throughout the day due to ATC saturation.  More than usual; Controllers are working multiple sectors; combining multiple frequencies; and overall being task-saturated far more often than I am used to.  It is my perception that ATC staffing was adjusted several months ago to match decreased traffic counts associated with the COVID downturn; and now that traffic counts have largely rebounded; ATC staffing has not increased anywhere nearly as quickly.  A great example was on this flight leg; inbound to ZZZ - as far as we could tell; one Controller was working all ZZZ of Approach/Departure; leading to his absolute saturation trying to handle IFR inbounds/outbounds to/from ZZZ and several satellite airports; and being compounded significantly by a handful of VFR aircraft operating in the area.  We tried for quite some time to request a heading deviation for towering cumulus buildups in the vicinity of the STAR course; and were glad to finally get a word in before we would have needed to choose to either accept worse turbulence than we needed to or deviate from a clearance.  There is no doubt that the ATC saturation was at a level which compromised Safety several times over the last few days of flying.,
1755816,staffing,Every day the Lobby at midday and after is short staffed.  Today was even more so! I was assigned to Position X to help passengers with their check in on kiosks.  Both Position X and X1 were open for passenger use.  There had only been myself and another agent assigned in that area and before I was even half an hour into my shift I was the only Customer Service (CS) agent working in both Position X and X1! Absolutely unacceptable and unbelievable! As I was working with a passenger; other agents were directing passengers who were unable to use kiosk on their own to see me.  Passengers started tapping and pulling at me to get me to attend to them but I was the only CS agent working in Position X and X1.  I kindly asked passengers to please stop touching and tugging at me; especially during this time of COVID.  I had no idea that the other agent who had been in Position X working was asked by a (Supervisor) to sign in to Position X2 to help clear the line leaving me all alone to assist all guests in X and X1.  Staffing needs to be properly assigned to the Lobby and not leave the Lobby short staffed on a continual basis and causing Lobby agents to burn out from overload.,
